Position,Artist,Song_Title,Lyrics
30,Carpenters,Superstar,"Long ago
And: oh: so far away
I fell in love with you
Before the second show

Your guitar
It sounds so sweet and clear
But you're not really here
It's just the radio

Don't you remember you told me you loved me: baby?
You said you'd be coming back this way again: baby
Baby: baby: baby: baby: oh: baby
I love you: I really do

Loneliness
Is such a sad affair
And I can hardly wait
To be with you again

What to say (What to say)
To make you come again? (Ooh: baby)
Come back to me again (Ooh: baby)
And play your sad guitar

Don't you remember you told me you loved me: baby?
You said you'd be coming back this way again: baby
Baby: baby: baby: baby: oh: baby
I love you: I really do

Don't you remember you told me you loved me: baby?
You said you'd be coming back this way again: baby
Baby: baby: baby: baby: oh: baby
I love you: I really do"
31,George Harrison,My Sweet Lord / Isn't It A Pity,"My sweet Lord
Hm: my Lord
Hm: my Lord

I really want to see you
Really want to be with you
Really want to see you: Lord
But it takes so long: my Lord

My sweet Lord
Hm: my Lord
Hm: my Lord

I really want to know you
Really want to go with you
Really want to show you Lord
That it won't take long: my Lord (Hallelujah)

My sweet Lord (Hallelujah)
Hm: my Lord (Hallelujah)
My sweet Lord (Hallelujah)

I really want to see you
Really want to see you
Really want to see you: Lord 
Really want to see you: Lord 
But it takes so long: my Lord (Hallelujah)

My sweet Lord (Hallelujah)
Hm: my Lord (Hallelujah)
My: my: my Lord (Hallelujah)

I really want to know you (Hallelujah)
Really want to go with you (Hallelujah)
Really want to show you: Lord (Ahhh)
That it won't take long: my Lord (Hallelujah)

Hmm (Hallelujah)
My sweet Lord (Hallelujah)
My: my Lord (Hallelujah)

Hm: my Lord (Hare Krishna)
My: my: my Lord (Hare Krishna)
Oh: hm: my sweet Lord (Krishna: Krishna)
Ooh-ooh-ooh (Hare Hare)

Now: I really want to see you (Hare Rama)
Really want to be with you (Hare Rama)
Really want to see you: Lord (Ahhh)
But it takes so long: my Lord (Hallelujah)

Hm: my Lord (Hallelujah)
My: my: my Lord (Hare Krishna)
My sweet Lord (Hare Krishna)
My sweet Lord (Krishna Krishna)
My Lord (Hare Hare)
Hm: hm (Gurur Brahma)
Hm: hm (Gurur Vishnu)
Hm: hm (Gurur Devo)
Hm: hm (Maheshwara)
My sweet Lord (Gurur Sakshaat)
My sweet Lord (Parabrahma)
My: my: my Lord (Tasmayi Shree)
My: my: my: my Lord (Guruve Namah)
My sweet lord (Hare Rama)
(Hare Krishna)
My sweet Lord (Hare Krishna)
My sweet Lord (Krishna Krishna)
My lord (Hare Hare)"
32,Donny Osmond,Sweet And Innocent,"I love the little wiggle in your walk
The way you cuddle on my shoulder
But you're too young to know the score
So come back when you're older

'Cause you're too sweet
And innocent
But you're just
Oh: too young for me: yeah
The way you hold me: not too tight
The tender way you kiss goodnight
Tells me you've got some growing up to do
Whoa: oh

Young
And innocent
Is the love 
Oh: you give to me
You're not hip so get with it: girl
Go on home to your make believe world
Sweet and innocent
You're too young and beautiful
For me

Yeah yeah yeah yeah
Sweet
And innocent
But you're just
Oh: too young for me
I'd like to kiss you and hold you tight
So go on home girl or I just might
Sweet and innocent
You're too young and beautiful
For me

You're so sweet (sweet: and innocent)
But you're much too young: little girl
Go on home
Just leave me alone: little girl..."
33,Ocean,Put Your Hand In The Hand,"Put your hand in the hand of the man who stilled the water
Put your hand in the hand of the man who calmed the sea
Take a look at yourself and you can look at others differently
By puttin' your hand in the hand of the man from Galilee

Every time I look into the Holy Book I want to tremble (tremble)
Or when I read about the part where the carpenter cleared the temple (temple)
For the buyers and the sellers were no different fellas than what I profess to be
And it causes me shame to know we're not the people we should be

So: put your hand in the hand of the man who stilled the water
Put your hand in the hand of the man who calmed the sea
Take a look at yourself and you can look at others differently
By puttin' your hand in the hand of the man from Galilee

My mama taught me how to pray before I reached the age of seven
She said: ""there'll come a time when there'll probably be room in heaven""
But I'm feeling kinda guilty 'bout the number of times to do what we must do
But we forget what he said: then we figure that he'll still make room

So: you gotta put your hand in the hand of the man who stilled the water
Put your hand in the hand of the man who calmed the sea
Take a look at yourself and you can look at others differently
By puttin' your hand in the hand of the man from Galilee

Everybody come along

Put your hand in the hand of the man who stilled the water
(Who stilled the water)
Put your hand in the hand of the man who calmed the sea
(Who calmed the sea)
Take a look at yourself and you can look at"
34,Daddy Dewdrop,Chick-A-Boom (Don't Ya Jes' Love It),"Last night I had a crazy dream
About a chick in a black bikini
Oh she looked so good she couldn't be real
So she must be a magic genie
But then she disappeared around a corner
All I saw were three doors and the top of her bikini
I made it through the first door there was a party going on
I asked about the chick but what they said was this

Chick-a-boom chick-a-boom don't ya jes' love it
Chick-a-boom chick-a-boom don't ya jes' love it
Chick-a-boom chick-a-boom don't ya jes' love it
Chick-a-boom chick-a-boom-boom-boom

I found the bottom half
Behind the second door
Which took me to Africa I presume
This really far out cat was screaming half crazy
""Bomp boom a loo bom a long bam boo""
I said hey man cut that jive
And tell me where the chick went
But he looked at me as pleased as could be
And said a lotta words but I wonder what he meant

Chick-a-boom chick-a-boom don't ya jes' love it
Chick-a-boom chick-a-boom don't ya jes' love it
Chick-a-boom chick-a-boom don't ya jes' love it
Chick-a-boom chick-a-boom-boom-boom

Ah don't ya jes' love it
Ooh don't ya jes' love it
Don't ya love it: don't ya love it
Oh yeah: don't ya jes' love it
Don't ya jes' love it

Now I opened the third door and there she was
And she whispered so sexy oh ooh
I tried to do the same and impress her with my style
But why this chick would never know

Chick-a-boom chick-a-boom don't ya jes' love it
Chick-a-boom chick-a-boom don't ya jes' love it
Chick-a-boom chick-a-boom don't ya jes' love it
Chick-a-boom chick-a-boom-boom-boom

Don't ya know it

Chick-a-boom chick-a-boom don't ya jes' love it
Chick-a-boom chick-a-boom don't ya jes' love it
Chick-a-boom chick-a-boom don't ya jes' love it
Chick-a-boom chick-a-boom-boom-boom"
35,Carpenters,For All We Know,"Love: look at the two of us: strangers in many ways
We've got a lifetime to share so much to say
And as we go from day to day

I'll feel you close to me: but time alone will tell
Let's take a lifetime to say I knew you well
For only time will tell us so
And love may grow for all we know
La-ahh-ahh-ahh

Love: look at the two of us: strangers in many ways
Let's take a lifetime to say I knew you well
For only time will tell us so
And love may grow for all we know
La-ahh-ahh-ahh"
36,Gordon Lightfoot,If You Could Read My Mind,"If you could read my mind: love
What a tale my thoughts could tell
Just like an old-time movie
'Bout a ghost from a wishing well
In a castle dark or a fortress strong
With chains upon my feet
You know that ghost is me
And I will never be set free
As long as I'm a ghost that you can't see

If I could read your mind: love
What a tale your thoughts could tell
Just like a paperback novel
The kind the drugstores sell
When you reach the part where the heartaches come
The hero would be me
But heroes often fail
And you won't read that book again
Because the ending's just too hard to take

I'd walk away like a movie star
Who gets burned in a three-way script
Enter number two
A movie queen to play the scene
Of bringing all the good things out in me
But for now: love: let's be real
I never thought I could act this way
And I've got to say that I just don't get it
I don't know where we went wrong
But the feelin's gone and I just can't get it back

If you could read my mind: love
What a tale my thoughts could tell
Just like an old-time movie
'Bout a ghost from a wishing well
In a castle dark or a fortress strong
With chains upon my feet
But stories always end
And if you read between the lines
You'll know that I'm just tryin' to understand
The feelings that you lack
I never thought I could feel this way
And I've got to say that I just don't get it
I don't know where we went wrong
But the feelin's gone and I just can't get it back"
37,Sammi Smith,Help Me Make It Through The Night,"Take the ribbon from my hair
Shake it loose and let it fall
Laying soft against your skin
Like the shadows on the wall

Come and lay down by my side
'Til the early morning light
All I'm taking is your time
Help me make it through the night

I don't care what's right or wrong
And I won't try to understand
Let the devil take tomorrow
'Cause tonight I need a friend

Yesterday is dead and gone
And tomorrow's out of sight
And it's sad to be alone
Help me make it through the night

And it's sad to be alone
Help me make it through the night
I don't want to be alone
Help me make it through the night"
38,Carpenters,Rainy Days And Mondays,"Talking to myself and feeling old
Sometimes I'd like to quit
Nothing ever seems to fit
Hanging around
Nothing to do but frown
Rainy days and Mondays always get me down

What I've got they used to call the blues
Nothing is really wrong
Feeling like I don't belong
Walking around
Some kind of lonely clown
Rainy days and Mondays always get me down

Funny but it seems I always wind up here with you
Nice to know somebody loves me
Funny but it seems that it's the only thing to do
Run and find the one who loves me

What I feel has come and gone before
No need to talk it out
We know what it's all about
Hanging around
Nothing to do but frown
Rainy days and Mondays always get me down

Funny but it seems that it's the only thing to do
Run and find the one who loves me

What I feel has come and gone before
No need to talk it out
We know what it's all about
Hanging around
Nothing to do but frown
Rainy days and Mondays always get me down

Hanging around
Nothing to do but frown
Rainy days and Mondays always get: you get me down"
39,Cher,"Gypsy, Tramps And Thieves",
40,Jackson 5,Never Can Say Goodbye,"Ooh: ooh: ooh
Never can say goodbye
(Never can say goodbye: girl)
No no no no: I
Never can say goodbye
(Never can say goodbye: girl)

Even though the pain and heartache
Seems to follow me wherever I go
Though I try and try to hide my feelings
They always seem to show
Then you try to say you're leaving me
And I always have to say no

Tell me why
(Tell me why)
Is it so that I
(Is it so)
Never can say goodbye
(Never can say goodbye: girl)
No no no no: I
Never can say goodbye
(Never can say goodbye girl)

Every time I think I've had enough
I start heading for the door
There's a very strange vibration
That pierces me right to the core
It says turn around you fool
You know you love her more and more

Tell me why
(Tell me why)
Is it so
(Is it so)
Don't wanna let you go

I can never can say goodbye girl
(Never can say goodbye girl)
Ooh: ooh baby
(Don't wanna let you go girl)
I never can say goodbye
No no no no no no no no no no no

Ooh: ooh
I never can say goodbye girl
(Never can say goodbye girl)
Ooh: ooh
Never can say goodbye
No no no no no no no no no no no

Never can say goodbye
(Never can say goodbye: girl)
No no no no: I
Never can say goodbye
(Never can say goodbye: girl)

I keep thinkin' that our problems
Soon are all gonna work out
But there's that same unhappy feeling
There's that anguish: there's that doubt
It's the same old dizzy hang up
Can't do with you or without

Tell me why
(Tell me why)
Is it so
(Is it so)
Don't wanna let you go

Never can say goodbye
(Never can say goodbye: girl)
No no no no: I
Never can say goodbye
(Never can say goodbye: girl)"
41,Lynn Anderson,Rose Garden,"I beg your pardon: I never promised you a rose garden
Along with the sunshine there's gotta be a little rain sometime
When you take: you gotta give: so live and let live and let go: oh: oh: oh: oh
I beg your pardon: I never promised you a rose garden

I could promise you things like big diamond rings
But you don't find roses growin' on stalks of clover
So you better think it over
Well: if sweet talking you could make it come true
I would give you the world right now on a silver platter
But what would it matter?
So smile for a while and let's be jolly; love shouldn't be so melancholy
Come along and share the good times while we can

I beg your pardon I never promised you a rose garden
Along with the sunshine there's gotta be a little rain sometime
I beg your pardon I never promised you a rose garden

I could sing you a tune and promise you the moon
But if that's what it takes to hold you I'd just as soon let you go
But there's one thing I want you to know
You'd better look before you leap; still waters run deep
And there won't always be someone there to pull you out
And you know what I'm talking about
So smile for a while and let's be jolly; love shouldn't be so melancholy
Come along and share the good times while we can

I beg your pardon: I never promised you a rose garden
Along with the sunshine: there's gotta be a little rain sometime

I beg your pardon: I never promised you a rose garden
Along with the sunshine: there's gotta be a little rain sometime"
42,"Hamilton, Joe Frank and Reynolds",Don't Pull Your Love,"Don't pull your love out on me: baby
If you do then I think that maybe
I'll just lay me down and cry for a hundred years
Don't pull your love out on me: honey
Take my heart: my soul: my money
But don't leave me drownin' in my tears

You say you're gonna leave
Gonna take that big white bird
Gonna fly right out of here
Without a single word
But you know you'll break my heart
When I watch you close that door
'Cause I know I won't see you anymore

Don't pull your love out on me: baby
If you do then I think that maybe
I'll just lay me down and cry for a hundred years
Don't pull your love out on me: honey
Take my heart: my soul: my money
But don't leave me drownin' in my tears

Haven't I been good to you
What about that brand new ring
Doesn't that mean love to you
Doesn't that mean anything
If I threw away my pride
And I got down on my knees
Would you make me beg you pretty please

Don't pull your love out on me: baby
If you do then I think that maybe
I'll just lay me down and cry for a hundred years
Don't pull your love out on me: honey
Take my heart: my soul: my money
But don't leave me drownin' in my tears

There's so much I wanna do
I've got love enough for two
But I'll never use it: girl: if I don't have you

Don't pull your love out on me: baby
If you do then I think that maybe
I'll just lay me down and cry for a hundred years
Don't pull your love out on me: honey
Take my heart: my soul: my money
But don't leave me drownin' in my tears 

Don't pull your love out on me: baby
If you do then I think that maybe
I'll just lay me down and cry for a hundred years
Don't pull your love out on me: baby
If you do then I think that maybe
I'll just lay me down and cry for a hundred years"
43,Ringo Starr,It Don't Come Easy,"(It don't come easy: you know it don't come easy)
(It don't come easy: you know it don't come easy)

Got to pay your dues if you want to sing the blues
And you know it don't come easy
You don't have to shout or leap about
You can even play them easy

Forget about the past and all your sorrow
The future won't last: it will soon be your tomorrow

I don't ask for much: I only want trust
And you know it don't come easy
And this love of mine keeps growing all the time
And you know it just ain't easy

Open up your heart: let's come together
Use a little love and we will make it work out better

Got to pay your dues if you want to sing the blues
And you know it don't come easy
You don't have to shout or leap about
You can even play them easy

Please remember peace is how we make it
Here within your reach: if you're big enough to take it

I don't ask for much: I only want trust
And you know it don't come easy
And this love of mine keeps growing all the time
And you know it don't come easy"
44,Nitty Gritty Dirt Band,Mr. Bojangles,"I knew a man: Bojangles: and he'd dance for you 
In worn out shoes 
Silver hair and ragged shirt and baggy pants
The old soft shoe 
He jumped so high: he jumped so high 
And then he'd lightly touch down 

I met him in a cell in New Orleans: I was 
Down and out 
He looked to me to be the eyes of age 
As the smoke ran out 
He talked of life: he talked of life 
He laughed: clicked his heels and stepped 

He said his name: Bojangles: and he danced a lick 
Across the cell 
He grabbed his pants: and favorite stance: oh: he jumped so high 
And then he clicked his heels 
He let go a laugh: he let go a laugh 
Shook back his clothes all around 

Mr. Bojangles
Mr. Bojangles 
Mr. Bojangles 
Dance 

He danced for those at minstrel shows and county fairs 
Throughout the south 
He spoke through tears of fifteen years: how his dog and him 
Traveled about 
The dog up and died: he up and died 
After twenty years he still grieves 

He said: ""I dance now at every chance in honky tonks 
For drinks and tips 
But most the time I spend behind these county bars
'Cause I drinks a bit""
He shook his head: and as he shook his head 
I heard someone ask him please: please 

Mr. Bojangles 
Mr. Bojangles 
Mr. Bojangles 
Dance"
45,Fuzz,I Love You For All Seasons,
46,Dramatics,Whatcha See Is Whatcha Get,"Hey: some people are made of plastic
And you know some people are made of wood
Some people have hearts of stone
Some people (some people) are up to no good: ah

But baby: I'm for real
I'm as real as real can get
If what you're looking for is real loving
Then what you see is what you get: ha

What you see (what you see) is what you get (is what you get)
What you see (what you see) is what you get (is what you get)
I said what you see (what you see) is what you get now baby (is what you get)
And the real thing is the best thing yet (the best thing yet)

You know some people are made of lies
To bring you down and shame your name
But baby: I have good intentions (good intentions)
Cause breaking hearts just ain't my game (breaking hearts ain't my game)

All I want to do is love you
And sugar: I won't pin you with regret: no: no (ow)
If what you're looking for is real loving (real loving)
Then what you see is what you get
I got to say it: gee (huh)

What you see (what you see) is what you get (is what you get) (look at me)
What you see (what you see) is what you get (is what you get)
I mean what you see (what you see) is what you get now baby (is what you get)
And the real: real thing is the best thing yet (the best thing yet)
Oh

What you see (what you see) is what you get (is what you get) (look at me)
What you see (what you see) is what you get (is what you get)
I mean what you see (what you see) is what you get now: baby (is what you get)
And the real: real thing is the best thing yet (the best thing yet)
Oh

What you see is what you get
I got a real love: gonna get it
You know what you see: baby: baby: is what you get (is what you get)
Look at me now: what you see (what you see) is what you get (is what you get)
I got to say it now: what you see (what you see) is what you get (is what you get)
Every day now: what you see (what you see) got to be what you get (is what you get)
I got to say it: what you see: baby: baby (what you see) is what you get (is what you get)
I got to remember: what you see (what you see) got to be what you get (is what you get)
Look at me: look at me: look at me: look at me: ha is what you get
I got to remember: what you see"
47,Carly Simon,That's The Way I've Always Heard It Should Be,"My father sits at night with no lights on
His cigarette glows in the dark
The living room is still
I walk by: no remark

I tiptoe past the master bedroom where
My mother reads her magazines
I hear her call ""sweet dreams""
But I forget how to dream

But you say it's time we moved in together
And raised a family of our own: you and me
Well: that's the way I've always heard it should be
You want to marry me: we'll marry

My friends from college: they're all married now
They have their houses and their lawns
They have their silent noons
Tearful nights: angry dawns

Their children hate them for the things they're not
They hate themselves for what they are
And yet they drink: they laugh
Close the wound: hide the scar

But you say it's time we moved in together
And raised a family of our own: you and me
Well: that's the way I've always heard it should be
You want to marry me: we'll marry

You say that we can keep our love alive
Babe: all I know is what I see
The couples cling and claw
And drown in love's debris

You say we'll soar like two birds through the clouds
But soon you'll cage me on your shelf
I'll never learn to be just me first
By myself

Well okay: it's time we moved in together
And raised a family of our own: you and me
Well: that's the way I've always heard it should be
You want to marry me: we'll marry
(We'll marry)"
48,Stevie Wonder,If You Really Love Me,Unfortunately: we are not licensed to display the full lyrics for this song at the moment. Hopefully we will be able to in the future. Until then... how about a random page?
49,Aretha Franklin,Spanish Harlem,"(La-la-la la la la la la la la)
(La-la-la la la la la la la la)

(There's a rose in black at Spanish Harlem)
(A rose in black at Spanish Harlem)

It is the special one
It never sees the sun
It only comes up
When the moon is on the run
And all the stars are gleaming
It's growing in the street
Right up through the concrete
But soft sweet and dreamy

(There is a rose in Spanish Harlem)
(A rose in black at Spanish Harlem)

With eyes as black as coal
That look down in his soul
It start a fire there and then he loses control
I'm gonna beg his par-ar-ar-ardon yeah
He's going to pick that rose
And watch her as she grows
In his garden

(There is a rose in Spanish Harlem uum uum)
(A rose in black at Spanish Harlem uum uum)

With eyes as black as coal
That look down in his soul
And start a fire there and then he loses control
And I wanna beg his par-ar-ar-don
He's going to pick that rose
And watch her as she grows
In his garden

(La-la-la- la la la la la la la)
(La la la-la-la la-la-la la)
(La la la-la-la la-la-la la)
(La la la-la-la la-la-la la)"
50,Helen Reddy,I Don't Know How To Love Him,"I don't know how to love him
What to do: how to move him
I've been changed: yes really changed
In these past few days when I've seen myself
I seem like someone else

I don't know how to take this
I don't see why he moves me
He's a man: he's just a man
And I've had so many men before 
In very many ways
He's just once more

Should I bring him down?
Should I scream and shout?
Should I speak of love
Let my feelings out?
I never thought I'd come to this
What's it all about

Don't you think it's rather funny
I should be in this position
I'm the one who's always been
So calm: so cool: no lover's fool
Running every show
He scares me so

Should I bring him down?
Should I scream and shout?
Should I speak of love
Let my feelings out?
I never thought I'd come to this
What's it all about

Yes: if he said he loved me
I'd be lost: I'd be frightened
I couldn't cope: just couldn't cope
I'd turn my head: I'd back away
I wouldn't want to know
He scares me so
I want him so
I love him so"
51,Osmonds,Yo-yo,"Whoa: oh: ho: just like a yo-yo
Whoa: oh: ho: just like a yo-yo

Well: it's hard for me to see
How you got such a hold on me
First I'm up and then I'm down
Then my heart goes around and around

Well: I'll bet you five dollars
I'm the only fool who will
Climb up a string for you

Oh: yeah: and need I say
I can't break away
You control every
Little thing I do

I used to be a swinger
Till you wrapped me
Round your finger

Just like a yo-yo
Just like a yo-yo

Turning: turning
Love keeps burning
Like a fire in my heart
When were apart but
When were back together
You keep changing like
The weather: whoops: now

Oh: yeah: like a yo-yo
Oh: just like a yo-yo
Heard what he said
Like a yo-yo
Oh: just like a yo-yo

Where I go and what I do
Well: it all just depends on you
You build me up just to let me down
But I dare not to make a sound

'Cause I'm so afraid
You will cast me away
Like a beat up: worn out toy

So I hold on tight
With all my might just
To be your loving boy: yeah

No matter what they say or do
I gotta bounce right
Back to you now
Just like a yo-yo
Just like a yo-yo

Turning: turning
Love keeps burning
Like a fire in my heart
When were apart but
When were back together
You keep changing like
The weather: whoops: now

Oh: yeah: like a yo-yo
Oh: just like a yo-yo..."
52,Aretha Franklin,Bridge Over Troubled Water,"(Don't trouble the water)
I won't (leave it alone)
(Why don't you: why don't you: let it be?)
Um hum hum
(Still water run deep... yes it do)
I know that
(Whoa-o-o-yeah)
If you only believe
(Don't trouble the water)
Said I wouldn't (leave it alone)
(Why don't you: why don't you: let it be?)
Umm (still water run deep)
Yes it do
(Yes it do whoa-oh-ho yeah): if you only believe

When you're down and out
When you're on the street
When evening falls so hard
I will comfort you
I'll take your part
Oh when darkness comes
And pain is all: is all around

Just like a bridge over troubled water
I will lay me down
(Like a bridge)
Just like a bridge
(Over troubled) over troubled water
I will lay me down

Sail on silver girl
Sail on by
Your time has come to shine
All of your dreams are on their way
(See how they shine?)
Ooh and if you ever need a friend
(Need a friend)
Look around: I'm sailing right behind

Just like a bridge
(Bridge (over) over (troubled) water
I'll be there to lay me down
(Like a bridge)
Like a bridge over (troubled water) troubled water
I will lay me down
Ooh I'll be your bridge
Yes I will

(Don't trouble the water)
Said I wouldn't
(Leave it alone)
Well (why don't you: why don't you: let it be?)
Uh-huh (still water run deep)
I know that
(Yes it do) yeah (oh-oh-oh yeah)
Still water (don't trouble the water)
Yeah
(Leave it alone: why don't you: why don't you: let it be)
Talking bout still water
(Still water run deep)
You know they run deep
(Yes it do) uh-huh (oh-ho-ho-yeah)
Well I'm gonna be your bridge yeah!
(Don't trouble the water)
The troubled water (leave it alone)

(Why don't you: why don't you: let it be?)
Come on come on
Walk out on me
(Still water run deep)
(Yes it do)..."
53,Partridge Family,Doesn't Somebody Want To Be Wanted,"I go downtown and roam all around
But every street I walk: I find another dead end
I'm on my own but I'm so all alone
I need somebody so I won't have to pretend

I know there's someone just waiting somewhere
I look around for her but she's just not there

Oh: doesn't somebody want to be wanted like me: where are you
Doesn't somebody want to be wanted like me: just like me

I'm running free but I don't want to be
I couldn't take another day like yesterday
I'm dead on my feet from walking the street
I need somebody to help me find my way

I've gotta get out of this town
Before I do I'll take a last look around

Oh: doesn't somebody want to be wanted like me: where are you
Doesn't somebody want to be wanted like me: just like me

You know: I'm no different from anybody else
I start each day and end each night
But it gets real lonely when you're by yourself
Now where is love and who is love: I gotta know

Doesn't somebody want to be wanted like me: where are you
Doesn't somebody want to be wanted like me: just like me
Doesn't somebody want to be wanted like me: where are you
Doesn't somebody want to be wanted like me: just like me

Doesn't somebody want to be wanted like me: where are you"
54,Tommy James,Draggin' The Line,"Makin' a livin' the old: hard way
Takin' and givin' by day by day
I dig snow and rain and the bright sunshine
Draggin' the line (Draggin' the line)

My dog Sam eats purple flowers
Ain't got much: but what we got's ours
We dig snow and rain and the bright sunshine
Draggin' the line (Draggin' the line)
Draggin' the line (Draggin' the line)

I feel fine
I'm talkin' 'bout peace of mind
I'm gonna take my time
I'm gettin' the good sign
Draggin' the line (Draggin' the line)
Draggin' the line (Draggin' the line)

Lovin' the free and feelin' spirit
Of hugging a tree: when you get near it
Diggin' the snow and rain and the bright sunshine
Draggin' the line (Draggin' the line)
Draggin' the line (Draggin' the line)

I feel fine
I'm talkin' 'bout peace of mind
I'm gonna take my time
I'm gettin' the good sign
Draggin' the line (Draggin' the line)
Draggin' the line (Draggin' the line)

Draggin' the line (Draggin' the line) (La-la la-la la-la la-la)
Draggin' the line (Draggin' the line) (La-la la-la la-la la)
Draggin' the line (Draggin' the line) (La-la la-la la-la la-la)
Draggin' the line (Draggin' the line) (La-la la-la la-la la)
Draggin' the line (Draggin' the line) (La-la la-la la-la la-la)
Draggin' the line (Draggin' the line) (La-la la-la la-la la)"
55,Ike and Tina Turner,Proud Mary,"Left a good job in the city

Working for the man ev'ry night and day

Then I never lost a minute of sleep
When worrying 'bout the way that things
Might have been

Big wheels keep on turning
Proud Mary keeps on burning
Rolling
Rolling
Rolling on the river

Cleaned a lot of plates in Memphis
Pumped a lot of 'tane down in New Orleans
But I never saw the good side of the city

Till I hitched a ride on a river boat queen

Big wheels keep on turning
Proud Mary keeps on burning
Rolling
Rolling
Rolling on the river

If you come down to the river

Betcha gonna find the people who live

You don't have to worry though you have no money
People on the river are happy to give

Big wheels keep on turning
Proud Mary keeps on burning
Rolling
Rolling
Rolling on the river"
56,Chicago,Beginnings / Color My World,"When I'm with you
It doesn't matter where we are
Or what we're doing
I'm with you that's all that matters

Time passes much too quickly
When we're together laughing
I wish I could sing it to you: whoa: no
I wish I could sing it to you

Whoa: whoa: whoa: whoa: whoa: whoa
Whoa: whoa: whoa: whoa: whoa: whoa
Mostly I'm silent: mmm: mmm: mmm
Silent: la: la: la: la

Never think about words to say

When I kiss you
I feel a thousand different feelings
A color of chills all over my body

And when I feel them
I quickly try to decide which one
I should try to put into words: whoa: no
Try to put into words

Whoa: whoa: whoa: whoa: whoa: whoa
Whoa: whoa: whoa: whoa: whoa: whoa
Mostly I'm silent: silent
La: la: la: la: silent

Only the beginning
Of what I want to feel forever
Yeah: whoa: oh: oh

Yes: only the beginning
Of what I want to feel forever
Only the beginning
Only just the start: yeah

I got to get you into my life: mama
Got to get you next to me
Yes: only the beginning
Only just the start

Hey hey hey hey: hmm mmm

Only the beginning
Only the beginning
Only the beginning
Only the beginning..."
57,Bells,Stay Awhile,"Into my room he creeps
Without making a sound
Into my dreams he peeps
With his hair all long and hanging down

How he makes me quiver
How he makes me smile
With all this love I have to give him
I guess I'm gonna stay with him awhile

She brushes the curls from my eyes
She drops her robe on the floor
And she reaches for the light on the bureau
And the darkness is her pillow once more

How she makes me quiver
How she makes me smile
With all this love I have to give her
I guess I'm gonna stay with her awhile

How it makes me quiver
How it makes me smile
With all this love I have to give you
Guess I'm gonna stay with you awhile

How it makes me quiver
How it makes me smile
With all this love I have to give you
Guess I'm gonna stay with you awhile

Stay with you awhile

(Whispered)
I guess I'm gonna stay"
58,Stampeders,Sweet City Woman,"Well: I'm on my way: to the city lights
To a pretty face that shines her light on the city nights
And I gotta catch a noon train
I gotta be there on time
Oh: it feels so good to know she waits at the end of the line

Sweet: sweet city woman
I can see your face: I can hear your voice: I can almost touch you
Sweet: sweet city woman
Oh: my banjo and me: we got a feel for singin': yeah: yeah-ah

Bon: c'est bon: bon: bon: c'est bon: bon
Bon: c'est bon: bon: bon: bon: bon
Bon: c'est bon: bon: bon: c'est bon: bon
Bon: c'est bon: bon: bon: bon: bon
So long: ma: so long: pa: so long
Neighbours and friends

Like a country mornin': all smothered in dew
Ah she's got a way to make a man feel shiny and new
And she sing in the evenin': old familiar tunes
And she feeds me love and tenderness and macaroons

Sweet: sweet city woman
I can see your face: I can hear your voice: I can almost touch you
Sweet: sweet city woman
Oh: my banjo and me: we got a feel for singin'

Da: da-da da-da da
Da-da da-da doo-doo-doo doo-doo
Da-da da-da da
Da-da da-da da
Da-da da-da da
Doo-doo doo-doo doo-doo doo

Sweet: sweet city woman (Oh: she's my)
Sweet: sweet: sweet: sweet city woman
Sweet: sweet city woman (Whoa: my)
Sweet: sweet: sweet: sweet city woman (Everybody)
Sweet: sweet: sweet: sweet city woman (Ba-da da-da: ba-da da-da)
Sweet: sweet: sweet: sweet city woman (Ba-da da-da: ba-da da-da)
Sweet: sweet: sweet: sweet city woman (Ba-da da-da: ba-da da-da)
Sweet: sweet: sweet: sweet city woman (Ba-da da-da: ba-da da-da)
Sweet: sweet: sweet: sweet city woman (Ba-da da-da: ba-da da-da)
Sweet: sweet: sweet: sweet city woman (Ba-da da-da: ba-da da-da)"
59,Lobo,Me And You And A Dog Named Boo,"I remember to this day
The bright red Georgia clay
How it stuck to the tires after the summer rain
Willpower made that old car go
A women's mind told me that's so
Oh how I wish we were back on the road again

Me and you and a dog named Boo
Travelling and a-living off the land
Me and you and a dog named Boo
How I love being a free man

I can still recall
The wheat fields of Saint Paul
And the morning we got caught robbing from an old hen
Old MacDonald: he made us work
But then he paid us for what it was worth
Another tank of gas and back on the road again

Me and you and a dog named Boo
Travelling and a-living off the land
Me and you and a dog named Boo
How I love being a free man

I'll never forget the day
We motored stately into big L.A.
The lights of the city put settling down in my brain
Though it's only been a month or so
That old car's bugging us to go
We gotta get away and get back on the road again

Me and you and a dog named Boo
Travelling and a-living off the land
Me and you and a dog named Boo
How I love being a free man

Me and you and a dog named Boo
Travelling and a-living off the land
Me and you and a dog named Boo
How I love being a free man"
