Position,Artist,Song_Title,Lyrics
63,Friends Of Distinction,Love Or Let Me Be Lonely,"Love oh: me let me be lonely:
Part time love I can find any day.
So don't you defy mother nature's way: please
Make it mine: a love for to stay

I can live without love:
If I wanted to in this lonely room.
But I don't want to so I leave it up to you
To wash away my gloom.
(I): I can live without love:
If I wanted to in this lonely room.
But I don't want to so I leave it up to you
To wash away my gloom.

Do ooh. Doo: doo: doo: doo: doo doo doo doo.
Either you will or either you won't now.
(Either you won't now)
It's up to you I've had my say.
(I've had my say)
So truly love: do love me completely.
Hey come on: come on come my way.

I can live without love:
If I wanted to in this lonely room.
But I don't want to so I leave it up to you
To wash away my gloom.
(I): I can live without love:
If I wanted to in this lonely room.
But I don't want to so I leave it up to you

To wash away my gloom.

Do ooh. Doo: doo: doo: doo: doo doo doo doo:
Doo: doo: doo doo.

Ooh: yeah. My baby. Ooh ooh ooh yeah:
Ma: ma: ma: ma: ma: ma: ma: ma: ma: ma:
Ma: ma: ma: ma: ma baby!

I can live without love:
If I wanted to in this lonely room.
But I don't want to so I leave it up to you
To wash away my gloom.
(I): I can live without love:
If I wanted to in this lonely room.
But I don't want to so I leave it up to you
To wash away my gloom.

Do ooh. Doo: doo: doo: doo: doo doo doo doo:
Doo: doo: doo doo.

Love or let me be lonely.
Love: or let me be lonely.
Love or let me be lonely.
Love: or let me be loney. ~"
64,Brotherhood Of Man,United We Stand,"There's nowhere in the world that I would rather be
Than with you my love
And there's nothing in the world that I would rather see
Than your smile my love

For united we stand
Divided we fall
And if our backs should ever be against the wall
We'll be together: together: you and I

For united we stand
Divided we fall
And if our backs should ever be against the wall
We'll be together: together: you and I

And if the world about you falls apart my love
Then I'll still be here
And if the going gets too hard along the way
Just you call: I'll hear"
65,Carpenters,We've Only Just Begun,"We've only just begun to live
White lace and promises
A kiss for luck and we're on our way
We've only begun
Before the rising sun we fly
So many roads to choose
We start out walking and learn to run

Can't get we've just begun
Sharing horizons that are new to us
Watching the signs along the way
Talking it over just the two of us
Working together day to day: together

And when the evening comes we smile
So much of life ahead
We'll find a place where there's room to grow

Can't get we've just begun
Sharing horizons that are new to us
Watching the signs along the way
Talking it over just the two of us
Working together day to day: together

Together: and when the evening comes we smile
So much of life ahead
We'll find a place where there's room to grow
Can't gets we've just begun"
66,Mark Lindsay,Arizona,"She must belong to San Francisco
She must have lost her way
Postin' a poster of Poncho and Cisco
One California day
She said she believes in Robin Hood and brotherhood
And colours of green and grey
And all you can do is laugh at her
Doesn't anybody know how to pray?

Arizona: take off your rainbow shades
Arizona: have another look at the world
My my
Arizona: cut off your Indian braids
Arizona: hey won'tcha go my way

Mmmm: strip off your pride you're acting like a teeny-bopper run away child
And scrape off the paint from the face of a little town saint
Arizona: take off your hobo shoes
Arizona: hey won'tcha go my way

Follow me up to San Francisco
I will be guide your way
I'll be the Count of Monte Cristo
You'll be the Countess May
And you can believe in Robin Hood and brotherhood and rolling the ball in the hay
And I will be reading you an Aesop's fable
Anything to make you stay-ay-ay

Arizona: take off your rainbow shades
Arizona: have another look at the world: my my
Arizona: cut off your Indian braids
Arizona: hey won'tcha go my way

Hey: Arizona: take off your hobo shoes
Arizona: have another look at the world: my my
Arizona: get off your 8-ball blues
Arizona: hey won'tcha go my way

Come on: hey: Arizona: take off your rainbow shades"
67,James Taylor,Fire And Rain,"Just yesterday morning they let me know you were gone
Suzanne: the plans they made put an end to you
I walked out this morning and I wrote down this song
I just can't remember who to send it to

I've seen fire and I've seen rain
I've seen sunny days that I thought would never end
I've seen lonely times when I could not find a friend
But I always thought that I'd see you again

Won't you look down upon me Jesus
You gotta help me make a stand
You just got to see me through another day
My body's achin' and my time is at hand
And I won't make it any other way

Oh: I've seen fire and I've seen rain
I've seen sunny days that I thought they would never end
I've seen lonely times when I could not find a friend
But I always thought that I'd see you again

Been walkin' my mind to an easy time
My back turned towards the sun
Lord knows when the cold wind blows: it'll turn your head around
Well: there's hours of time on the telephone line to talk about things to come
Sweet dreams and flying machines in pieces on the ground

Whoa: I've seen fire and I've seen rain
I've seen sunny days that I thought would never end
I've seen lonely times when I could not find a friend
But I always thought that I'd see you: baby: one more time again: now
Thought I'd see you one more time again
There's just a few things comin' my way this time around: now
Thought I'd see you: thought I'd see you
Fire and rain: now"
68,Gene Chandler,Groovy Situation,"A-that girl
I'm gonna make her mine if it takes all night
Can you dig it: can you dig it: can you dig it: can you dig it

A-that girl
I'm gonna make her mine if it takes all night
Can you dig it: can you dig it: can you dig it: can you dig it

Good evening: sweet darling
May I ask your name
You seem to be lonely
Well: don't worry: I'm feeling the same

Whoa: it's a groovy situation
A splendid combination
That we should meet at a time like this
Whoa: it's a groovy situation
A splendid combination
You're something that I just can't miss

A-that girl
I'm gonna make her mine if it takes all night
Can you dig it: can you dig it: can you dig it: can you dig it

A-that girl
I'm gonna make her mine if it takes all night
Can you dig it: can you dig it: can you dig it: can you dig it

It's been a long time: sweet darling
Since love has come my way
But I'm trying so hard
To find the right words to say

Whoa: it's a groovy situation
And a splendid combination
That we should meet at a time like this
Whoa: it's a groovy situation
A splendid combination
You're something that I just can't miss

Whoa: it's a groovy situation
A splendid combination
That we should meet at a time like a-this
Whoa: it's a groovy situation
And a splendid combination
You're something that I just can't miss

Baby: baby: it's a groovy situation
And a splendid combination
That we should meet at a time like a-this
Whoa: it's a groovy situation
And a splendid combination
You're something that I just can't miss

Baby: baby: it's a groovy situation"
69,Santana,Evil Ways,"You've got to change your evil ways: baby
Before I stop lovin' you
You've got to change: baby
And every word that I say is true

You've got me runnin' and hidin' all over town
You've got me sneakin' and a-peepin' and runnin' you down
This can't go on
Lord knows you've got to change: baby
Baby

When I come home: baby
My house is dark and my pots are cold
You hang around: baby
With Jean and Joan and a-who knows who

I'm gettin' tired of waiting and fooling around
I'll find somebody that won't make me feel like a clown 
This can't go on
Lord knows you've got to change

Hey

When I come home: baby
My house is dark and my pots are cold
You hang around: baby
With Jean and Joan and a-who knows who

I'm gettin' tired of waiting and fooling around
I'll find somebody that won't make me feel like a clown 
This can't go on
Yeah: yeah: yeah"
70,Guess Who,No Time,"(No time left for you)
On my way to better things
(No time left for you)
I'll find myself some wings
(No time left for you)
Distant roads are callin' me
(No time left for you)
Mm-da: mm-da: mm-da: mm-da: mm-da

No time for a summer friend
No time for the love you send
Seasons change and so did I
You need not wonder why
You need not wonder why
There's no time left for you
No time left for you

(No time left for you)
On my way to better things
(No time left for you)
I'll find myself some wings
(No time left for you)
Distant roads are callin' me
(No time left for you)
Mm-day: mm-gay: mm-day: mm-gay: mm-day

No time for a gentle rain
No time for my watch and chain
No time for revolving doors
No time for the killin' floor
No time for the killin' floor
There's no time left for you
No time left for you

No time for a summer friend
No time for the love you send
Seasons change and so did I
You need not wonder why
You need not wonder why
There's no time left for you
No time left for you 

No time: no time: no time: no time
No time: no time: no time: no time

I got: got: got: got no time
I got: got: got: got no time
I got: got: got: got no time
No: no: no: no: no: no: no time
No: no: no: no: no: no: no time
I got: got: got: got no time
No: no: no: no: no: no: no: no: no
No: no: no: no: no: no: no: no time
I got no time: got no time: got no time: got no time: got no time
Got no time: got no time"
71,Delfonics,Didn't I (Blow Your Mind This Time),"I gave my heart
And soul to you: girl
Didn't I do it: baby
Didn't I do it: baby

Gave you a love
You never knew: girl: whoa
Didn't I do it: baby
Didn't I do it: baby

I tried so many times
And that's no lie
It seems to make you laugh
Each time I try

Didn't I blow your mind this time
Didn't I (Oh: baby)
Didn't I blow your mind this time (Baby)
Didn't I (Listen)

I thought that heart
Of yours was true: girl
Now: didn't I think it: baby
Didn't I think it: baby

But this time
I'm really leavin' you girl: whoa
Hope you know it: baby
Hope you know it: baby

Ten times or more
Yes: I've walk out the door
Get this into your head
There'll be no more

Didn't I blow your mind this time
Didn't I (Oh: ho: ho: yeah: yeah)
Didn't I blow your mind this time
Didn't I

Didn't I do it: baby
Didn't I do it: baby
Didn't I do it: baby
Didn't I do it: baby

Ten times or more
Yes: I've walk out the door
Get this into your head
There'll be no more

Didn't I blow your mind this time
Didn't I (Oh: baby: baby: baby)
Didn't I blow your mind this time
Didn't I (I got to leave you: baby) (Hey: baby)

Didn't I blow your mind this time
Didn't I (Oh'oh'oh')
Didn't I blow your mind this time
Didn't I"
72,Elvis Presley,The Wonder Of You / Mama Liked The Roses,"When no one else can understand me
When everything I do is wrong
You give me love and consolation
You give me hope to carry on

And you're always there
To lend a hand
In everything I do
That's the wonder: the wonder of you

And when you smile: the world is brighter
You touch my hand and I'm a king
Your love to me is worth a fortune
Your love for me is everything

I guess I'll never know
The reason why
You love me as you do
That's the wonder: the wonder of you

I guess I'll never know
The reason why
You love me as you do
That's the wonder: the wonder of you"
73,Creedence Clearwater Revival,Up Around The Bend / Run Through The Jungle,"There's a place up ahead and I'm goin'
Just as fast as my feet can fly
Come away: come away: if you're goin'
Leave the sinkin' ship behind

Come on the risin' wind
We're goin' up around the bend
Ooh

Bring a song and a smile for the banjo
Better get: while the gettin's good
Hitch a ride to the end of the highway
Where the neon's turn to wood

Come on the risin' wind
We're goin' up around the bend
Ooh

You can ponder perpetual motion
Fix your mind on a crystal day
Always time for a good conversation
There's an ear for: what you say

Come on the risin' wind
We're goin' up around the bend
Yeah

Ooh

Catch a ride to the end of the highway
And we'll meet by the big red tree
There's a place up ahead and I'm goin'
Come along: come along with me

Come on the risin' wind
We're goin' up around the bend
Yeah

Do-do-doo-do
Do-do-doo-do
Do-doo-do
Do-do-doo-do
Yeah

Do-do-doo-do
Do-do-doo-do
Do-do-doo
Do-do-doo"
74,Ronnie Dyson,(If You Let Me Make Love To You Then) Why Can't I Touch You,"If you let me make love to you
Then why can't I touch you?
If you let me make love to you
Then why can't I touch you?

I'm not saying I want to change you
I don't want to rearrange you

If you let me make love to you
Then why can't I touch you?
If you let me make love to you
Then why can't I touch you?

From the very first moment I saw you
It's been a different world
From the very first moment I saw you
It's been such a different world

I seem to be a little bit stronger
Each moment seems just a little 
Little bit longer
The missing links and little kinks
Have never been found and uncurled

But you're still the same
You're like a frozen flame
Well it sure seems a shame
You let me make love to you
But you won't let me touch you

When I leave you I'm going someplace
That I've never been before
When I leave you I'm going someplace
That I've never been before
Reach out and touch me
Why don't you reach out and touch me

If you let me make love to you
Then why can't I touch you?
If you let me make love to you
Then why can't I touch you?"
75,B.J. Thomas,I Just Can't Help Believing,"I just can't help believing
When she smiles up soft and gentle
With a trace of misty morning
And the promise of tomorrow in her eyes

And I just can't help believing
When she's lying close beside me
And my heart beats with the rhythm of her sigh

This time the girl is gonna stay 
This time the girl is gonna stay
For more than just a day

I just can't help believing
When she slips her hand in my hand
And it feels so small and helpless
That my fingers fold around it like a glove

And I just can't help believing
When she's whispering her magic
And her tears are shining honey sweet with love

This time the girl is gonna stay (This time the girl is gonna stay)
This time the girl is gonna stay
For more than just a day

For more than just a day
(Just can't help believing)
(Just can't help believing)
(Just can't help believing)"
76,Spinners,It's A Shame,Unfortunately: we are not licensed to display the full lyrics for this song at the moment. Hopefully we will be able to in the future. Until then... how about a random page?
77,Bobbi Martin,For The Love Of Him,"When he opens the door says ""I'm home""
Be aware of the look in his eyes
They tell you the mood he's in
What kind of day it's been
For the love of him
Make it your reason for living
Give all the love you can give him
All the love you can

There'll be times when he won't say a word
And you wonder if it's something you said
The gentle touch of your hand
Tell him you understand
For the love of him
Make it your reason for living
Give all the love you can give him
All the love you can

Little things he forgets to do
Have you told him today I love you
When he reaches out be there
Show him that someone cares.

He's a man and a man has to try
Let him run: let him fall: let him cry
His world won't fall apart
If you take him into your heart.

For the love of him
Make it your reason for living
Give all the love you can give him
All the love you can

For the love of him
Make it your reason for living
Give all the love you can give him
All the love you can"
78,Mountain,Mississippi Queen,"Mississippi Queen: if you know what I mean
Mississippi Queen: she taught me everything
Way down around Vicksburg: around Louisiana way
Lived a Cajun lady: we called her Mississippi Queen
You know she was a dancer
She moved better on wine

While the rest of them dudes were gettin' their kicks
Buddy: beg your pardon: now I'm getting mine

Mississippi Queen: if you know what I mean
Mississippi Queen: she taught me everything
This lady she asked me if I would be her man
You know that I told her I'd do what I can
To keep her looking pretty
Buy her dresses that shine

While the rest of them dudes were makin' their bread
Buddy: beg your pardon: now we're losing mine

You know she was a dancer
She moved better on wine

While the rest of them dudes was gettin' their kicks
Brother: beg your pardon: now we're getting mine
Hey: Mississippi Queen"
79,Ike and Tina Turner,I Want To Take You Higher,"Hey: hey: hey: hey

Beat is gettin' stronger
The beat is gettin' longer too
Music's soundin' good to me
But I wanna: said I wanna

I wanna take you higher
Yeah: let me take you higher
Baby: baby: let me light your fire
Ooh yeah: little bit higher

Boom shacka lacka lacka
Boom shacka la boonka boo

Hey: hey: hey: hey

Beat is nitty-gritty
Music's in your city too
Music's gettin' good to me
But now don't ya: I said don't ya

Don't ya wanna get higher?
Yeah: don't ya wanna get higher?
Baby: baby: let me light your fire
Ooh ha: little bit higher

Boom shacka lacka lacka
Boom shacka la boonka boo

Hey: hey: hey: hey

Come on baby
(Higher)
Don't ya wanna get high
(Higher)
Ooh: yeah
(Higher)
Light your fire

(Fire)

Come on daddy
(Higher)
A little bit higher
(Higher)
I wanna
(Higher)
Said I wanna light your fire
(Fire)

Boom shacka lacka lacka
Boom shacka la boonka boo

Hey: hey: hey: hey

Beat is here to make you move
Music's here to help you groove
Music's soundin' good to me
But take your places

I'm gonna take you
(Higher: higher)
Yeah: baby
Gonna take ya
(Higher: higher)
Ooh: yeah

Little bit higher
C'mon daddy
(Higher)
A little bit
(Higher)"
80,Joe Cocker,The Letter,"Gimme a ticket for an aeroplane
Ain't got time to take a fast train
Lonely days are gone
I'm a-goin' home
My baby just a-wrote me a letter

I don't care how much money I gotta spend
Got to get back to my baby again
Lonely days are gone
I'm a-goin' home
My baby just a-wrote me a letter

Well: she wrote me a letter: said she couldn't live without me no more
Listen to me mister: don't you hear me ravin' for my baby once more?
Anyway: yeah

Gimme a ticket for an aeroplane
Ain't got time to take a fast train
Lonely days are gone
I'm a-goin' home
My baby just a-wrote me a letter

Well: she wrote me a letter: said she couldn't live without me no more
Listen mister: can't you see I got to get back to my baby once more?
Anyway: yeah

Gimme a ticket for an aeroplane
Ain't got time to take a fast train
Lonely days are gone
I'm a-goin' home
My baby just a-wrote me a letter
My baby just a-wrote me a letter"
81,Tee Set,Ma Belle Amie,"Ma belle amie
You were a child of the sun and the sky and the deep blue sea
Ma belle amie
Apres tous les beaux jours: je te dis merci: merci
You were the answer on all my questions: before we're through
I want to tell you that I adore you and always do
That you amaze me by  leaving me now and start anew
Ma belle amie: I'm in love with  you

Let the bells ring: let the birds sing
Let's all give my substitute a big cheer
Let the bells ring: let the birds sing
For the man after him waits here
For the man after him waits here

Ma belle amie
You were a child of the sun and the sky and the deep blue sea
Ma belle amie
There was a time that you thought that your only friend was me
You were the answer on all my questions: before we're through
I want to tell you that I adore you and always do
That you amaze me by leaving me now and start anew
Ma belle amie: I'm in love with you

Let the bells ring: let the birds sing
Let's all give my substitute a big cheer
Let the bells ring: let the birds sing
For the man after him waits here
For the man after him waits here

Ma belle amie
You were a child of the sun and the sky and the deep blue sea
Ma belle amie
Apres tous les beaux jours: je te dis merci: merci
You were the answer on all my questions: before we're through
I want to tell you that I adore you and always do
That you amaze me by  leaving me now and start anew
Ma belle amie: I'm in love with  you
Ma belle amie: I'm in love with you"
82,Originals,The Bells,
83,Christie,Yellow River,"So long: boy: you can take my place
I got my papers: I got my pay
So pack my bags and I'll be on my way
To Yellow River

Put my gun down: the war is won
Fill my glass high: the time has come
I'm goin' back to the place that I love
Yellow River

Yellow River: Yellow River
Is in my mind and in my eyes
Yellow River: Yellow River
Is in my blood: it's the place I love

Got no time for explanations: got no time to lose
Tomorrow night you'll find me sleepin' underneath the moon
At Yellow River

Cannon fire lingers in my mind
I'm so glad I'm still alive
And I've been gone for such a long time from
Yellow River

I remember the nights were cool
I can still see the water pool
And I remember the girl that I knew
From Yellow River

Yellow River: Yellow River
Is in my mind and in my eyes
Yellow River: Yellow River
Is in my blood: it's the place I love

Got no time for explanations: got no time to lose
Tomorrow night you'll find me sleepin' underneath the moon
At Yellow River

Yellow River: Yellow River
Is in my mind and in my eyes
Yellow River: Yellow River
Is in my blood: it's the place I love"
84,100 Proof Aged In Soul,Somebody's Been Sleeping,"Fe fi fo fum
I can feel the presence of someone
Somebody's been sleeping in my bed
Somebody's been sitting in my chair

They ate up all my food
And I don't stand for such
Don't tell me it was a woman
'Cause a woman don't eat that much
My brand new silk pajamas
They were balled up in a chair
My mind ain't playing tricks on me
Lord help him if he's still here

Somebody's been sleeping in my bed
Oh: somebody's been sitting in my chair

Cigarettes in my ashtray
And I don't even smoke
Somebody's been in my best booze
I can tell 'cause the seal is broke
I left my bedroom slippers
Last night at the foot of my bed
And now they're in my living room
And my bed was left unmade

Somebody's been sleeping in my bed
Oh: somebody's been sitting in my chair

Fe fi fo fum
I can feel the presence of someone

Fe fi fo fum
I can feel the presence of someone
Somebody's been sleeping in my bed
Somebody's been eating up my food
Oh: somebody's been walking in my shoes
Somebody's been sitting in my chair"
85,Ides Of March,Vehicle,"Hey: well: I'm the friendly stranger in the black sedan
Oh won't you hop inside my car?
I got pictures: got candy: I'm a lovable man
I'd like to take you to the nearest star

I'm your vehicle baby
I'll take you anywhere you wanna go
I'm your vehicle woman
By now I'm sure you know
That I love you (love you)
I need you (need you)
I want to: got to have you child
Great God in heaven: you know I love you

Well: if you wants to be a movie star
I got the ticket to Hollywood
But if you want to stay just like you are
You know I think you really should

I'm your vehicle baby
I'll take you anywhere you wanna go
I'm your vehicle woman
By now I'm sure you know
That I love you (love you)
I need you (need you)
I want to: got to have you child
Great God in heaven you know I love you
Oh: you know I do

Well: I'm the friendly stranger in the black sedan
Oh won't you hop inside my car?
I got pictures: candy: I'm a lovable man
I'd like to take you to the nearest star

I'm your vehicle: babe
I'll take you anywhere you wanna go
I'm your vehicle woman
By now I'm sure you know
That I love you (love you)
I need you (need you)
I want you: I got to have you 
Great God in heaven you know I love you

And I'm your vehicle: babe
Oh
You know I love you (love you)
I need you (need you)
I want to: got to have you child
Great God in heaven you know I love you"
86,Pipkins,Gimme Dat Ding,"That's right: that's right: I'm sad and blue
'Cause I can't do the boogaloo
I'm lost: I'm lost: can't do my thing
That's why I sing ""Gimme: gimme dat ding!""

Gimme dat: gimme dat: gimme: gimme: gimme dat
Gimme dat ding: gimme dat: gimme: gimme dat
Gimme dat ding: gimme dat: gimme: gimme dat
Gimme: gimme: gimme: dat ding
(Oh: sing it one more time: mama)

Ah: gimme dat: gimme dat: gimme: gimme: gimme dat
Gimme dat ding: gimme dat: gimme: gimme dat
Gimme dat ding: gimme dat: gimme: gimme dat
Gimme: gimme: gimme: dat ding
(Ah: you ain't doing that late at night)

A-ooh: what good's a metronome without a bell for ringing?
(You're right: you're right: it's no use at all)
How fast can anybody ever tell he swinging?
(Eh: they can't tell)
How can you tell the rhythm written on a bar?
(Well: you don't go too far: that's what you do)
How can you ever hope to know just where you are?
(Well you look around ya)
Gimme dat
(Gimma dat)
Gimme dat
(Gimma dat)
Gimme dat
(Gimma dat)
Gimme dat
Gimme: gimme: gimme: gimme
(Ah: gotcha)

Gimme dat: gimme dat: gimme: gimme: gimme dat
Gimme dat ding: gimme dat: gimme: gimme dat
Gimme dat ding: gimme dat: gimme: gimme dat
Gimme: gimme: gimme: dat ding

Oh: gimme dat: gimme dat: gimme: gimme: gimme dat
Gimme dat ding: gimme dat: gimme: gimme dat
Gimme dat ding: gimme dat: gimme: gimme dat
Gimme: gimme: gimme: dat ding

A-ooh: what good's a metronome without a bell for ringing?
(Well: you try and you do your best)
How fast can anybody ever tell he swinging?
(Oh: you ain't doing that at all mama)
How can you tell the rhythm written on a bar?
(Well: you see)
How can you ever hope to know just where you are?
(Ah: yeah gimme dat)
Gimme dat (Do ya wanna make an old man happy?)
Gimme dat
Gimme dat
Gimme dat: (Yeah: well: gimme some o' dat...)
Gimme: gimme: gimme: gimme

Gimme dat: gimme dat: gimme: gimme: gimme dat
Gimme dat ding: gimme dat: gimme: gimme dat
Gimme dat ding: gimme dat: gimme: gimme dat
Gimme: gimme: gimme: dat ding

(That's right)"
87,Robin McNamara,Lay A Little Lovin' On Me,"Can't you see that I am all for your love
Now: now
Can't you see
Can't you see
How much I need some more love
Baby
Can't you see
Can't you see
Ever since we kissed that night
Ever since I held you tight
I just don't want nobody else
So put your lips on mine
Leave them there 'til the morning time
Lord don't leave me by myself

Lay a little lovin' on me
Lay a little lovin' on me
Honey doggone it
I depend upon it
So lay a little lovin' on me
You're gonna want me babe
Lay a little lovin' on me
Lay a little lovin' on me
Honey doggone it
I depend upon it
So lay a little lovin' on me

Everyday is not enough of your love
Everyday
I need the day and every nighttime too
Everyday
Everyday
Don't you know what I've got inside
A love that's been denied
A love that's growing day by day
You're such a pretty child
You're about to drive me wild
Come on babe
Now what you say

Lay a little lovin' on me
Lay a little lovin' on me
Honey doggone it
I depend upon it
So lay a little lovin' on me
Lay a little lovin' on me
Lay a little lovin' on me
You're gonna want me Babe
So lay a little lovin' on me
Honey doggone it
I depend upon it
So lay a little lovin' on me

Honey I want you
Baby I need you
I love you
I love you

Lay a little lovin' on me
Lay a little lovin' on me
Honey doggone it
I depend upon it
So lay a little lovin' on me
Lay a little lovin' on me
Lay a little lovin' on me
You're gonna want me babe
So lay a little lovin' on me
Honey doggone it
I depend upon it
So lay a little lovin' on me..."
88,Supremes,Up The Ladder To The Roof,"Come with me
And we shall run across the sky
And illuminate the night
Oh-oh-oh: I will try and guide you
To better times and brighter days

Don't be afraid
Come up the ladder to the roof
Where we can see heaven much better
Come up the ladder to the roof
Where we can be (Where we can be) 
(Where we can be) Closer to heaven
(To heaven: stay)

Stay with me
And we shall let expression sing
Can't you hear 'em ring?
Oh-oh-oh: memories of yesterday
Yesterday's broken dreams
Don&#x2019;t you know: they'll all fade away

If you'll come
Up the ladder to the roof
Where we can see heaven much better
Come up the ladder to the roof
Where we can be (Where we can be)
(Where we can be) Oh: closer to heaven

We'll laugh and I'll tell you the story of love
How it is: and the happiness in it: baby
We'll combine our thoughts
And together we'll travel the roads
To the fountain of loveliness
I will never: ever: ever leave you
Leave you alone to wonder
As we go on: our love: it will grow (It will grow)
Much stronger and stronger

Don't you wanna go
Up the ladder to the roof
Where we can see heaven much better
Up the ladder to the roof
Where we can be closer to heaven

Ah: up the (Up the)
Ooh-ooh: up the (Up the)
Oh: come on and walk (Walk)
Come on and talk (Talk)
Come on and sing about love and understanding
Ooh: ooh: ooh (Up the ladder to the roof)
Ooh: ooh: ooh (See heaven)
Ooh: ooh: ooh (Go up the ladder to the roof)"
89,Creedence Clearwater Revival,Travelin' Band / Who'll Stop The Rain,"737 coming out of the sky
Oh: won't you take me down to Memphis
On a midnight ride?
I wanna move

Playing in a traveling band: yeah
Well: I'm flying 'cross the land
Trying to get a hand
Playing in a traveling band

Take me to the hotel
Baggage gone: oh: well
Come on: come on
Won't you get me to my room?
I wanna move

Playing in a traveling band: yeah
Well: I'm flying 'cross the land
Trying to get a hand
Playing in a traveling band

Listen to the radio
Talking 'bout the last show
Someone got excited
Had to call the state militia
I wanna move

Playing in a traveling band: yeah
Well: I'm flying 'cross the land
Trying to get a hand
Playing in a traveling band
Oh: wow

Here we come again on a Saturday night
Oh: with your fussing and your fighting
Won't you get me to the right?
I wanna move

Playing in a traveling band: yeah
Well: I'm flying 'cross the land
Trying to get a hand
Playing in a traveling band
Oh: wow

Oh: I'm playing in a traveling band
Playing in a traveling band
Won't you get me
Take my hand?

Well: I'm playing in a traveling band
Well: I'm flying 'cross the land
Trying to get a hand
Playing in a traveling band
Oh: wow

Hey"
90,Sandpipers,Come Saturday Morning,
91,Temptations,Psychedelic Shack,"Everybody
Hold it: hold it
Listen

Yeah
Psychedelic shack: that's where it's at
Psychedelic shack: that's where it's at
Yeah
Psychedelic shack: that's where it's at
Psychedelic shack: that's where it's at

People: let me tell you about a place I know
To get in it don't take much dough
Where you can really do your thing: yeah

Oh yeah: it's got a neon sign outside that says
Come in and take a look at your mind
You'd be surprised what you might find: yeah

Yeah: strobe lights flashing from sunup to sundown
People gather there from all parts of town
Oh yeah: right around the corner
You know it's just across the track
People: I'm talking about the psychedelic shack

(Get down) Psychedelic shack: that's where it's at
(Get on down) Psychedelic shack: that's where it's at
Psychedelic shack: that's where it's at
Yeah

Oh yeah: you can have your fortune told
You can learn the meaning of soul
There ain't no such a thing as time

Oh: incense in the air
Peace signs painted everywhere
I guarantee you this place will blow your mind

Music so high: you can't get over it
So low you can't get under it
Let me tell you that
Right around the corner (oh yeah): just across the track
People: I'm talking about the psychedelic shack
Good God

Psychedelic shack: that's where it's at
Psychedelic shack: that's where it's at
Psychedelic shack: that's where it's at
Yeah

Yeah: yeah: yeah: yeah
Millionaires: kings and queens go there to do their thing
You might see anybody there: yeah
Bearskin rugs: tails and minks
Ooh: it don't really matter what you wear

You can take off your shoes: sit on the floor
Join in and be what you wanna be
Don't you know that it's
Right around the corner (oh yeah): just across the track
People: I'm talking about the psychedelic shack
Now get down

Psychedelic shack: that's where it's at
Psychedelic shack: that's where it's at
Psychedelic shack: that's where it's at
Yeah

Oh yeah: they got a cat there shoutin' the blues
Talking about payin' some dues
People walking around reciting poetry

Ooh: screaming guitars and a thousand colored lights
People: I'm telling you this place is really out of sight

Hey: you can have your fortune told
You can learn the meaning of soul
I guarantee you this place will blow your mind
Don't you know it's
Right around the corner: just across the track
People: I'm talking about the psychedelic shack"
92,Tom Jones,Without Love (There Is Nothing),"I awakened this morning: I was filled with despair
All my dreams turned to ashes and gone: oh yeah
As I looked at my life it was barren and bare

Without love I've had nothing at all
Without love I've had nothing
Without love I've had nothing at all
I have conquered the world
All but one thing did I have
Without love I've had nothing at all

Once I had a sweetheart who loved only me
There was nothing: oh that she would not give: oh no
But I was blind to her goodness and I could not see
That a heart without love cannot live

Without love I've had nothing
Without love I've had nothing at all
I have conquered the world
All but one thing did I have
Without love I've had nothing at all"
93,Pacific Gas and Electric,Are You Ready?,
94,"Crosby, Stills, Nash and Young",Woodstock,"Well: I came upon a child of God
He was walking along the road
And I asked him: ""tell me: where are you going?""
This he told me

Said: ""I'm going down to Yasgur's Farm
Gonna join in a rock and roll band
Got to get back to the land
And set my soul free""

We are stardust: we are golden
We are billion-year-old carbon
And we've got to get ourselves
Back to the garden

Well: then can I walk beside you?
I have come to lose the smog
And I feel myself a cog 
In somethin' turning

And maybe it's the time of year
Yes: and maybe it's the time of man
And I don't know who I am
But life is for learning

We are stardust: we are golden
We are billion-year-old carbon
And we got to get ourselves
Back to the garden

We are stardust: we are golden
We are billion-year-old carbon
And we got to get ourselves
Back to the garden

By the time we got to Woodstock
We were half a million strong
And everywhere was a song
And a celebration

And I dreamed I saw the bomber jet planes
Riding shotgun in the sky
Turning into butterflies
Above our nation

We are stardust: we are golden
We are caught in the devil's bargain
And we got to get ourselves 
Back to the garden"
95,Dionne Warwick,I'll Never Fall In Love Again,"What do you get when you fall in love?
A guy with a pin to burst your bubble
That's what you get for all your trouble
I'll never fall in love again
I'll never fall in love again

What do you get when you kiss a guy?
You get enough germs to catch pneumonia
After you do: he'll never phone ya
I'll never fall in love again
Don't you know that I'll never fall in love again

Don't tell me what's it all about
'Cause I've been there and I'm glad I'm out
Out of those chains: those chains that bind you
That is why I'm here to remind you

What do you get when you fall in love?
You only get a life of pain and sorrow
So for at least until tomorrow
I'll never fall in love again
No: no: I'll never fall in love again

I'm out of those chains: those chains that bind you
That is why I'm here to remind you

What do you get when you fall in love?
You only get lies and pain and sorrow
So for at least until tomorrow
I'll never fall in love again
Don't you know that I'll never fall in love again
I'll never fall in love again"
96,New Seekers,Look What They've Done To My Song Ma,
