Position,Artist,Song_Title,Lyrics
33,Hootie and The Blowfish,Only Wanna Be With You,"You and me
We come from different worlds
You like to laugh at me
When I look at other girls

Sometimes you're crazy
And you wonder why
I'm such a baby
'Cause the Dolphins make me cry

Well there's nothing I can do
I've been looking for a girl like you

You look at me
You've got nothing left to say
I'll only pout at you until I get my way
I won't dance
You won't sing
I just want to love you but you want to wear my ring

Well there's nothing I can do
I only wanna be with you
You can call me your fool
Only wanna be with you

Put on a little Dylan
Sitting on a fence
I say that line is great
You ask me what it meant by
Said I shot a man named Gray
Took his wife to Italy
She inherited a million bucks
And when she died it came to me
I can't help it if I'm lucky

Only wanna be with you
Ain't Bobby so cool
Only wanna be with you

Yeah I'm tangled up and blue
Only wanna be with you
You can call me your fool
Only wanna be with you

Sometimes I wonder
If it will ever end
You get so mad at me
When I go out with my friends
Sometimes you're crazy
And you wonder why
I'm such a baby yeah
The Dolphins make me cry

Well there's nothing I can do
I only wanna be with you
You can call me your fool
I only wanna be with you
Yeah I'm tangled up in blue
I only wanna be with you
I only wanna be with you
I only wanna be with you
I only wanna be with you"
34,Brownstone,If You Love Me,"Ooh: yeah
Ooohooo
Ooohooohooo

I don't wanna rain on this parade
But I'm starting to question the love that was made
I'm not looking for just an affair
I want a love that is based on truth not just dare

You will not hurt my pride
If right now you decide
That you are not ready to settle down

But if you want my heart
Then it's time that you start
To act like you're mine in the light and the dark

If you love me (Say it)
If you trust me (Do it)
If you want me (Show it)
If you need me (Prove it)

If you love me (Say it)
If you trust me (Do it)
If you want me (Show it)
If you need me (Prove it)

You see now actions speak louder than words
So don't just say things that I've already heard
Don't want your body without your soul
I don't want a love who will come here and go

You will not hurt my pride
If right now you decide
That you are not ready to settle down

But if you want my heart
Then it's time that you start
To act like you're mine in the light and the dark

If you love me (Say it)
If you trust me (Do it)
If you want me (Show it)
If you need me (Prove it)

If you need me (Say it)
If you trust me (Do it)
If you want me (Show it)
Yeaheah (Prove it)

If you love me (Say it)
Say it for me: baby (Do it)
I'll do what you want (Show it)
If you do: yes: I will (Prove it)

Oh: baby (Say it)
(Do it)
(Show it)
(Prove it)

Oh: I: oh: I: I wanna touch you baby
And spread my love all around you: honey
And if you come: you gotta show: baby
True love to share

Ooh: yeah: my sweet baby

(Say it)
(Do it)
(Show it)
(Prove it)

(Say it)
(Do it)
(Show it)
(Prove it)

Oh: baby (Say it)
Oh: baby (Do it)
My sweet baby (Show it)
Sweet baby (Prove it)

You're my baby (Say it)
(Do it)
My baby (Show it)
(Prove it)

(Say it)
Say it: baby (Do it)
Come on: baby (Show it)
Prove (Prove it)

You better say I'm nasty (Say it)
Feel it (Do it)
(Show it)
(Prove it)

Oh: baby
Oh: baby
Oh: baby
Oh: baby..."
35,Martin Page,In The House Of Stone And Light,"O Mount Kailas
Uncover me
Come my restoration
Wash my body clean
I've been walking
Along a crooked path
Where the walls have fallen
And broken me in half

I'm telling you
I will not rest till I lay down my head
I'm gonna go
In the house of stone and light
I shall not cry for the blind man I leave behind
When I got
In the house of stone and light
In the house of stone and light

Holy lady
Show me my soul
Tell me of that place
Where I must surely go
Old man waiting
At the gates for me
Give me the wisdom
Give me the key

I'm telling you
I will not rest till I lay down my head
In the house of stone and light
I make my way O gonna be such a beautiful day
In the house of stone and light
In the house of stone and light

Let me in beneath my skin
In the house of stone and light

It's been too long
My spirit's been at war
Havasupai Shaman
Let me be reborn

All I will embrace the sun upon my face
Come the day I awake the child inside
In the house of stone and light
And when I go I will op-op-open my eyes
In the house of stone and light
I will see you
In the house of stone and light

I'm looking in beneath my skin
In The House of Stone And Light"
36,Luniz,I Got 5 On It,"Creep on it: on it...
See I'm ridin' high: high...
Kinda broke it seem to y'all
So all I got is five: I got five


Playa: give me some brew and I might just chill
But I'm the type that like to light another joint like Cypress Hill
I steal doobies: spit loogies when I puff on it
I got some bucks on it but it ain't enuff on it
Go get the S-t. I-d-e-s
Never the less I'm hella fresh rollin' joints like a cigarette
So pass it 'cross the table like Ping Pong
I'm gone: beatin' my chest like King Kong
It's on: wrap my lips around a 40
And when it comes to get another stogie: fools all kick in like Shinobi
No: me ain't no homie to begin with
It's too many heads to be poppin' it at my friend hit-bit
Unless you pull out the phat crispy
Five dollar bill on the real: before it's history
Cause fools be havin' them vacuum lungs
An if you let 'em hit it for free You hella ""dum-du-dum-dum""
I come to school with the taylor on my earlobe
Avoidin' all the thick teasers: skeezers and weirdos
That be blowin' off the land like ""Where tha bomb at?""
Give me two bucks: you take a puff and pass my bomb back
Suck up the dank like a slurpy: the serious
Bomb will make a nigga go delirious
Like Eddie Murphy. I got more growin' pains than Maggie
Cause homies nag me to take the dank out of the baggie

I got five on it: got it good
Grab your 4-0: let's get keyed
I got five on it
Messin' wit that Indo weed
I got five on it *got it good*
It's got me stuck and not go back
I got five on it
Potna: let's go half on a sac


I take sacks to the face whenever I can
Don't need no crutch: I'm so keyed up so the joint be burnin' my hand
Next time I roll it in a hampa
To burn slow so the ashes won't be burnin' up my hand: bra
Hoochies can hit: but they know they got to pitch in
Then I roll a joint that's longer than your extension
'Cause I'll be damned if you get high off me for free
Hell no: you better bring your own spliff: chief
What's up: don't babysit that: better pass the
Joint: stop hittin': cause you know you got Asthma
Crack the 40 open: homie
And guzzle it: 'cause I know the weed in my system is gettin' lonely
I gotta take a whiz test to my P-O
I know I failed: 'cause I done smoked major weed: bro
And every time we with Chris that fool rollin' up a fattie
But the Tanqueray straight had me

I got five on it *got it good*
Grab your 4-0: let's get keyed
I got five on it
Messin' wit that Indo weed
I got five on it *got it good*
It's got me stuck and not go back
I got five on it *got it good*
Potna: let's go half on a sac


Ay: make this right: man: stop at the light: man
My yesternight thang got me hung off the night train
You fade: I face: so let's head to da east
Hit the stroll to 9-0: so we can roll big hashish
I wish I could fade the eighth: but I'm low budget
Still rollin' a two door Cutlass: same ole' bucket
Foggy windows: soggy Indo
I'm in the land gettin' smoked with my kinfolk


Been smoked - Yuk'll spray ya: lay ya down
Up in the OAK the Town: homies don't play around: we down to blaze a pound
Then ease up: speed up through the ESO Drink the VSOP up
With a lemon squeezer
And everybody's rolled up: I'm da roller
That's quick to fold a blunt out of a buncha sticky dosia
Hold up: suck up my weed is all you do
Kick in feed: 'cause where I be's we need tab like a foo-foo

I got five on it *got it good*
Grab your 4-0: let's get keyed
I got five on it
Messin' wit that Indo weed
I got five on it *got it good*
It's got me stuck and not go back
I got five on it *got it good*
Potna: let's go half on a sac"
37,Brandy,Baby,"Baby baby baby baby
Don't you know that you're so fine
Baby baby baby baby
Think about you all the time

I guess it's time to say baby: baby
How you make me feel
When you come to my mind
I can't keep my cool baby: baby
I can't hold it inside

I can't wait each day just to see you walk
Tryin' to move in close to get to where you are
I'm not trying to be rude baby: baby
Nothing ventured nothing gained
Oh I'm telling you

Words just ain't enough baby: baby
But that's all I can use to state my intentions
Hope it gets to love baby: baby yeah
It's a perfect situation

'Cause we fit together like a hand in glove
Just to be with you is all I'm thinkin' of
Oh oh yeah
What else can I say baby oh baby
We are alone and I'm singing this song to you"
38,Real McCoy,Run Away,"Run away: run away: run away and save your life 
Run away: run away: run away if you want to survive 
Run away: run away: run away and save your life 
Run away: run away: run away if you want to survive 

Money: sex in full control: a generation without soul 
Perfect people in a perfect world: 
Behind closed doors all in control 
Life: in a world of luxury: 
Cold cash money mentality 
You gotta keep the faith: you gotta keep the faith 
You'd better keep the faith and run away 

Run away: run away: run away and save your life 
Run away: run away: run away if you want to survive
It's time to break free: oh oh oh oh: run away: oh oh oh oh 
You better break free: oh oh oh oh: run away: oh oh oh oh 

Money: sex in full control: look: big brother is watching you: 
Unlock your brain and save your soul: 
No more limits: no more curfew 
Life in the perfect system: 
Take a stand and fight for freedom 
Keep the faith: you gotta keep the faith 
You'd better keep the faith and run away

Run away: run away: run away and save your life 
Run away: run away: run away if you want to survive
It's time to break free: oh oh oh oh: run away: oh oh oh oh 
You better break free: oh oh oh oh: run away: oh oh oh oh 

Run away: run away: run away and save your life 
Run away: run away: run away if you want to survive
It's time to break free: oh oh oh oh: run away: oh oh oh oh 
You better break free: oh oh oh oh: run away: oh oh oh oh"
39,Sophie B. Hawkins,As I Lay Me Down,"It felt like spring time on this February morning
In a courtyard birds were singing your praise
I'm still recalling things you said to make me feel alright
I carried them with me today
Now

As I lay me down to sleep
This I pray
That you will hold me dear
Though I'm far away
I'll whisper your name into the sky
And I will wake up happy

I wonder why I feel so high
Though i am not above the sorrow
Heavy hearted
Till you call my name
And it sounds like church bells
Or the whistle of a train
On a summer evening
I'll run to meet you
Barefoot: barely breathing

As I lay me down to sleep (ooh la kah koh)
This I pray
That you will hold me dear
Though I'm far away
I'll whisper your name into the sky (ooh la kah koh)
And I will wake up happy

Oh: darling
As I lay me down to sleep (ooh la kah koh)
This I pray
That you will hold me dear
Though I'm far away
I'll whisper your name into the sky (ooh la kah koh)
And I will wake up happy

It's not too near for me
Like a flower I need the rain
Though it's not clear to me
Every season has it's change
And I will see you
When the sun comes out again

As I lay me down to sleep (ooh la kah koh)
This I pray
That you will hold me dear
Though I'm far away
I'll whisper your name into the sky (ooh la kah koh)
And I will wake up happy

As I lay me down to sleep (ooh la kah koh)
This I pray
That you will hold me dear
Though I'm far away
I'll whisper your name into the sky (ooh la kah koh)
And I will wake up happy

I wonder why (ooh la kah koh)

when the sun comes out again (ooh la kah koh)
when the sun comes out again
when the sun comes out again
when the sun comes out again oh
when the sun comes out again
when the sun comes out again mmh (ooh la kah koh)

I will wake up happy (ooh la kah koh)

This I pray
...
(ooh la kah koh)"
40,Mokenstef,He's Mine,"He might be doing you
But he's thinking about me
So baby: think about another lover
And go find another brother

I know he's my man
He's all in my hands
It feels good when he calls my name
Don't you wish you had the same?

Feeling discussed: working your stuff
Till he thinks about mine
Now he's feeling real high
You ask why 'cause he's mine

Tell you something
That just ain't cool
Never fall in love with a man
Who don't love you

I wouldn't waste my time
Telling something wrong
You've been with him one night
And now he's coming home

He's mine
You may of had him once
But I got him all the time
(You can't sleep at night)

He's mine
You may of had him once
But I got him all the time
(Don't try to dry your eyes)

He's mine
You may of had him once
But I got him all the time
(I got him all the time)

Went out on a date
Wasn't out too late
Took you to a room
And you gave it up too soon

Played you like a trick
'Cause you let him hit
Now he's coming home to a lover
That is strong

I got all his love: baby: don't try to take it
You wanted a piece: you were mistaken
'Cause he belongs to me
Baby: can't you see?

I tell you that just ain't cool
Never fall in love with a man
Who don't love you

I wouldn't waste my time
Telling you something wrong
You've been with him one night
And now he's coming home

He's mine
You may of had him once
But I got him all the time
(He's mine)

He's mine
You may of had him once
But I got him all the time
(He's mine)

He's mine
You may of had him once
But I got him all the time
(He's mine)

We don't have time
Playing these games
You had him once
But it's me on his mind

No need to cry
Go dry your eyes
Get over it
It was only for one night: oh

He's mine
You may have had him once
But I got him all the time: oh
(He's mine)

He's mine
You may have had him once
But I got him all the time: oh
(He's mine)

He's mine
You may have had him once
But I got him all the time: oh
(He's mine)"
41,Collective Soul,December,"Why drink the water from my hand
Contagious as you think I am?
Just tilt my sun towards your domain
Your cup runneth over again

Don't scream about: don't think aloud
Turn your head: now baby: just spit me out
Don't worry 'bout: don't speak of doubt
Turn your head: now baby: just spit me out

Why follow me to higher ground
Lost as you swear I am?
Don't throw away your basic needs
Ambiance and vanity

Don't scream about: don't think aloud
Turn your head: now baby: just spit me out
Don't worry 'bout: don't speak of doubt
Turn your head: now baby: just spit me out

December promise you gave unto me
December whispers of treachery
December clouds are now covering me
December songs no longer I sing

Don't scream about: don't think aloud
Turn your head: now baby: just spit me out
Don't worry 'bout: don't speak of doubt
Turn your head: now baby: just spit me out

December promise you gave unto me
December whispers of treachery
December promise you gave unto me
December whispers of treachery

Don't scream about: don't think aloud
Turn your head: now baby: just spit me out
Don't worry 'bout: don't speak of doubt
Turn your head: now baby: just spit me out

Don't scream about: don't think aloud
Turn your head: now baby: just spit me out
Don't worry 'bout: don't speak of doubt
Turn your head: now baby: just spit me out"
42,Method Man-Mary J. Blige,I'll Be There For You-You're All I Need To Get By,
43,Diana King,Shy Guy,Unfortunately: we are not licensed to display the full lyrics for this song at the moment. Hopefully we will be able to in the future. Until then... how about a random page?
44,Melissa Etheridge,I'm The Only One,"Please baby: can't you see my mind's a burnin' hell?
I got razors a rippin'
And tearin' and strippin'
My heart apart as well

Tonight you told me that you ache for something new
And some other woman is lookin' like something
That might be good for you

Go on and hold her
'Til the screaming is gone
Go on believe her
When she tells you
""Nothing's wrong""

But I'm the only one who'll walk across the fire for you
And I'm the only one who'll drown in my desire for you
It's only fear that makes you run
The demons that you're hiding from
When all your promises are gone
I'm the only one

Please baby: can't you see I'm trying to explain
I've been here before
And I'm locking the door
And I'm not going back again

Her eyes and arms and skin won't make it go away
You'll wake up tomorrow
And wrestle the sorrow
That holds you down today

Go on and hold her
'Til the screaming is gone
Go on believe her
When she tells you
""Nothing's wrong""

But I'm the only one who'll walk across the fire for you
And I'm the only one who'll drown in my desire for you
It's only fear that makes you run
The demons that you're hiding from
When all your promises are gone
I'm the only one

Go on and hold her
'Til the screaming is gone
Go on believe her
When she tells you
""Nothing's wrong""

But I'm the only one who'll walk across the fire for you
And I'm the only one who'll drown in my desire for you
It's only fear that makes you run
The demons that you're hiding from
When all your promises are gone
I'm the only one

Yeah...
And I'm the only one who'll drown in my desire for you
It's only fear that makes you run
The demons that you're hiding from
When all your promises are gone
I'm the only one

I'm the only one
I'm the only one
Ain't nobody else is gonna love you
Ain't nobody else is gonna love you"
45,Soul For Real,Every Little Thing I Do,"You are on my mind: you are on my mind

Every little thing I do you're on my mind
The way I feel lately: it's driving me crazy
Every little thing I do you're on my mind
I can't get over you: I think about you all the time

Can't you see what you do to me
I think about you all the time
My mind is hazy and I'm mixed up feeling crazy over you
Let's not waste anytime

Round and round I go: where I'll stop only you know
I guess it's all in my mind
Take your time think it over let me know
What you wanna do: baby it's so good

Every little thing I do you're on my mind
You're on my mind: hey...

(Chorus x2: fade)"
46,BLACKstreet,Before I Let You Go,
47,Notorious B.I.G.,Big Poppa / Warning,"The Notorious B.I.G. and Puff Daddy:
Uh: uh
Check it out
Junior M.A.F.I.A.: uh: um
(I like this) Yeah
Nine-four

To all the ladies in the place with style and grace
Allow me to lace these lyrical douches in your bushes
Who rock grooves and make moves with all the mommies?
The back of the club sipping Mo&#xEB;t is where you'll find me
The back of the club: macking hoes: my crew's behind me
Mad question asking: blunt passing: music blasting: but I just can't quit
Because one of these honeys Biggie got to creep wit'
Sleep with: keep the ep a secret: why not?
Why blow up my spot 'cause we both got hot?
Now check it: I got more mack than Craig and in the bed
Believe me sweetie: I got enough to feed the needy
No need to be greedy: I got mad friends with Benzes
C-notes by the layers: true fucking players
Jump in the Rover and come over: tell your friends jump in the GS3
I got the chronic by the tree

(I love it when you call me big poppa)
Throw your hands in the air if you's a true player
(I love it when you call me big poppa)
To the honies getting money playing niggas like dummies
(I love it when you call me big poppa)
If you got a gun up in your waist: please don't shoot up the place (Why?)
'Cause I see some ladies tonight that should be having my baby: baby

Straight up honey really I'm asking
Most of these niggas think they be macking: but they be acting
Who they attracting with that line: ""What's your name: what's your sign?""
Soon as he buy that wine: I just creep up from behind
And ask what your interests are: who you be with
Things that make you smile: what numbers to dial
You gon' be here for a while?
I'm gon' go call my crew: you go call your crew
We can rendezvous at the bar around two
Plans to leave: throw the keys to Lil Cease
Pull the truck up front: and roll up the next blunt
So we can steam on the way to the telly: go fill my belly
A T-bone steak: cheese eggs and Welch's grape
Conversate for a few: 'cause in a few we gon' do
What we came to do: ain't that right boo? (True)
Forget the telly: we just go to the crib
And watch a movie in the Jacuzzi: smoke L's while you do me

(I love it when you call me big poppa)
Throw your hands in the air if you's a true player
(I love it when you call me big poppa)
To the honies getting money playing niggas like dummies
(I love it when you call me big poppa)
If you got a gun up in your waist: please don't shoot up the place (Why?)
'Cause I see some ladies tonight that should be having my baby: baby

(How you living: Biggie Smalls?) In mansion and Benzes
Givin' ends to my friends and it feels stupendous
Tremendous cream: fuck a dollar and a dream
Still tote Gats strapped with infrared beams
Chopping O's: smoking la in Optimos
Money: hoes and clothes: all a nigga knows
A foolish pleasure? Whatever
I had to find the buried treasure: so grams I had to measure
However living better now: Coogi sweater now
Drop top BM's: I'm the man: girlfriend

Puff Daddy:
Honey: check it
Tell your friends to get with my friends
And we can be friends
Shit: we can do this every weekend: aight?
Is that aight with you?
Yeah: keep bangin'

The Notorious B.I.G. and Puff Daddy:
(I love it when you call me big poppa)
Throw your hands in the air if you's a true player
(I love it when you call me big poppa)
To the honies getting money playing niggas like dummies
(I love it when you call me big poppa)
If you got a gun up in your waist: please don't shoot up the place (Why?)
'Cause I see some ladies tonight that should be having my baby: baby: uh

The Notorious B.I.G.:
Check it out: my full shit for that ass
Uh: Puff Daddy: Biggie Smalls
Junior M.A.F.I.A.: represent baby: baby: uh"
48,4 P.M.,Sukiyaki,"It's all because of you
I'm feelin' sad and blue
You went away
Now my life is just a rainy day

And I love you so
How much you'll never know
You've gone away and left me lonely

Untouchable memories
Seem to keep haunting me
Another love: so true
That once turned all my gray skies blue

But you disappeared
Now my eyes are filled with tears
And I'm wishing you were here with me

Soaked with love
All my thoughts of you
Now that you're gone
I just don't know what to do

If only you were here
You wash away my tears
The sun would shine
And once again you'll be me mine: oh: mine

But in reality
You and I will never be
'Cause you took your love away from me

Girl: I don't know what I did
To make you leave me but what I do know
Is that since you've been gone
There's such an emptiness inside me
I'm wishin' you would come back to me

If only you were here
You'd wash away my tears
The sun would shine and once again
You'd me mine: oh: mine

But in reality
You and I will never be
'Cause you took your love away from me: ah baby
You took your love away from me"
49,Brandy,I Wanna Be Down,"I would like to get to know if I could be
The kind of girl that you could be down for:
'Cause when I look at you I feel something tell me;
That you're the kind of guy that I should make a move on

And if I don't let you know: then I won't be for real
I could be wrong: but I feel like something could be going on
The more I see you the more that it becomes so true:
There ain't no other: for me there's only you

I wanna be down: with what you're going through
I wanna be down: I wanna be down with you
No matter the time: of day or night it's true
I wanna be down

I know anybody's gonna be lonely
Without the reason they got someone to care for
Maybe all you need's a shoulder to cry on
If that's a fact: then I'll be more than you ever could dream of

If all you need is the time: that I got plenty of
I'll dedicate all my love: until you call me baby
I wanna stay by your side
Be there to call you up
And let you know everything will be all right

Yeah oh
Yeah: oh"
50,Boyz II Men,I'll Make Love To You,"Close your eyes: make a wish
And blow out the candlelight
For tonight is just your night
We're gonna celebrate all through the night

Pour the wine: light the fire
Girl: your wish is my command
I submit to your demands
I will do anything: girl you need only ask

I'll make love to you
Like you want me to
And I'll hold you tight
Baby: all through the night

I'll make love to you
When you want me to
And I will not let go
Till you tell me to

Girl relax: let's go slow
I ain't got nowhere to go
I'm just gon' concentrate on you
Girl: are you ready? It's gon' be a long night

Throw your clothes (throw your clothes) on the floor (on the floor)
I'm gonna take my clothes off too
I've made plans to be with you
Girl: whatever you ask me: you know I can do

I'll make love to you
Like you want me to
And I'll hold you tight
Baby: all through the night

I'll make love to you
When you want me to
And I will not let go
Till you tell me to

Baby: tonight is your night
And I will do you right
Just make a wish on your night
Anything that you ask
I will give you the love of your life
Your life: your life

I'll make love to you
Like you want me to
And I'll hold you tight
Baby: all through the night

I'll make love to you (I'll make love)
When you want me to
And I will not let go
Till you tell me to

I'll make love to you (I'll make love)
Like you want me to
And I'll hold you tight (hold you tight)
Baby: all through the night

I'll make love to you (I'll make love)
When you want me to
And I will not let go
Till you tell me to"
51,2Pac,Dear Mama / Old School,"You are appreciated

When I was young me and my mama had beef
Seventeen years old kicked out on the streets
Though back at the time I never thought I'd see her face
Ain't a woman alive that could take my mama's place
Suspended from school: scared to go home
I was a fool with the big boys: breakin all the rules
Shed tears with my baby sister
Over the years we was poorer than the other little kids
And even though we had different daddies
The same drama: when things went wrong we blamed mama
I reminisce on the stress I caused: it was hell
Huggin on my mama from a jail cell
And who'd think in elementary
Hey: I'd see the penitentiary
One day: runnin from the police: that's right
Mama catch me: put a whoopin to my backside
And even as a crack fiend: mama
You always was a black queen: mama
I finally understand for a woman it ain't easy tryin to raise a man
You always was committed
A poor single mother on welfare
Tell me how you did it? 
There's no way I can pay you back
But the plan is to show you that I understand

You are appreciated

Lady: don't ya know we love ya (dear mama)
Sweet lady: place no one above ya (you are appreciated)
Sweet lady: don't ya know we love ya

Now ain't nobody tell us it was fair
No love for my daddy 'cause the coward wasn't there
He passed away and I didn't cry
'Cause my anger wouldn't let me feel for a stranger
They say I'm wrong and I'm heartless
But all along I was lookin for a father: he was gone
I hung around with the thugs and even though they sold drugs
They showed a young brother love
I moved out and started really hangin
I needed money of my own so I started slangin
I ain't guilty 'cause even though I sell rocks
It feels good puttin money in your mailbox
I love payin rent when the rent's due
I hope you got the diamond necklace that I sent to ya
'Cause when I was low you was there for me
You never left me alone because you cared for me
And I can see you comin home after work: late
You're in the kitchen tryin to fix us a hot plate
You're just workin with the scraps you was given
And mama made miracles every Thanksgivin
But now the road got rough: you're alone
Tryin to raise two bad kids on your own
And there's no way I can pay you back
But my plan is to show you that I understand

You are appreciated

Lady: don't ya know we love ya (and dear mama)
Sweet lady: place no one above ya (you are appreciated)
Sweet lady: don't ya know we love ya

Pour out some liquor and I reminisce
'Cause through the drama I can always depend on my mama
And when it seems that I'm hopeless
You say the words that can get me back in focus
When I was sick as a little kid
To keep me happy: there's no limit to the things you did
And all my childhood memories
Are fulla all the sweet things you did for me
And even though I act crazy
I gotta thank the Lord that you made me
There are no words that can express how I feel
You never kept a secret: always stayed real
And I appreciate how you raised me
And all the extra love that you gave me
I wish I could take the pain away
If you can make it through the night: there's a brighter day
Everything will be all right if you hold on
It's a struggle: everyday gotta roll on
And there's no way I can pay you back
But my plan is to show you that I understand

You are appreciated

Lady: don't ya know we love ya (dear mama)
Sweet lady: place no one above ya (you are appreciated)
Sweet lady: don't ya know we love ya (dear mama)

Sweet lady
Lady (dear mama)
Lady
Lady"
52,Jamie Walters,Hold On,"I don't wanna see you ever sad and everything that I've got you can have
When it's all too much
You need some human touch to see it's really not so bad

Did you call on every saint you know
But still you feel like you're on your own
Can you see through your tears?
I will always be here and you're not out there baby: all alone

Hold on: till you feel a little stronger. Hold on to me
Hold on: everything's gonna be all right. Just hold on to me tonight

Anything that hurts you hurts me too
I'm not gonna let your world turn blue
Will you take my hand and feel how close I am
There ain't nothin' I won't do for you

I know the world can drive you to your knees: but when you need to cry
Baby: cry to me"
53,Dr. Dre,Keep Their Heads Ringin',"(Ha Ha)
Yeah. What up: this is Dr. Dre
The party's goin' on (Ha)
Thank God it's Friday. Now

Bu-Bu-Bu-Bu-Boo-ya-cachad
Bu-Bu-Bu-Bu-Boo-ya-cachad
Bu-Bu-Bu-Bu-Boo-ya-cachad
Bu-Bu-Bu-Bu-Boo-ya-cachad

Keep their heads ringin'

Ring ding dong ring a ding ding dong
Keep their heads ringin'
Ring ding dong ring a ding ding dong
Uh yeah

Hey you: sittin' over there (say what)
You better get up outta your chair (that's right)
And work your body down (yeah)
No time to funk around 'cause we goin'

Funk you right on up
So get up: get a move on
And get your groove on
It's the D-R-E: the spectacula'
In a party: I go for your neck
So call me Dracula
As I drain a victim's jugular vein
And maintain to leave blood stains
So don't complain: just chill
Listen to the beats I spill
Keepin' it real
Enables me to make another mill
Still brothers run up and try to kill at will
But get popped like a pimple
So call me Clearasil
I wipe fools off the face of the earth
Since birth: I've been a bad honey
So let me tell ya what I'm worth
More than a stealth bomba
I cause drama: the enforcer
Music floats like a flying saucer
Or a 747 jet: never forget
I'm the brother that keeps the girls' panties wet
The mic gets smoked
Once you hear the beat kick
With grooves so funky: they come with a Speed Stick
So check the flavor that I'm bringin'
The one and only D-R-E
And you know I keep their heads ringin'

Ring ding dong ring a ding ding dong
Keep their heads ringin'
Ring ding dong ring a ding ding dong

One: two for the crew
Three: four for the dough
Five for the host
Six: seven: eight for Death Row
Mad brothers bout to feel the full effect
Of intellect: so I can collect respect
Plus a check
Now I'm fend to got end to my men: too
To take of this business I need to attend to
'Cause my rent's due
And the rap gang's my meal ticket
So you goddamn right: I'm a kick it
Or get evicted
I bring terror like Stephen King
A black Casanova runnin' brothers over like Christine
When I rock the spot
With the flavor I got
I get plenty of ass: so call me an astronaut
As I blast pass another brother's ass who thought he was strong
But I smoke him like grass: just like Cheech and Chong
When I flow fools: know it's time to take a hike
'Cause I grab the mike
And flip my tongue like a dike
I got rhymes to keep you enchanted
Produce smokescreen with the funky green to keep your eyes slanted
So check the flavor that I'm bringin'
The one and only D-R-E
And you know I keep their heads ringin'

Ring ding dong ring a ding ding dong
Keep their heads ringin'
Ring ding dong ring a ding ding dong

If you want to get on down
You gotta get on down
Just get on down

Debonair with flair
I scare wear and tear
Without a care
Runnin' things: as if I was a mayor
But I ain't no politician
No competition
Sendin' all opposition
To see a mortician
I'm up front: never in the back drop
Step on stage and get faded just like a flat top
Your rhymes sounds like you bought 'em at stop-n-go
Dre came to wax you: so just call me Mop-N-Glo
Many try to: but just can't rock wit
I'm six-one: two twenty-five of pure chocolate
Your chances of jackin' me are slim: G
'Cause I rock from summer 'til Santa comes down the chimney
Ho: ho: ho: and so as I continue to flow
'Cause: yo: I'm just a fly Negro so
Check the flavor that I'm bringin'
The one and only D-R-E
And I gots to keep their heads ringin'

Ring ding dong ring a ding ding dong
Keep their heads ringin'
Ring ding dong ring a ding ding dong

Ring ding dong ring a ding ding dong
I keep their heads ringin'
Ring ding dong ring a ding ding dong"
54,Corona,The Rhythm Of The Night,"This is the rhythm of the night
The night: oh yeah
The rhythm of the night

This is the rhythm of my life
My life: oh yeah
The rhythm of my life

You could put some joy upon my face
Oh sunshine in an empty place
Take me to turn to 
And babe I'll make you stay

Oh I can ease you of your pain
Feel you give me love again
Round and round we go
Each time I hear you say

This is the rhythm of the night
The night: oh yeah
The rhythm of the night

This is the rhythm of my life
My life: oh yeah
The rhythm of my life

Won't you teach me how to love and learn?
There'll be nothing left for me to yearn
Think of me you'll burn 
And let me hold your hand

I don't wanna face the world in tears
Please think again; I'm on my knees
Sing that song to me
No reason to repent
I know you wanna say it

This is the rhythm of the night
The night: oh yeah
The rhythm of the night

This is the rhythm of my life
My life: oh yeah
The rhythm of my life

This is the rhythm of the night
The night: oh yeah
The rhythm of the night

This is the rhythm of my life
My life: oh yeah
The rhythm of my life"
55,Del Amitri,Roll To Me,"Look around your world: pretty baby
Is it everything you'd hoped it'd be?
The wrong guy: the wrong situation
The right time to roll to me
Roll to me

And look into your heart: pretty baby
Is it aching with some nameless need?
Is there something wrong and you can't put your finger on it
Right then: roll to me

And I don't think I have ever seen
A soul so in despair
So if you want to talk the night through
Guess who will be there?

So don't try to deny it: pretty baby
You've been down so long you can hardly see
When the engine's stalled and it won't stop raining: it's the
Right time to roll to me
Roll to me
Roll to me

And I don't think I have ever seen
A soul so in despair
So if you want to talk the night through
Guess who will be there?

So look around your world: pretty baby
Is it everything you'd hoped it'd be?
The wrong guy: the wrong situation
The right time to roll to me
The right time to roll to me
The right time to roll to me"
