Position,Artist,Song_Title,Lyrics
51,Bill Anderson,Still,"(Still) though you broke my heart
(Still) though we're far apart
I love you still
(Still) after all this time
(Still) you're still on my mind
I love you still

I've lost count of the hours 
And I've lost track of the days  
In fact: I've lost just about everything 
Since you went away  
Everything: that is: except the memories you left me
And that's one thing that no one can mar  

I don't know who you're with 
I don't even know where you've gone  
My only hope is that some day you might hear this song 
And you'll know that I wrote it especially for you  
And I love you: wherever you are

(Still) after all this time
(Still) you're still on my mind
I love you still

This flame in my heart is like an eternal fire 
For every day it burns hotter 
And every day it burns higher  
And I haven't been able to put out one little flicker 
Not even with all of these tears  

My friends think I'm crazy and maybe I am  
But I'll carry this torch just as long as I can 
For some day: you might just decide to come home 
And I want you to know   
I'm still here

(Still) though you broke my heart
(Still) though we're far apart
I love you still"
52,Bobby Vinton,Blue On Blue,"Blue on blue: heartache on heartache
Blue on blue: now that we are through &#x2013;
Blue on blue: heartache on heartache
And I find I can't get over losing you!

I walk along the street we used to walk &#x2013;
Two by two: lovers pass
And as they're passing by
I could die
'Cause you're not here with me!
Now the trees are bare: there's
Sadness in the air and
I'm as blue as I can be!

Blue on blue: heartache on heartache
Blue on blue: now that we are through &#x2013;
Blue on blue: heartache on heartache
And I find I can't get over losing you!

Night after lonely night: we meet in dreams
As I run to your side
You wait with open arms &#x2013;
Open arms
That now are closed to me!
Through a veil of tears your
Vision disappears and
I'm as blue as I can be!

Blue on blue: heartache on heartache
Blue on blue: now that we are through &#x2013;
Blue on blue: heartache on heartache
And I find I can't get over losing you

Blue on blue: heartache on heartache
Blue on blue: now that we are through &#x2013;
Blue on blue . . ."
53,Garnet Mimms and The Enchanters,Cry Baby,"Cry: cry: baby
Cry: baby
Cry: baby
Welcome back home

Now he told you
That he loved you much more than I
But he left you
And you don't: you just don't know why
And when you don't know what to do
You come running and start to

Cry: cry: baby
Cry: baby
Cry: baby
Like you always do

Don't you know
Nobody can love you the way that I do
Take the pain and the heartache too
Ah: honey: you know I'll be around
When you need me: so go on and

Cry: cry: baby
Cry: baby
Cry: baby
Welcome back home

I've spent so many nights
Just waiting for you to come walking through that door
And even though you've made a fool of me so many times before
I know that all it takes is just the sight of your face
To make me realize that I'll always love you: darling
And I can see that you got some more tears to shed
I can see it: baby: because your eyes: your eyes are getting red
So come on (yeah): come on (yeah): come on (yeah): come on (yeah): come on (yeah)
Come on and

Cry: cry: baby
Cry: baby
Cry: baby
Cry: baby"
54,Lou Christie,Two Faces Have I,"I don't want the world to know
I don't want my heart to show

Two faces have I
I pretend that I'm happy
But I'm Mr. blue
I pretend that I'm happy
Since I lost you

Two faces have I
One to laugh and one to cry
Two faces have I
One to laugh and one to cry

Will I ever laugh again
She'll never see me cry
Will I walk with a smile on my face
Kniowing I live a lie

I pretend that I'm carefree
But what am I
I pretend that I'm carefree
But I'm living a lie

Two faces have I
One to laugh and one to cry
Two faces have I
One to laugh and one to cry"
55,Ray Charles,Busted,"My bills are all due and the baby needs shoes and I'm busted
Cotton is down to a quarter a pound: but I'm busted
I got a cow that went dry and a hen that won't lay
A big stack of bills that gets bigger each day
The county's gonna haul my belongings away 'cause I'm busted.

I went to my brother to ask for a loan 'cause I was busted
I hate to beg like a dog without his bone: but I'm busted
My brother said there ain't a thing I can do:
My wife and my kids are all down with the flu:
And I was just thinking about calling on you 'cause I'm busted.

Well: I am no thief: but a man can go wrong when he's busted
The food that we canned last summer is gone and I'm busted
The fields are all bare and the cotton won't grow:
Me and my family got to pack up and go:
But I'll make a living: just where I don't know 'cause I'm busted.

I'm broke: no bread: I mean like nothing: It's over"
56,Crystals,Da Doo Ron Ron,
57,Shirelles,Foolish Little Girl,"You broke his heart and made him cry
And he's been blue since then
Now he's found somebody new
And you want him back again

Foolish little girl: fickle little girl
You didn't want him when he wanted you
He's found another love: it's her he's dreaming of
And there's not a single thing that you can do

""But I love him""
No: you don't: it's just your pride that's hurt
""I still love him""
If you got him back again: you'd go right out and do him dirt

Foolish little girl: fickle little girl
You didn't want him when he wanted you
He's found another love: it's her he's dreaming of
And there's not a single thing that you can do

""But I love him""
It's too late to have a change of heart
""I still love him""
Tomorrow is his wedding day: and you'll keep quiet if you're smart

You foolish little girl: fickle little girl
You didn't want him when he wanted you
He's found another love: it's her he's dreaming of
And there's not a single thing that you can do

""But I love him""
Forget him 'cause he don't belong to you
""I still love him""
It's too late: he's found somebody new
""Oh I love him""
There's not a single thing that you can do"
58,Lonnie Mack,Memphis, Instrumental
59,Roy Orbison,In Dreams,"A candy-colored clown they call the sandman
Tiptoes to my room every night
Just to sprinkle stardust and to whisper
""Go to sleep: everything is all right""

I close my eyes: then I drift away
Into the magic night: I softly say
A silent prayer like dreamers do
Then I fall asleep to dream my dreams of you

In dreams I walk with you
In dreams I talk to you
In dreams you're mine all the time
We're together in dreams: in dreams

But just before the dawn
I awake and find you gone
I can't help it: I can't help it if I cry
I remember that you said goodbye

Too bad it only seems
It only happens in my dreams
Only in dreams
In beautiful dreams"
60,Kai Winding,More,
61,Rick Nelson,Fools Rush In,"Fools rush in where angels fear to tread
And so I come to you: my love
My heart above my head
Though I see the danger there
If there's a chance for me: then I don't care

Fools rush in where wise men never go
But wise men never fall in love
So how are they to know
When we met: I felt my life begin
So open up your heart and let this fool rush in

Fools rush in where wise men never go
But wise men never fall in love
So how are they to know
When we met: I felt my life begin
So open up your heart and let this fool rush in

Just open up your heart and let this fool rush in
Well open up your heart and let this fool rush in"
62,Brenda Lee,Losing You,"Don't sigh a sigh for me
Don't ever cry for me
This is goodbye for me
I know we're through
I'm Losing you

Love sang it's song for me
Then things went wrong for me
Nights are too long for me
Because I'm losing you

Our love and our devotion
Were deep as any ocean
Then one day like the tide you began to change
And you became a perfect stranger

Someone is holding you
Sharing the lips I knew
I can't believe it's true
That I am losing you

I can't believe it's true
That I am losing you"
63,Bill Pursell,Our Winter Love,
64,Tony Bennett,I Wanna Be Around,"I wanna be around: to pick up the pieces -
When somebody breaks your heart -
Some: Somebody twice as smart as I -
A somebody who would swear to be true:
As you used to do with me -
Who'll leave you to learn:
That misery loves company -
Wait and see.

I mean I wanna be around to see how he does it
When he breaks your heart to bits -
Let's see if that puzzle really fits: so fine -
And that's when I'll discover that revenge is sweet:
As I sit there applauding from a front row seat -
When somebody breaks your heart just like you
Broke mine.

When somebody breaks your heart just like you
Broke mine -
Oh yeah.

Then...

That's when I'll discover that revenge is sweet.
As I sit there applauding from a front row seat -
Somebody breaks your heart: Yes: Like you broke
Mine -
When somebody breaks your heart like you broke
Mine -
Oh yeah."
65,Miracles,You've Really Got A Hold On Me,
66,Jaynetts,Sally Go 'Round The Roses,
67,Sam Cooke,Little Red Rooster,"I'm a little red rooster:
Too lazy to crow for day
I'm a little red rooster:
Too lazy to crow for day
Keep everything in the barnyard:
Upset in every way

Dogs begin to bark now:
And the hounds begin to howl
Dogs begin to bark now:
And the hounds begin to howl
Watch out stray cat:
The little red rooster's on the prowl

If you see the little red rooster
Won't you please drive him home
If you see the little red rooster
Won't you please drive him home
Been no peace in the barnyard
Since that little red rooster's been gone

I'm a little red rooster:
Too lazy to crow for day
I'm a little red rooster:
Too lazy to crow for day
Keep everything in the barnyard:
Upset in every way"
68,Crystals,Then He Kissed Me,
69,Elvis Presley,(You're The) Devil In Disguise,"You look like an angel
Walk like an angel
Talk like an angel
But I got wise
You're the devil in disguise
Oh yes: you are
The devil in disguise

You fooled me with your kisses
You cheated and you schemed
Heaven knows how you lied to me
You're not the way you seemed

You look like an angel
Walk like an angel
Talk like an angel
But I got wise
You're the devil in disguise
Oh yes: you are
The devil in disguise

I thought that I was in heaven
But I was sure surprised
Heaven help me: I didn't see
The devil in your eyes

You look like an angel
Walk like an angel
Talk like an angel
But I got wise
You're the devil in disguise
Oh yes: you are
The devil in disguise

You're the devil in disguise
Oh yes: you are
The devil in disguise
Oh yes: you are
The devil in disguise
Oh yes: you are
The devil in disguise
Oh yes: you are
The devil in disguise
Oh yes: you are"
70,Nat King Cole,Those Lazy Hazy Crazy Days Of Summer,"Roll out those lazy: hazy: crazy days of summer
Those days of soda and pretzels and beer
Roll out those lazy: hazy: crazy days of summer
Dust off the sun and moon and sing a song of cheer

Just fill your basket full of sandwiches and weenies
Then lock the house up: now you're set
And on the beach you'll see the girls in their bikinis
As cute as ever but they never get 'em wet

Roll out those lazy: hazy: crazy days of summer
Those days of soda and pretzels and beer
Roll out those lazy: hazy: crazy days of summer
You'll wish that summer could always be here

Roll out those lazy: hazy: crazy days of summer
Those days of soda and pretzels and beer
Roll out those lazy: hazy: crazy days of summer
Dust off the sun and moon and sing a song of cheer

Don't hafta tell a girl and fella about a drive-in
Or some romantic moon it seems
Right from the moment that those lovers start arrivin'
You'll see more kissin' (whistling) in the cars than on the screen

Roll out those lazy: hazy: crazy days of summer
Those days of soda and pretzels and beer
Roll out those lazy: hazy: crazy days of summer
You'll wish that summer could always be here

You'll wish that summer could always be here
You'll wish that summer could always be here"
71,Jackie Wilson,Baby Workout,"Hey: you!
Come out here on the floor.
Let's rock some more.
Come out here on the floor:
Honey: let's rock some more: yeah!

Now when you get out here
Don't you have no fear.
Put your hands on your hip
And let your backbone slip
And work out.

Oh: my momma: move up (first step):
Party move back (second step):
Shuffle to the left (third step):
Wobble to the right (fourth step).

Now it's plain to see
You put a hurtin' on me
But it's a natural fact
I like it like that:
So work out!

Yeah: baby work out (work baby: work out)!
Honey: work out!
Ah: baby work out!
Shout and turn the joint out!
Work out!
Work out!
Work all night long!
Yeah: yeah! (round and around and around and around)
Baby: round and round we go.
Don't you know: don't you know?
Round and round we go:
Where we stop: nobody knows.
The band is swinging on the stand:
We're moving in: we're moving out.
Then we'll step back now and end this dance with a shout:
So work out!

Now when I tell you to shout I want you to jump at it!
Yeah: let's shout: baby: let's shout! (shout baby shout)
Honey: let's shout!
Baby: let's shout!
Yeah: shout and turn it out: baby!
Let's shout: let's shout: shout all night long!
I gotta have it just one more time:
Now here we go!
Round and round we go:
Now work out: work out: work all night long!
Work out: baby!
Work out woman!
Shout and turn the joint out!
Work out: work out: baby: baby..."
72,Marvin Gaye,Pride And Joy,"Marvin: You are my pride and joy
And I just love you: love you darlin'
Like a baby boy loves his toy
You've got kisses: sweeter than honey
And I'll work seven days a week to give you all my money
And that's why: you are my pride and joy
And I'm tellin' the world that you're my

Martha and The Vandellas: Pride and joy
Marvin: Pride and joy
Vandellas: Pride and joy
Marvin: I believe I'm your: baby boy
Vandellas: Baby boy
Marvin: And I know you're my: you're my pride and joy
Vandellas: Pride and joy
Marvin: Yeah baby
Vandellas: Baby boy
Marvin: Yeah baby
Vandellas: Baby boy

Marvin: You: you are: my pride and joy
And a love like mine
Yeah baby:
Is somethin' nobody could ever destroy
You pick me up
Vandellas: Pick me up
Marvin: When I'm down
Vandellas: When I'm down
Marvin: And when we go out pretty baby
You shake up the whole town
And that's why
Vandellas: That's why
Marvin: You are my
Vandellas: Are my
Marvin: Pride and joy
Vandellas: Pride and joy
Yeah: Yeah: Yeah

Pride and joy
Pride and joy
Pride and joy
Marvin: In the midnight hour
And I: baby boy
Vandellas: Baby boy
Marvin: Whoo
Vandellas: Pride and joy
Marvin: My pride and joy
And I love you:
Like a baby: loves his toy
Ha: hey: yeah: yeah yeah

Vandellas: Pride and joy
Marvin:My pride and joy
Vandellas: Pride and joy
Marvin: Whoo
Vandellas:Pride and joy
Marvin: In the mornin'...
Vandellas: Pride and joy
Marvin: And I...: baby boy"
73,Rufus Thomas,Walking The Dog,"Mary Mack: dressed in black
Silver buttons all down her back
High: low: tipsy toe
She broke the needle and she can't sew

Walkin' the dog
Just a-walkin' the dog
If you don't know how to do it
I'll show you how to walk the dog

C'mon now: c'mon: c'mon

Asked her mama for fifteen cents
See the elephant jump the fence
He jumped so high: he touched the sky
Never got back 'til the Fourth of July

Walkin' the dog
Just a-walkin' the dog
If you don't know how to do it
I'll show you how to walk the dog

C'mon now: c'mon: c'mon

Mary: Mary: quite contrary
Tell me: how does your garden grow?
You got silver bells
And you got cockle shells
Pretty maids all in a row

Walkin' the dog
Just a-walkin' the dog
If you don't know how to do it
I'll show you how to walk the dog

C'mon now: c'mon: c'mon

Oh: oh: just-a: just-a: just-a walkin'
Just-a: just-a: just-a walkin'
Just-a: just-a: just-a walkin'
Oh: yeah
If you don't know how to do it
I'll show you how to walk the dog

Oh: oh-oh
Just-a: just-a: just-a: just-a walkin'
Just-a: just-a: just-a just-a: just-a walkin'

Oh: oh
Just-a: just-a: just-a walkin'"
74,Ned Miller,From A Jack To A King,"From a Jack to a King
From loneliness to a wedding ring
I played an Ace and I won a Queen
And walked away with your heart

From a Jack to a King
With no regret I stacked the cards last night
And lady luck played her hand just right
To make me King of your heart
For just a little while
I thought that I might lose the game
Then just in time
I saw the twinkle in your eye

From a Jack to a King
From loneliness to a wedding ring
I played an Ace and I won a Queen
You made me King of your heart

For just a little while
I thought that I might lose the game
Then just in time
I saw the twinkle in your eye
From a Jack to a King
From loneliness to a wedding ring
I played an Ace and I won a Queen
You made me King of your heart"
75,Drifters,Up On The Roof,"(Up on the roof)
(Up on the roof)

When this old world starts getting me down
And people are just too much for me to face (Up on the roof)
I climb way up to the top of the stairs
And all my cares just drift right into space (Up on the roof)

On the roof: it's peaceful as can be
And there: the world below can't bother me
Let me tell you now

When I come home feeling tired and beat
I go up where the air is fresh and sweet (Up on the roof)
I get away from the hustling crowds
And all that rat race noise down in the street (Up on the roof)

On the roof's the only place I know
Where you just have to wish to make it so
Let's go up on the roof (Up on the roof)

At night: the stars put on a show for free
And: darling: you can share it all with me
I keep-a tellin' you

Right smack dab in the middle of town
I found a paradise that's trouble-proof (Up on the roof)
And if this world starts getting you down
There's room enough for two up on the roof (Up on the roof)

Up on the roof (Up on the roof)
Oh: come on: baby (Up on the roof)
Oh: come on: honey (Up on the roof)
Everything is all right (Up on the roof)"
76,Johnny Mathis,What Will My Mary Say,"I must be going (Don't go)
My heart is showing (Don't go)
I better hurry away
If I don't leave I'll be sorry
What will my Mary say?

Your lips are thrilling
My arms are willing
I know that I shouldn't stay
If I don't leave I'll be sorry
What will my Mary say?

What would I do if she should need me
And find me kissing you?
She's always trusted me completely
Her poor heart would break in two

I must be going (Don't go)
My heart is showing (Don't go)
I better hurry away
If I don't leave I'll be sorry
What will my Mary say?

If I don't leave I'll be sorry
What will my Mary say?

(Don't go)
(Don't go)"
77,Jan Bradley,Mama Didn't Lie,"Mama didn't lie: she didn't lie
Mama didn't lie: she didn't lie
Here comes that boy and his friends
Making eyes at me again
Do they all think that I'm a toy
To be played with by every boy?
Well: they're wrong to think I
Will be caught by the wink of an eye
My mama didn't lie. (Mama didn't lie.) She didn't lie

The greatest pastime in this man's world
Is playin' tricks on every young girl
To have one is how they get their kick
But not me because I know their trick
And they're wrong to think I
Will be caught by the wink of an eye
My mama didn't lie. (Mama didn't lie.) She didn't lie
Mama didn't lie: she didn't lie

I remember what my mama told me
She said: ""Girl stay in your class
You got a whole lot of growin' and a'learnin' to do
Girl don't cha go so fast

The greatest pastime in this man's world
Is playin' tricks on every young girl
To have one is how they get their kick
But no me because I know their trick
And they're wrong to think I
Will be caught by the wink of an eye
My mama didn't lie. (Mama didn't lie) She didn't lie
Mama didn't lie: she didn't lie
Mama didn't"
78,Bobby Vee,The Night Has A Thousand Eyes,"They say that you're a runaround lover
Though you say it isn't so
But if you put me down for another
I'll know: believe me: I'll know

'Cause the night has a thousand eyes
And a thousand eyes can't help but see if you are true to me
So remember when you tell those little white lies
That the night has a thousand eyes

You say that you're at home when you phone me
And how much you really care
Though you keep telling me that you're lonely
I'll know if someone is there

'Cause the night has a thousand eyes
And a thousand eyes can't help but see if you are true to me
So remember when you tell those little white lies
That the night has a thousand eyes

One of these days you're gonna be sorry
'Cause your game I'm gonna play
And you'll find out without really tryin'
Each time that my kisses stray

'Cause the night has a thousand eyes
And a thousand eyes will see me too
And no matter what I do
I could never disguise all my little white lies
'Cause the night has a thousand eyes

So remember when you tell those little white lies
That the night has a thousand eyes"
79,Cookies,Don't Say Nothin' Bad About My Baby,
80,Johnny Cash,Ring Of Fire,"Love is a burning thing
And it makes a fiery ring
Bound by wild desire
I fell into a ring of fire

I fell into a burning ring of fire
I went down: down: down and the flames went higher
And it burns: burns: burns
The ring of fire: the ring of fire

I fell into a burning ring of fire
I went down: down: down and the flames went higher
And it burns: burns: burns
The ring of fire: the ring of fire

The taste of love is sweet
When hearts like ours meet
I fell for you like a child
Oh: but the fire went wild

I fell into a burning ring of fire
I went down: down: down and the flames went higher
And it burns: burns: burns
The ring of fire: the ring of fire

I fell into a burning ring of fire
I went down: down: down and the flames went higher
And it burns: burns: burns
The ring of fire: the ring of fire

And it burns: burns: burns
The ring of fire: the ring of fire
The ring of fire: the ring of fire"
81,Doris Troy,Just One Look,"Just one look and I fell so hard
In love with you.

I found out how good it feels
To have your love.

Say you will be mine
Forever and always.

Just one look and I knew
That you were my only one.

I thought I was dreaming
But I was wrong: yeah yeah yeah.
But I'm gonna keep on scheming
Until I make you: make you my own.

So you see I really care
Without you: I'm nothing.

Just one look and I know
I'll get you someday.

Just one look that's all it took:
Just one look that's all it took..."
82,Allan Sherman,"Hello Muddah, Hello Fadduh! (A Letter From Camp)","Hello Muddah: hello Fadduh
Here I am at Camp Granada
Camp is very entertaining
And they say we'll have some fun if it stops raining

I went hiking with Joe Spivy
He developed poison ivy
You remember Leonard Skinner
He got ptomaine poisoning last night after dinner

All the counselors hate the waiters
And the lake has alligators
And the head coach wants no sissies
So he reads to us from something called Ulysses

Now I don't want this should scare ya
But my bunkmate has malaria
You remember Jeffrey Hardy
They're about to organize a searching party

Take me home: oh Muddah: Fadduh
Take me home: I hate Granada
Don't leave me out in the forest where
I might get eaten by a bear
Take me home: I promise I will not make noise
Or mess the house with other boys
Oh please don't make me stay
I've been here one whole day

Dearest Fadduh: darling Muddah
How's my precious little Bruddah?
Let me come home if ya miss me
I would even let Aunt Bertha hug and kiss me

Wait a minute: it stopped hailing
Guys are swimming: guys are sailing
Playing baseball: gee: that's better
Muddah: Fadduh kindly disregard this letter"
83,Lesley Gore,Judy's Turn To Cry,"'Cause now it's Judy's turn to cry
Judy's turn to cry
Judy's turn to cry
'Cause Johnny's come back
To me

Aww when Judy left with Johnny at my party (my party)
And came back wearing his ring
I sat down and cried my eyes out
Now that was a foolish thing

'Cause now it's Judy's turn to cry
Judy's turn to cry
Judy's turn to cry
'Cause Johnny's come back
To me

Well it hurt me so to see them dance together
I felt like making a scene
Then my tears just felt like rain drops
'Cause Judy's smile was so mean

But now it's Judy's turn to cry
Judy's turn to cry
Judy's turn to cry
'Cause Johnny's come back
To me

Oh one night I saw them kissing at a party
So I kissed some other guy
Johnny jumped up and he hit him
'Cause he still loved me that's why

So now it's Judy's turn to cry
Judy's turn to cry
Judy's turn to cry
'Cause Johnny's come back
To me

So now it's Judy's turn to cry
Judy's turn to cry
Judy's turn to cry
'Cause Johnny's come back"
84,Rolf Harris,"Tie Me Kangaroo Down, Sport","There's an old Australian stockman lying: dying
He gets himself up onto one elbow
And he turns to his mates
Who are all gathered around
And he says:

Watch me wallabies feed: mate
Watch me wallabies feed
They're a dangerous breed: mate
So watch me wallabies feed
Altogether now

Tie me kangaroo down: sport
Tie me kangaroo down
Tie me kangaroo down: sport
Tie me kangaroo down

Keep me cockatoo cool: Curl
Keep me cockatoo cool
Ah: don't go acting the fool: Curl
Just keep me cockatoo cool
Altogether now

Tie me kangaroo down: sport
Tie me kangaroo down
Tie me kangaroo down: sport
Tie me kangaroo down

Take me koala back: Jack
Take me koala back
He lives somewhere out on the track: Mac
So take me koala back
Altogether now

Tie me kangaroo down: sport
Tie me kangaroo down
Tie me kangaroo down: sport
Tie me kangaroo down

And mind me platypus duck: Bill
Mind me platypus duck
Don't let him go running amok: Bill
Just mind me platypus duck
Altogether now

Tie me kangaroo down: sport
Tie me kangaroo down
Tie me kangaroo down: sport
Tie me kangaroo down

Play your didgeridoo: Blue
Play your didgeridoo
Uh: keep playin' till I shoot through: Blue
Play your didgeridoo
Altogether now

Tie me kangaroo down: sport
Tie me kangaroo down
Tie me kangaroo down: sport
Tie me kangaroo down

Tan me hide when I'm dead: Fred
Tan me hide when I'm dead
So we tanned his hide when he died: Clyde
And that's it hangin' on the shed
Altogether now

Tie me kangaroo down: sport
Tie me kangaroo down
Tie me kangaroo down: sport
Tie me kangaroo down"
85,Miracles,Mickey's Monkey,
86,Dion,"Donna, The Prima Donna","Donna: Donna the Prima Donna
Broke my heart.
We're apart.
Thinks she's smart.

I met a girl a month ago
I thought that she would love me so.
But in time I realized.
She had a pair of roving eyes.

I remember the nights we dated:
Always acting sophisticated:
Talking about high society:
Then she tried to make a fool out of me.

They call her Donna: Donna the Prima Donna
Broke my heart now.
Thinks she's smart now.
We're apart now.

Pretty little girl you're just having fun
You're running all around and breaking lover's hearts.
Pretty little girl: I don't stand a chance:
Without any money there goes our romance.

She always wears charms: diamonds: pearls galore:
She buys them at the 5 & 10 cents store. 
She wants to be just like Zsa Zsa Gabor:
Even though she's the girl next door.

They call her Donna: Donna the Prima Donna.
Broke my heart.
Thinks she's smart.
We're apart.

Pretty little girl you're just having fun:
You're running all around: you're breaking lover's hearts.
Pretty little girl: I don't stand a chance: 
Without any money there goes our romance.

She always wears charms: diamonds: pearls galore:
She buys them at the 5 & 10 cents store.
She wants to be just like Zsa Zsa Gabor:
Even though she's Donna next door.

Donna: Donna the Prima Donna"
87,Nat King Cole,"That Sunday, That Summer","-Artist: Nat King Cole
-Peak Billboard position # 12 in 1963
-Words and Music by George David Weiss and Joe Sherman


(If I had to choose just one day)

If I had to choose just one day
To last my whole life through
It would surely be that Sunday
The day that I met you

Newborn whippoorwills were calling from the hills
Summer was a-coming in but fast
Lots of daffodils were showing off their skills
Nodding all together: I could almost hear them whisper
""Go on: kiss her: go on and kiss her""

If I had to choose one moment
To live within my heart
It would be that tender moment
Recalling how we started
Darling: it would be when you smiled at me
That way: that Sunday: that summer

(Newborn whippoorwills were calling from the hills)
(Summer was a-comin' in but fast)
(Lots of daffodils were showin' off their skills)
(Nodding all together: I could almost hear them whisper)
(""Go on: kiss her: go on and kiss her"")

If I had to choose one moment
To live within my heart
It would be that tender moment
Recalling how we started
Darling: it would be when you smiled at me
That way: that Sunday: that summer"
88,Sam Cooke,Another Saturday Night,"Another Saturday night and I ain't got nobody
I got some money cause I just got paid
Now how I wish I had someone to talk to
I'm in an awful way
Dig this

I got in town a month ago
I seen a lotta girls since then
If I could meet 'em: I could get 'em
But as yet I haven&#x2019;t met 'em
That's why I'm in the shape I'm in

Here another Saturday night that I ain't got nobody
I got some money cause I just got paid
Now how I wish I had someone to talk to
I'm in an awful way

Now: another fella told me
He had a sister who looked just fine
Instead of being my deliverance
She had a strange resemblance
To a cat named Frankenstein

Here another Saturday night and I ain't got nobody
I got some money cause I just got paid
Now how I wish I had some chick to talk to
I'm in an awful way: yeah

Here it is another weekend
And I ain&#x2019;t got nobody
Man: if I was back home: I&#x2019;d be swinging
Two chicks on my arm: aw yeah
Listen to me: huh

It's hard on a fella
When he don't know his way around
If I don't find me a honey
To help me spend my money
I'm gonna have to blow this town

Here it's another Saturday night and I ain't got nobody
I got some money cause I just got paid
Now how I wish I had some chick to talk to
I'm in an awful: everybody singin&#x2019;

Another Saturday night and I ain't got nobody
I got some money cause I just got paid
Now how I wish I had someone to talk to
I'm in an awful: one more time

Another Saturday night"
89,Al Martino,"Painted, Tainted Rose","She was a wild and lovely rose
Oh: how I loved her: heaven knows
But though my heart was true: it would never do
Party life was what she chose

Last night I saw my lovely rose
All painted up in fancy clothes
Her eyes had lost their spark: the years had left their mark
She's just a painted: tainted rose

She was a wild and lovely rose
Oh: how I loved her: heaven knows
But though my heart was true: it would never do
Party life was what she chose

Last night I saw my lovely Rose
All painted up in fancy clothes
Her eyes had lost their spark: the years had left their mark
She's just a 

She's just a painted: tainted rose"
90,Dixiebelles With Cornbread and Jerry,(Down At) Papa Joe's,
91,Steve Lawrence,Go Away Little Girl,"Go away: little girl: go away: little girl
I'm not supposed to be alone with you
I know that your lips are sweet
But our lips must never meet
I belong to someone else and I must be true

Oh: go away: little girl: go away: little girl
It's hurtin' me more each minute that you delay
When you are near me like this
You're much too hard to resist
So: go away: little girl: before I beg you to stay

 go away
 please don't stay
 it'll never work out

When you are near me like this
You're much too hard to resist
So: go away: little girl
Call it a day: little girl

Oh: please: go away: little girl
Before I beg you to stay
Go away"
92,Ray Charles,Take These Chains From My Heart,"Take these chains from my heart and set me free
You've grown cold and no longer care for me
All my faith in you is gone: but the heartaches linger on
Take these chains from my heart and set me free

Take these tears from my eyes and let me see
Just a spark of the love that used to be
If you love somebody new: let me find a new love: too
Take these chains from my heart and set me free

Take these chains from my heart and set me free
You've grown cold and no longer care for me
All my faith in you is gone but the heartaches linger on
Take these chains from my heart and set me free

Give my heart just a word of sympathy (sympathy)
Be as fair to my heart as you can be (you can be)
Then if you no longer care for the love that's beating there
Take these chains from my heart and set me free

Take these chains from my heart and set me free (set me free)"
93,Sunny and The Sunglows,Talk To Me,
94,Martha and The Vandellas,Come And Get These Memories,"Lover: you've gone from me
And left behind so many memories

Here's your old friendship ring
I can't wear it no more
Here's your old love letters
I can't read them any more

Lover: you've gone from me
And left behind so many memories

Here's that old teddy bear
(Come and get it)
That you won for me
At the state fair

Here's some old valentine cards
(Come and get em)
Give them to your new sweetheart

Lover: you've gone from me
And left behind so many memories
Yeah: yeah: yeah: yeah

Come and get em
Come and get em
Come and get em

Here's our old favorite record
(Come and get it)
I can't stand to hear it anymore

Here's some old lingering love
(Come and get it)
It's in my heart and
It's tearing it apart

Because of these memories
I never think of anybody but you
So: come on and get em
'Cause I found me somebody new

Come and get these memories
(Come and get em)
Since you've gone out of my life

So my mind and my
Heart can leave that easy
(Come and get em)
Since you've gone out of my life

Give them to your new love
Give them to your new love

So come on and get these memories
(Come and get em)
Since you've gone out of my life"
95,Elvis Presley,Bossa Nova Baby,"I said take it easy baby I worked all day and my feet feel just like lead
You got my shirt tail flying all over the place and the sweat poppin' out of my head
She said hey bossa nova baby keep on workin' cause this ain't no time to quit
She said go bossa nova baby keep on dancin' I'm about to have myself a fit

Bossa Nova
Bossa Nova

I said hey little mama lets sit down and have a drink and dig the band
She said drink: drink: drink oh fiddley-dink I can dance with a drink in my hand
She said hey bossa nova baby keep on working cause this ain't no time to drink
She said go bossa nova baby keep on dancin' 'cause I ain't got the time to think

Bossa Nova
Bossa Nova

I said come on baby its hot in here and its oh so cool outside
If you lend me a dollar I can buy some gas and we can go for a little ride
She said hey bossa nova baby keep on workin' 'cause I ain't got the time for that
She said go bossa nova baby keep on dancin' or I'll find myself another cat

Bossa Nova
Bossa Nova
Bossa Nova
Bossa Nova"
96,Dee Dee Sharp,Do The Bird,"Look out: look out
There's a big bad bird that's flyin' about
Come on baby: do the bird with me
Fly: yi: yi: yeah I: yi: yeah: baby
Fly your hands around wing down

Do the bird: do the bird
Do the shimmy: shimmy
I feel for you gimme
Do the bird: do the bird
Come on were gonna work it out now
Hey: hey: there do the bird with might: yeah

Come on take me to the sky above
Fly: yi: yi: yeah I
Come on baby: we can fall in love
Fly: yi: yi: yeah I
Come on baby: shake it more and go
And you'll get another turn to float

Do the bird: do the bird
You're a crazy flyer
Do the bird: do the bird
You're gonna fly higher: yeah

Do the bird: do the bird
Come on were gonna
Loop-de-loop
We're gonna hula hoop
Twist and fly to the sky: baby: yeah
Do the bird with might: yeah: yeah: yeah

Do the shimmy: shimmy
A feel for you gimme
Come on were gonna
Twist tonight: pony ride
Shake and shout work it out now

Hey baby: do the bird with me
Oh: the bird you're a crazy flyer
You're gonna fly higher
Come on and come back
A rock and roll: baby"
