Position,Artist,Song_Title,Lyrics
48,David Seville and The Chipmunks,Alvin's Harmonica,"Dave: speaking
Alvin: put that harmonica down.

Alvin: speaking
Why?

Dave: speaking
Because we're gonna sing: that's why!

Alvin: speaking
Not again!

Dave: speaking
Nevermind.
Now look fellas: this is a pretty song
So let's try not to goof it up.
Are you ready: Simon?

Simon: speaking
Sure: let's go!

Dave: speaking
All set: Theodore?

Theodore: speaking
Hot dog: you bet!

Dave: speaking
Are you ready: Alvin?

Dave: speaking
Ready: Alvin?

Dave: shouting
Alvin!

Alvin: speaking
Aw: nuts!

Chipmunks
We sure like girls:
All kind of girls.
From Annie to Veronica!
We like 'em small or fat or tall...

Alvin
I wanna play my harmonica!

Dave: speaking
Now cut that out!

Chipmunks
And if we want to get a kiss:
We take them fruit or popcorn:
Because they always fall in love...

Alvin
When I play my harmoni-corn!

Dave: shouting
Alvin!

Dave: speaking
Will you put that thing down and sing?

Alvin: shouting
OK!

Chipmunks
We sure like girls:
All kind of girls:
From Annie to Veronica.
We like 'em small or fat or tall...

Alvin
I'm gonna play my harmonica!

Dave: speaking
All right: Alvin.
Make a fool of yourself.
Play the harmonica.


Simon and Theodore
Cha-cha-cha!

Dave: speaking
Now wait a minute: you guys!
Alvin: you're goofing it all up!
This was a pretty song:
It's not supposed to be a...

Simon and Theodore
Cha-cha-cha!

Dave: speaking
Now look what you did!
You got them all cha-chaing and singing and wrecking the song!
Theodore... Simon... orchestra: will you cut that out?!
Alvin: put that harmonica down! Alvin! AAAAAALVIN!"
49,Andy Williams,Lonely Street,"Where's this place called ""Lonely Street?""

I'm looking for that lonely street
I've got a sad: sad tale to tell
I need a place to go and weep
Where's this place called ""Lonely Street?""

A place where there's just loneliness
Where dim lights bring forgetfulness
Where broken dreams and mem'ries meet
Where's this place called ""Lonely Street?""

Perhaps upon that lonely street
There's someone such as I
Who came to bury broken dreams
And watch an old love di-ie

If I could find that lonely street
Where dim lights bring forgetfulness
Where broken dreams and mem'ries meet
Where's this place called ""Lonely Street?""

Where's this place called ""Lonely Street?"""
50,Ray Charles,What'd I Say,"Hey mama: don't you treat me wrong
Come and love your daddy all night long
All right: hey: hey: all right now

See the girl with the diamond ring
She knows how to shake that thing
All right: hey: hey: Mmm: all right now

Ah: Oh: Ah: Oh: Ah: Oh: Oh

Make me feel so good: make me feel so good right now
Make me feel so good: make me feel so good right now
Make me feel so good: make me feel so good

Mmm: see the girl with the red dress on
She can do the dog all night long
All right: hmm what'd I say: tell me what'd I say

Tell me what'd I say: tell me what'd I say right now
Tell me what'd I say: tell me what'd I say right now
Tell me what'd I say: tell me what'd I say

Ah: Oh: Ah: Oh: Ah: Oh: Oh
It's all right: It's all right right now
Baby: it's all right: Baby: it's all right right now
Baby: it's all right: Oh yeah!

Baby shake that thing: baby shake that thing right now
Baby shake that thing: baby shake that thing right now
Baby shake that thing: well I feel all right"
51,Sarah Vaughan,Broken-hearted Melody,"Br-ooh-ken hearted me-eee-lo-dy
Ooooonce you were our song of love.
Nooooow you just keep taunting me
Wiiiiith the memory of (ba-da-da))
His tender love. Oh:
Broken hearted melody
Must you keep reminding me
Of the lips I long to kiss
And the love I miss since he went away.
Night and day they play.
But: broken hearted melody
That he used to sing to me
When our love was young and bright
As he held me tight;
Suddenly I found: I was out of bound

Brooooken hearted melody
Ooooonce you were my song of love.
Nooooow you just keep taunting me
Wiiiiiith the memory of (ba-da-da)
His tender love. Oh:
Broken hearted melody
Won't you bring him back to me
Sing to him until he hears:
For when he returns no more will he be:
A broken hearted melody."
52,Franck Pourcel,Only You,
53,Billy Grammer,Gotta Travel On,
54,Coasters,Poison Ivy,"She comes on like a rose:
But everybody knows:
She'll get you in Dutch:
You can look but you better not touch!

Poison Ivy:
Poison Ivy:
Late at night while you're sleepin': 
Poison Ivy comes a-creepin' around.

She's pretty as a daisy:
But look out man: she's crazy!
She'll really do you in:
If you let her get under your skin!

Poison Ivy:
Poison Ivy:
Late at night while you're sleepin':
Poison Ivy comes a-creepin' around.

Measles make you bumpy and mumps'll make you lumpy:
And chicken pox'll make you jump and twitch.
The common cold'll fool you:
And whoopin' cough will cool ya:
But Poison Ivy: Lawd: will make you itch!

You're gonna need an ocean:
Of calamine lotion.
You'll be scratchin' like a hound:
The minute you start to mess around!

Poison Ivy:
Poison Ivy:
Late at night while your sleepin':
Poison Ivy comes creepin' around.

Measles' make you bumpy and mumps'll make you lumpy:
And chicken pox'll make you jump and twitch.
A common cold'll fool ya:
And whoopin' cough can cool ya:
But Poison Ivy: Lawd: will make you itch!

You're gonna need an ocean:
Of calamine lotion.
You'll be scratchin' like a hound:
The minute you start to mess around!

Poison Ivy:
Poison Ivy:
Late at night while you're sleepin':
Poison Ivy comes a-creepin' around.

Ladadadadada (Three times then fade)"
55,Fabian,Turn Me Loose,"Turn me loose: turn me loose I say
This is the first time I have felt this way
Gonna get a thousand kicks or kiss a thousand chicks
So turn me loose

Turn me loose: turn me loose I say
Gonna rock'n'roll long as the band's gonna play
Gonna holler: gonna shout: gonna knock myself right out
So turn me loose (turn me loose: ooh-ah)

I've got some change in my pocket and I'm rarin' to go
Takin' some chick-a to the picture show
And when I see her home and we kiss goodnight
Well: turn me loose: turn me loose: turn me loose: turn me loose

Turn me loose: turn me loose I say
Yes: today is gonna: is gonna be the day
I want you all to understand: now I am a man
So turn me loose (turn me loose: ooh-ah)

I've got some change in my pocket and I'm rarin' to go
Takin' some chick-a to the picture show
And when I see her home and we kiss goodnight
Well: turn me loose: turn me loose: turn me loose: turn me loose

Turn me loose: turn me loose I say
Yes: today is gonna: is gonna be the day
I want you all to understand: now I am a man
So turn me loose (turn me loose: ooh-ah)"
56,Jackie Wilson,Lonely Teardrops,"Shooby Doo Wop ba baa (hey hey)
Shooby Doo Wop ba baa (hey hey)
Shooby Doo Wop ba baa (hey hey)

My heart Is cryin': cryin'
Lonely teardrops
My pillows never dry of
Lonely teardrops

Come home: come home
Just say you will: say you will (say you will)
Say you will (say you will)
Hey: Hey (say you will)

My heart Is cryin': cryin'
Lonely teardrops
My pillows never dry of
Lonely teardrops

Come home: come home
Just say you will: say you will (say you will)
Say you will (say you will)
Hey: Hey (say you will)

Just give me another chance
For our romance
Come on and tell me
That one day you'll return
'Cause everyday that you've been gone away
You'll know my heart does nothing but burn

Crying
Lonely Teardrops
My pillows never dry of
Lonely Teardrops

Come home: come home
Just say you will: say you will (say you will)
Say you will (say you will)
Hey: Hey (say you will)

Say it right now baby (say you will)
Come on: come on (say you will)
Say it darling: yeah (say you will)"
57,Andy Williams,Hawaiian Wedding Song,
58,Duane Eddy,Forty Miles Of Bad Road,
59,Frankie Avalon,Just Ask Your Heart,"Just ask your heart who dreams about you
Just ask your heart who's faithful and true
Someone who cares and won't make you blue
Just ask your heart who loves only you

Then you will find your true love will be
Someone who cares for you and wants to make you happy

Then when your heart say he loves only you
And when it says he won't make you blue
Then ask your heart if your love is true
Just ask his heart'-loves only you

Then you will find your true love will be
Someone who cares for you and wants to make you happy

Then when your heart say he loves only you
And when it says he won't make you blue
Then ask your heart if your love is true
Just ask his heart'-loves only you
Just ask his heart'-loves only you"
60,Travis and Bob,Tell Him No,
61,Connie Francis,Frankie,"(Spoken): Frankie: where ever you are: I love you

Though you've found a new love:
I still miss you so
I just can't forget you:
But you'll never know
Frankie: my darling:
I'll never let you see me cry

Once I was your sweetheart:
Now I'm just a friend
Once you really loved me:
Now I just pretend
Frankie: my darling:
I'll never let you see me cry

Oh: Frankie:
I'd rather hide these teardrops deep down inside
I'm crying:
But you'll never see I'd rather cry than have you pity me

Though my nights are lonely
Since you went away
I'll always keep this secret
Deep within my heart
Frankie: my darling
I'll never let you see me cry

(Spoken): Frankie: where ever you are: I love you"
62,Bell Notes,I've Had It,
63,Lavern Baker,I Cried A Tear,"I cried a tear because of you
I cried a tear because we're through
I cried a tear: what else could I do
But cry and sigh for love of you

I felt a tear fall in my heart
You fooled me so: I wasn't smart
I can't believe that we must part
Come back to stay: let's make a new start

I cried a tear because of you
I cried a tear because we're through
Please make my dreams of you come true
Don't make me cry a tear for you
Don't make me cry a tear for you"
64,Platters,Enchanted,"Living is a dream when you make it seem enchanted
Lovers take for granted all the world's aglow: they ought to know
When you touch a star then you really are enchanted
Find a seed and plant it: love will make it grow

It's really grand when you stand hand in hand with your lover
And thrill to the wonders of night
And days: too: will amaze you and soon you'll discover
Your dreams run to dreams in continuous flight

Love is ecstasy: it's divine to be enchanted
When your dreams are slanted through a lover's eyes

It's really grand when you stand hand in hand with your lover
And thrill to the wonders of night
And days: too: will amaze you and soon you'll discover
Your dreams run to dreams in continuous flight

Love is ecstasy: it's divine to be enchanted
When your dreams are slanted through a lover's eyes"
65,Skyliners,Since I Don't Have You,"I don't have plans and schemes
And I don't have hopes and dreams
I don't have anything
Since I don't have you

I don't have fond desires
And I don't have happy hours
I don't have anything
Since I don't have you

I don't have happiness
And I guess
I never will ever again
When you walked out on me
In walked old misery
And he's been here since then

I don't have love to share
And I don't have one who cares
I don't have anything
Since I don't have
You: you: you: you
You: you: you: you
You: you: you: you"
66,Ray Anthony,Peter Gunn Theme,
67,David Seville and The Chipmunks,The Chipmunk Song,"(Dave:) Alright you chipmunks: ready to sing your song?
(Alvin:) I'd say we are
(Theodore:) Yeah: let's sing it now!
(Dave:) Okay: Simon?
(Simon:) OK.
(Dave:) Okay: Theodore?
(Theodore:) OK.
(Dave:) Okay Alvin?... Alvin?... Alvin!
(Alvin:) Okay!

(Chipmunks:)
Christmas: Christmas time is near
Time for toys and time for cheer
We've been good: but we can't last
Hurry Christmas: hurry fast

Want a plane that loops the loop
(Alvin:) Me: I want a hula-hoop
(Chipmunks:) 
We can hardly stand the wait
Please Christmas don't be late

(Dave:) Ok fellas: get ready.
That was very good: Simon.
(Simon:) Naturally!
(Dave:) Very good: Theodore.
(Theodore:) He he he he
(Dave:) Uh Alvin: you were a little flat.
Watch it: Alvin... Alvin?... Alvin!
(Alvin:) Okay!

(Chipmunks:)
Want a plane that loops the loop
(Alvin:) I still want a hula-hoop
(Chipmunks:)
We can hardly stand the wait
Please Christmas don't be late
We can hardly stand the wait
Please Christmas don't be late"
68,Fats Domino,I Want To Walk You Home,"I want to walk you home
Please let me walk you home
I want to walk you home
Please let me walk you home
You look so good to me oowee
I wish I was a lucky guy
You've been walking right on

I love the way you walk
I love to hear you talk
I love the way you walk
I love to hear you talk
I'm not trying to be smart
I'm not trying to break your heart
But if I ask you for a date
Then you tell me that I'm not too late

I want to hold your hand
Please let me hold your hand
I wanna hold your hand
Please let me hold your hand
You look so good to me oowee
I saw you walking all alone
That's why when I walk you home

So let me walk you home
Please let me walk you home
I wanna walk you home
Please let me walk you home
You look so good to me oowee

That's why I want to walk you home...
That's why I want to walk you home...
(Fade out)"
69,Fiestas,So Fine,
70,Frankie Avalon,Bobby Sox To Stockings,"When a girl changes from bobby sox to stockings
And she starts trading her baby toys for boys
When that once-shy little sleepyhead
Learns about love and its lilt
You can bet that the change
Is more than from cotton to silk

If a miss wants to be kissed instead of cuddled
And to this you are in doubt as what to say
When a girl changes from bobby sox to stockings
Then she's old enough to give her heart away

When a girl changes from bobby sox to stockings
And she starts trading her baby toys for boys
When that once-shy little sleepyhead
Learns about love and its lilt
You can bet that the change
Is more than from cotton to silk

If a miss wants to be kissed instead of cuddled
And to this you are in doubt as what to say
When a girl changes from bobby sox to stockings
Then she's old enough to give her heart away

Yes: she's old enough to give her heart away"
71,Wink Martindale,Deck Of Cards,"Narrative:
During the North African campaign: a bunch of soldier boys had
Been on a long hike and they arrived in a little town called Casino. The
Next morning being Sunday: several of the boys went to Church. A sergeant
Commanded the boys in Church and after the Chaplain had read the prayer:
The text was taken up next. Those of the boys who had a prayer book took
Them out: but this one boy had only a deck of cards: and so he spread
Them out. The Sergeant saw the cards and said: ""Soldier: put away those
Cards."" After the services was over: the soldier was taken prisoner and
Brought before the Provost Marshall.

The Marshall said: ""Sergeant: why have you brought this man
Here?"" ""For playing cards in church: Sir."" ""And what have you to say for
Yourself: son?"" ""Much: Sir:"" replied the soldier. The Marshall said: ""I
Hope so: for if not I shall punish you more than any man was ever
Punished."" The soldier said: ""Sir: I have been on the march for about six
Days. I have neither a Bible nor a prayer book: but I hope to satisfy
You: Sir: with the purity of my intentions."" And with that: the boy
Started his story:

""You see Sir: when I look at the Ace: it reminds me that there
Is but one God. And the Deuce reminds me that the Bible is divided into
Two parts: the Old and the New Testaments. When I see the Trey: I think
Of the Father: the Son: and the Holy Ghost. And when I see the Four: I
Think of the four Evangelists who preached the Gospel; there was Matthew:


Mark: Luke and John. And when I see the Five: it reminds me of the five
Wise virgins who trimmed their lamps; there were ten of them: five were
Wise and were saved: five were foolish and were shut out. When I see the
Six: it reminds me that in six days: God made this great heaven and
Earth. When I see the Seven: it reminds me that on the seventh day: God
Rested from His great work. And when I see the Eight: I think of the
Eight righteous persons God saved when He destroyed this earth; there was
Noah: his wife: their sons and their wives. And when I see the Nine: I
Think of the lepers our Savior cleansed: and nine out of the ten didn't
Even thank Him. When I see the Ten: I think of the Ten Commandments God
Handed down to Moses on a table of stone. When I see the King: it
Reminds me that there is but one King of Heaven: God Almighty. And when I
See the Queen: I think of the Blessed Virgin Mary: who is Queen of
Heaven. And the Jack or Knave is the Devil. When I count the number
Of spots on a deck of cards: I find 365: the number of days in a year.
There are 52 cards: the number of weeks in a year. There are 4 suits: the
Number of weeks in a month. There are 12 picture cards: the number of
Months in a year. There are 13 tricks: the number of weeks in a quarter.
So you see: Sir: my pack of cards serves me as a Bible: an Almanac and a
Prayer Book.""

""And friends: the story is true. I know: I was that soldier."""
72,Clyde Mcphatter,A Lover's Question,"Does she love me: with all her heart
Should I worry: when we're apart
It's a lover's question: I'd like to know.

Does she need me: as she pretends
Is this a game: well then will I win
It's a lover's question: I'd like to know

I'd like to know when she's not with me
If she's still true to me
I'd like to know when we're kissing
Does she feel just what I feel:
And how am I to know it's really real.

Oh: tell me where: the answer lies
Is it in her kiss or in her eyes
It's a lover's question I'd like to know.

I'd like to know when she's not with me
If she's still true to me
I'd like to know when we're kissing
Does she feel just what I feel:
And how am I to know it's really real.

Oh: tell me where: the answer lies
Is it in her kiss or in her eyes
It's a lover's question I'd like to know."
73,Flamingos,I Only Have Eyes For You,"My love must be a kind of blind love
I can't see anyone but you

Are the stars out tonight?
I don't know if it's cloudy or bright
I only have eyes for you: dear

The moon may be high
But I can't see a thing in the sky
I only have eyes for you

I don't know if we're in a garden
Or on a crowded avenue

You are here and so am I
Maybe millions of people go by
But they all disappear from view
And I only have eyes for you"
74,Ricky Nelson,It's Late,"It's late (it's late)
We gotta get on home
It's late (it's late)
We've been gone too long
Too bad (too bad)
We shoulda checked our time
Can't phone (can't phone)
We done spent ev'ry dime

It's late (it's late)
We're 'bout to run outta gas
It's late (it's late)
We gotta get home fast
Can't speed (can't speed)
We're in a slow-down zone
Baby: look at that clock
Why can't it be wrong

If we coulda left home at a quarter to nine
Woulda had fun and plenty of time
We got started just a little bit late
Hope this won't be our last date

Look up (look up)
Is that the moon we see
Can't be (can't be)
Looks like the sun to me
It's late (it's late)
I hate to face your Dad
Too bad (too bad)
I know he's gonna be mad
It's late (it's late)
We gotta get on home
It's late (it's late)
We've been gone too long

It's late (it's late)
We're 'bout to run outta gas
It's late (it's late)
We gotta get home fast
Can't speed (can't speed)
We're in a slow-down zone
Baby: look at that clock
Why can't it be wrong

If we coulda left home at a quarter to nine
Woulda had fun and plenty of time
We got started just a little bit late
Hope this won't be our last date

Look up (look up)
Is that the moon we see
Can't be (can't be)
Looks like the sun to me
It's late (it's late)
I hate to face your Dad
Too bad (too bad)
I know he's gonna be mad
It's late (it's late)
We gotta get on home
It's late (it's late)
We've been gone too long

(It's late)"
75,Chris Barber's Jazz Band,Petite Fleur,
76,Annette,Tall Paul,"Tall Paul
Annette with the Afterbeats
Written by Bob Roberts: Richard Sherman: and Robert Sherman

Peaked at # 7 in 1959

Chalk on the sidewalk
Writin' on the wall
Everybody knows it
I love Paul

Tall Paul: tall Paul
Tall Paul: he's-a my all

Chalk on the sidewalk (chalk on the sidewalk)
'Nitials on a tree ('nitials on a tree)
Ev'rybody knows it (ev'rybody knows it)
Paul loves me

(Tall Paul)

With the king-size arms
(Tall Paul)

With the king-size charms
(Tall Paul)

With the king-size kiss
(He's my all) He's my all!

(Tall Paul is my love: tall Paul is my dream)
(He's the captain of the high school football team)

He's my mountain
He's my tree
We go steady
Paul and me

Tall Paul (with the great big smile)
Tall Paul (with the great big eyes)
Tall Paul: (with the great big kiss)
He's my all

Tall Paul: tall Paul
Tall Paul: he's my all"
77,Kingston Trio,The Tijuana Jail,"We went one day about a month ago (ha ha ha) to have a little fun (ah ha) in Mexico.
We ended up in a gambling spot (ha ha ha) where the liquor flowed and the dice were hot.

So: here we are in the Tijuana jail. Ain't got no friends to go our bail.
So: here we'll stay 'cause we can't pay. Just send our mail to the Tijuana jail.

I was shooting dice: raking in the dough (long green) and then I heard a whistle blow.
We started to run when a man in blue said: ""Senor: come with me 'cause I want you.""

So: here we are in the Tijuana jail. Ain't got no friends to go our bail.
So: here we'll stay 'cause we can't pay. Just send our mail to the Tijuana jail.

Just five hundred dollars and they'll set us free. I couldn't raise a penny if they threatened me.
I know five hundred don't sound like much (cheap): but just try to find somebody to touch.

So: here we are in the Tijuana jail. Ain't got no friends to go our bail.
So: here we'll stay 'cause we can't pay. Just send our mail to the Tijuana jail.
So: here we are in the Tijuana jail. Ain't got no friends to go our bail.
So: here we'll stay 'cause we can't pay. Just send our mail to the Tijuana jail."
78,Ricky Nelson,Just A Little Too Much,"Sometimes I think I love you
Ah: just a little too much
You know you thrill me baby
With your magic touch
That's why I want you: honey
And love you like I do
I'm gonna scream and shout it
There ain't no doubt about it
That's why I love you like I do

Well: sometimes I think you kiss me
Ah: just a little too much
You drive me crazy: baby
With your magic touch
You make me feel so good
When the moon is shining bright
With our lips together
And you're squeezing me so tight
Well: I went steady once before
Thought I loved the girl next door
She stepped out on me you see
Couldn't be true
Well: I got over all my dreams
Time went by so fast it seems
Now I know I'll never get over you
Oh now...

Sometimes I think I love you
Ah: just a little too much
You know you thrill me baby
With your magic touch
That's why I want you honey
And love you like I do
I'm gonna scream and shout it
There ain't no doubt about it
That's why I love you like I do
Yeah: that's why I love you like I do"
79,Jack Scott,Goodbye Baby,"Ooh: bye bye
Ooh: bye bye

Goodbye baby: bye bye
Goodbye baby: bye bye
Goodbye baby: bye bye
I'm gonna leave you now

Goodbye baby: bye bye
Goodbye baby: bye bye
Goodbye baby: bye bye
Johnny's going away

You were wrong: pretty baby: bye bye
Oh: so wrong: pretty baby: bye bye
Yes: so wrong: pretty baby: bye bye
Please don't you cry

Oh: goodbye baby: baby: bye bye
Goodbye baby: baby: bye bye
Goodbye baby: baby: bye bye
I'm gonna leave you now

Baby: bye bye: baby: bye bye
Baby: bye bye: baby: bye bye
Baby: bye bye: baby: bye bye
Baby: bye bye: baby: bye bye

Oh: goodbye baby: bye bye
Goodbye baby: bye bye
Goodbye baby: bye bye
Johnny's going away

Take my hand: pretty baby: bye bye
One more time: pretty baby: bye bye
Take my hand: pretty baby: bye bye
Hope you'll understand

Oh: oh
Goodbye: bay-hey: hey: hey
Goodbye: bay-hey: hey: hey

Ooh: bye bye
Ooh: bye bye"
80,Coasters,Along Came Jones,"I flopped down in my easy chair and turned on channel 2
A bad gunslinger called Salty Sam was a-chasin' poor sweet Sue
He trapped her in the old sawmill and said with an evil laugh
""If you don't give me the deed to your ranch: I'll saw you all in half""

And then he grabbed her (And then?)
He tied her up (And then?)
He turned on the buzz saw (And then? And then?)

Ack-ack
And then along came Jones
Tall: thin Jones
Slow-walkin' Jones
Slow-talkin' Jones
Along came lonely: lanky Jones

Commercial came on: so I got up to get myself a snack
You should've seen what was going on by the time that I got back
Down in the old abandoned mine: sweet Sue was a-havin' fits
That villain said: ""Give me the deed to your ranch or I'll blow you all to bits""

And then he grabbed her (And then?)
He tied her up (And then?)
He lit the fuse to the dynamite (And then? And then?)

Ack-ack
And then along came Jones
Tall: thin Jones
Slow-walkin' Jones
Slow-talkin' Jones
Along came lonely: lanky Jones

I got so bugged: I turned it off and turned on another show
But there was the same old shoot-'em-up and the same old rodeo
Salty Sam was a-tryin' to stuff Sweet Sue in a burlap sack
He said: ""If you don't give me the deed to your ranch: I'm gonna throw you on the railroad track""

And then he grabbed her (And then?)
He tied her up (And then?)
He threw her on the railroad track (And then?)
A train started coming (And then? And then?)

Ack-ack
And then along came Jones
Tall: thin Jones
Slow-walkin' Jones
Slow-talkin' Jones
Along came lonely: lanky Jones
Along came lonely: lanky Jones"
81,Tommy Dee and Carol Kay,Three Stars,
82,Frankie Avalon,A Boy Without A Girl,"A boy without a girl
Is a song without a tune
Is a year without a June
My love

A boy without a girl
Is a day without a night
Is a star without a light
My love

And since you've come to me
All the world has come to shine
'Cause I've found girl
Who's really mine

And if you stay with me
All your life you'll never be
A girl without a boy
My love

My love: my love

And since you've come to me
All the world has come to shine
'Cause I've found girl
Who's really mine

And if you stay with me
All your life you'll never be
A girl without a boy
My love

My love: my love
My love: my love"
83,Ricky Nelson,Sweeter Than You,"I could never be loved by anyone sweeter than you 
And I could never belong to anyone sweeter than you 
With you to stand beside me I'll never be alone 
And what more could I long for than to have you for my own 

My only desire is loving you eternally 
For no: no other love could ever mean so much to me 
So if you say you love me forever I'll be true 
And what more could I long for than to live my life with you

I could never be loved by anyone sweeter than you 
And I could never belong to anyone sweeter than you"
84,Skip and Flip,It Was I,
85,Kathy Linden,"Goodbye, Jimmy, Goodbye","Goodbye: Jimmy: goodbye
Goodbye: Jimmy: goodbye
I'll see you again but I don't know when
Goodbye: Jimmy: goodbye

Wind is a blowing: rain starts to fall
Train is a tooting its long: lonesome call
Wheels are clicking their way down the track
Counting the days till he's coming back

When he has traveled the land and the sea
He'll stop his wandering and come home to me
Give me a kiss for each tear and each sigh
Till then my Jimmy: my Jimmy: goodbye"
86,Reg Owens Orch.,Manhattan Spiritual,
87,Brook Benton,Endlessly,
88,Guy Mitchell,Heartaches By The Number,"Heartaches by the number: troubles by the score
Everyday you love me less: each day I love you more
Yes: I've got heartaches by the number: a love that I can't win
But the day that I stop counting: that's the day my world will end

Heartache number one was when you left me
I never knew that I could hurt this way
And heartache number two was when you come back again
You came back but never meant to stay

Yes: I've got

Heartache number three was when you called me
And said that you were coming back to stay
With hopeful heart I waited for your knock on the door
I waited but you must have lost your way

Yes: I've got"
89,Frankie Ford,Sea Cruise,"


Old man rhythm is in my shoes
No use t'sittin' and a'singin' the blues
So be my guest: you got nothin' to lose
Won't ya let me take you on a sea cruise?

Ooh-ee: ooh-ee baby
Ooh-ee: ooh-ee baby
Ooh-ee: ooh-ee baby
Won't ya let me take you on a sea cruise?

Feel like jumpin' baby won't ya join me please
I don't like beggin' but I'm on bended knee

I got to get t'rockin' get my hat off the rack
I got to boogie woogie like a knife in the back
So be my guest: you got nothin' to lose
Won't ya let me take you on a sea cruise?

Ooh-ee: ooh-ee baby
Ooh-ee: ooh-ee baby
Ooh-ee: ooh-ee baby
Won't ya let me take you on a sea cruise?



I got to get t'movin' baby I ain't lyin'
My heart is beatin' rhythm and it's right on time
So be my guest: you got nothin' to lose
Won't ya let me take you on a sea cruise?

Ooh-ee: ooh-ee baby
Ooh-ee: ooh-ee baby
Ooh-ee: ooh-ee baby
Won't ya let me take you on a sea cruise?

Feel like jumpin' baby won't ya join me please
I don't like beggin' but I'm on bended knee

Ooh-ee: ooh-ee baby
Ooh-ee: ooh-ee baby
Ooh-ee: ooh-ee baby
Won't ya let me take you on a sea cruise?"
90,Jackie Wilson,That's Why,
91,Falcons,You're So Fine,
92,Bobby Rydell,Kissin' Time,"Kissin' Time

-Artist: Bobby Rydell from ""The Bobby Rydell Story-A Musical Journey""
-Regal Collectible Classics-RCC 1020-LE
-Peak Billboard position # 11 in 1959
-Words and Music by Kal Mann and Bernie Lowe

They're kissin' in Cleveland: Kansas City: too
They're wailin' in Wildwood: back at Waterloo
They're smoochin' all over: even in St. Loo
So uh-baby get ready: I'm a-kissin' you

Oh: baby 'cause summertime is kissin' time USA
So treat me right: a-don't-a make-a me fight
The Battle of New Orleans tonight

They're kissin' on beaches: sea to shining sea
Smoochin' on benches: near the Christmas tree
Lipstick on collars down in Tennessee
So a-baby: come on now: start by kissin' me

Oh: oh 'cause summertime is kissin' time USA
So press your tasty lips to mine
Sweeter than wine and feels so fine: wa-hoo!

Mmm: 'cause summertime is kissin' time USA
So treat me right: a-don't-a make-a me fight
The Battle of New Orleans tonight

They're kissin' in drive-ins: you too: Baltimore
Rockin' at dances: land and sea and shore
Then it's off to Dee-troit: they all know the score
So: a-baby: oh baby: what are we waitin' for?

Oh: 'cause summertime is kissin' time USA

FADE
So press your tasty lips to mine
Sweeter than wine"
93,Elvis Presley,My Wish Came True,"My wish came true
When I met you
I'd searched and searched
My whole life through

There's just one thing
Dear before we start
Don't say you care
Then break my heart

When you speak of love
Please be sincere
For if you play with love
It can bring tears my dear

My wish came true
To my surprise
When you stood there before my eyes

And when my heart
Started beating fast
T'was then I knew
I'd found true love at last"
94,Ivo Robic,Morgen,
95,Jan and Dean,Baby Talk,"Bom ba ba bom bab um dab um dab um wah wah wah
Bom ba ba bom bab um dad um dab um wah wah wah
Bom ba ba bom um dab um dad um dab um dab

I am only five years old and my baby's three
But I know that she's the girl: just you wait and see
When I say I love my girl: she replies to me (yeah)

Un dat un dat un dat dat: un dat un dat: dat dat
Un dat un dat un dat dat: un dat un dat dat

Which means to say she loves me (in baby talk)
To say she loves me (dip dih dup dih dup)

She can not speak very well: everybody knows
But to me she sure looks swell in her baby clothes
I asked her if her love is true and she only goes (yeah)

Un dat un dat un dat dat: un dat un dat: dat dat
Un dat un dat un dat dat: un dat un dat dat

Which means to say she loves me
I'll tell all the world
That I love her so
And if she wants to be my girl
I'll never (ever): never let her go

She will say to me
When I kiss her on the cheek: oh so tenderly
Although I'm only five years old: she is only three
I really love my baby (dip dih dup dih dup)
Love my baby (dip dih dup dih dup)

Bom ba ba bom bab um dab um dab um wah wah wah
Un dat un dat un dat dat: un dat un dat: dat dat
Un dat un dat un dat dat: un dat un dat dat"
96,Preston Epps,Bongo Rock,
97,Everly Brothers,Take A Message To Mary,"These are the words of a frontier lad
Who lost his love when he turned bad

Take a message to Mary
But don't tell her where I am
Take a message to Mary
But don't say I'm in a jam
You can tell her I had to see the world
Or tell her that my ship set sail
You can say she better not wait for me
But don't tell her I'm in jail
Oh: don't tell her I'm in jail

Take a message to Mary
But don't tell her what I've done
Please don't mention the stagecoach
And the shot from a careless gun
You can tell her I had to change my plans
And cancel out the wedding day
But please don't mention my lonely cell
Where I'm gonna pine away
Until my dying day

Take a message to Mary
But don't tell her all you know
My heart's aching for Mary
Lord knows I miss her so
Just tell her I went to Timbuktu
Tell her I'm searching for gold
You can say she better find someone new
To cherish and to hold
Oh: Lord: this cell is cold

Mary: Mary
Oh: Lord this cell is cold"
