Position,Artist,Song_Title,Lyrics
38,Ohio Express,"Yummy, Yummy, Yummy","Yummy: Yummy: Yummy
I got love in my tummy
And I feel like a-lovin' you
Love: you're such a sweet thing
Good enough to eat thing
And that's just a-what I'm gonna do
Ooh love: to hold ya
Ooh love: to kiss ya
Ooh love: I love it so
Ooh love: you're sweeter
Sweeter than sugar
Ooh love: I won't let you go

Yummy: Yummy: Yummy
I got love in my tummy
And as silly as it may seem
The lovin' that you re giving
Is what keeps me livin'
And your love is like
Peaches and cream
Kind-a like sugar
Kind-a like spices
Kind-a like: like what you do
Kind-a sounds funny
But love: honey
Honey I love you

Yummy: Yummy: Yummy
I got love in my tummy
That your love can satisfy
Love: you're such a sweet thing
Good enough to eat thing
And sweet thing: that ain't no lie
I love to hold ya
Oh love: to kiss ya
Ooh love: I love it so
Ooh love: you're sweeter
Sweeter than sugar
Ooh love: I won't let you go"
39,Crazy World Of Arthur Brown,Fire,
40,Troggs,Love Is All Around,"I feel it in my fingers: I feel it in my toes
Well love is all around me: and so the feeling grows
It's written on the wind: it's everywhere I go
So if you really love me: come on and let it show

You know I love you: I always will
My mind's made up by the way that I feel
There's no beginning: there'll be no end
'Cause on my love you can depend

I see your face before me as I lay on my bed
I kinda get to thinking: of all the things you said
You gave your promise to me: and I gave mine to you
I need someone beside me in everything I do

You know I love you: I always will
My mind's made up by the way that I feel
There's no beginning: there'll be no end
'Cause on my love you can depend

It's written on the wind: it's everywhere I go
So if you really love me: come on and let it show
Come on and let it show
Come on and let it show
Come on and let it show
Come on and let it show
Come on and let it show"
41,Gene and Debbe,Playboy,
42,Dionne Warwick,(Theme From) Valley Of The Dolls,"Gotta get off: gonna get Have to get off from this ride
Gotta get hold: gonna get Need to get hold of my pride
When did I get: where did I
How was I caught in this game
When will I know: where will I
How will I think of my name

When did I stop feeling sure: feeling safe
And start wondering why: wondering why
Is this a dream: am I here: where are you
What's in back of the sky: why do we cry

Gotta get off: gonna get Out of this merry-go-round
Gotta get off: gonna get Need to get on where I'm bound
When did I get: where did I Why am I lost as a lamb
When will I know: where will I How will I learn who I am
Is this a dream: am I here: where are you
Tell me: when will I know: how will I know
When will I know why?"
43,Mason Williams,Classical Gas, Instrumental
44,Clarence Carter,Slip Away,"What would I give for just a few moments
What would I give just to have you near
Tell me you will try to slip away somehow
Oh: I need you darling: I want to see you right now

Can you slip away: slip away: slip away: yeah
Oh: I need you so

Love: oh love: how sweet it is
When you're still in: darling: let me tell you something now
How sweet it is

Now I know it's wrong: the things I ask you to do
But please believe me darling: I don't mean to hurt you
But could you just slip away without him knowing you're gone
Then we could meet somewhere: somewhere where we're both unknown

Can you just: can you slip away: slip away: slip away: yeah
I need you so

Oh: can you slip away: baby
I'd like to see you right now: darling
Can you slip away now: baby
'Cause I got to: I got to see you
I feel a deep burning inside"
45,O'Kaysions,Girl Watcher,
46,Aretha Franklin,(Sweet Sweet Baby) Since You've Been Gone,
47,Lemon Pipers,Green Tambourine,"Drop your silver in my tambourine
Help a poor man fill a pretty dream
Give me pennies: I'll take anything
Now listen while I play
My green tambourine

Watch the jingle jangle start to shine
Reflections of the music that is mine
When you toss a coin: you'll hear it sing
Now listen while I play
My green tambourine

Drop a dime before I walk away
Any song you want: I'll gladly play
Money feeds my music machine
Now listen while I play
My green tambourine

Listen and I'll play"
48,1910 Fruitgum Company,"1, 2, 3, Red Light","Every time I try to prove I love you: 
1: 2: 3: Red Light: you stop me:. 
Baby you ain't right to stop me. 
1: 2: 3: Red Light: you stop me. 
Every time I make a move to love you: 
1: 2: 3: Red Light: you stop me. 
Baby: every night you stop me. 
1: 2: 3: Red Light. 

Stop the game
You've got too much to lose. 
If you stop me again:
That's when we might end:
So don't refuse.

Every time I make a move to love you: 
1: 2: 3: Red Light: don't stop me. 
Baby you ain't right to stop me: 
1: 2: 3: Red Light won't stop me. 
Every time I try to prove I love you: 
1: 2: 3: Red Light won't stop me. 
When I know I'm right don't stop me. 
1: 2: 3: Red Light."
49,Friend and Lover,Reach Out Of The Darkness,"I think it's so groovy now
That people are finally getting together
I think it's so wonderful and how
That people are finally getting together
I think it's so groovy now
That people are finally getting together
I think it's so wonderful and how
That people are finally getting together

Reach out in the darkness
Reach out in the darkness
Reach out in the darkness
And you may find a friend

I knew a man that I did not care for
And then one day this man gave me a call
We sat and talked about things on our mind
And now this man: he is a friend of mine

Reach out in the darkness
Reach out in the darkness
Reach out in the darkness
And you may find a friend

I think it's so groovy now
That people are finally getting together
I think it's so wonderful and how
That people are finally getting together
I think it's so groovy now
That people are finally getting together
I think it's so wonderful and how
That people are finally getting together

Don't be afraid of love
Don't be afraid
Don't be afraid: don't be afraid to love
Listen to me
Everybody needs a little love
Everybody needs somebody
That they can be thinking of

Now: reach out!
Reach out in the darkness
Reach out in the darkness
Reach out in the darkness
And you may find a friend

I think it's so groovy now
That people are finally getting together
I think it's so wonderful and how
That people are finally getting together
I think it's so groovy now
That people are finally getting together
I think it's so wonderful and how
That people are finally getting together

I think it's so groovy now
That people are finally getting together
I think it's so wonderful and how
That people are finally getting together
I think it's so groovy now
That people are finally getting together
I think it's so wonderful and how
That people are finally getting together"
50,Rolling Stones,Jumpin' Jack Flash,"Watch it

I was born in a crossfire hurricane
And I howled at my ma in the drivin' rain

But it's all right now: in fact it's a gas
But it's all right: I'm Jumpin' Jack Flash
It's a gas: gas: gas

I was raised by a toothless: bearded hag
I was schooled with a strap right across my back

But it's all right now: in fact it's a gas
But it's all right: I'm Jumpin' Jack Flash
It's a gas: gas: gas
Ooh

I was drowned: I was washed up and left for dead
I fell down to my feet and I saw they bled: yeah yeah
I frowned at the crumbs of a crust of bread: yeah yeah yeah
I was crowned with a spike right through my head

But it's all right now: in fact it's a gas
But it's all right: I'm Jumpin' Jack Flash
It's a gas: gas: gas

Jumping Jack Flash: it's a gas
Jumping Jack Flash: it's a gas
Jumping Jack Flash: it's a gas
Jumping Jack Flash: it's a gas
Jumping Jack Flash: it's a gas
Jumping Jack Flash: it's a gas"
51,Richard Harris,MacArthur Park,"Spring was never waiting for us: girl
It ran one step ahead
As we followed in the dance
Between the parted pages and were pressed
In love's hot: fevered iron
Like a striped pair of pants

MacArthur's Park is melting in the dark
All the sweet green icing flowing down
Someone left the cake out in the rain
I don't think that I can take it
'Cause it took so long to bake it
And I'll never have that recipe again
Oh: no

I recall the yellow cotton dress
Foaming like a wave
On the ground around your knees
The birds: like tender babies in your hands
And the old men playing checkers
By the trees

MacArthur's Park is melting in the dark
All the sweet green icing flowing down
Someone left the cake out in the rain
I don't think that I can take it
'Cause it took so long to bake it
And I'll never have the recipe again
Oh: no

There will be another song for me
For I will sing it
There will be another dream for me
Someone will bring it
I will drink the wine while it is warm
And never let you catch me looking at the sun
And after all the loves of my life
After all the loves of my life
You'll still be the one

I will take my life into my hands
And I will use it
I will win the worship in their eyes
And I will lose it
I will have the things that I desire
And my passion flow like rivers through the sky
And after all the loves of my life
Oh: after all the loves of my life
I'll be thinking of you
And wondering why

MacArthur's Park is melting in the dark
All the sweet green icing flowing down
Someone left the cake out in the rain
I don't think that I can take it
'Cause it took so long to bake it
And I'll never have that recipe again
Oh: no
Oh: no

No: no
Oh: no"
52,Jose Feliciano,Light My Fire,Unfortunately: we are not licensed to display the full lyrics for this song at the moment. Hopefully we will be able to in the future. Until then... how about a random page?
53,People,I Love You,"I love you: I love you: I love you: yes I do
But the words won't come and I don't know what to say

I should tell you: I love you: I do
My words should explain: but my words won't come
I shouldn't hide my love deep inside
My words should explain: but my words won't come
I should tell you just how I feel: and I keep tryin'
But something holds me back when I try to tell you

I love you: I love you: I love you: yes I do
I love you: I love you: I love you: yes I do
But the words won't come and I don't know what to say

If I can find the words in my mind
The words could explain: but the words won't come
If you can see what you mean to me
My words should explain: but my words won't come
And oh how hard I try to tell you I love you
But something holds me back when I try to tell you

I love you: I love you: I love you: yes I do
I love you: I love you: I love you: yes I do
But the words won't come and I don't know what to say

And I don't know what to say
And oh how hard I try to tell you I love you
But something holds me back when I try to tell you

I love you: I love you: I love you: yes I do
I love you: I love you: I love you: yes I do
But the words won't come and I don't know what to say

I love you: I love you: I love you: yes I do
I love you: I love you: I love you: yes I do"
54,Percy Sledge,Take Time To Know Her,"I found a woman
I felt I truly loved
She was everything
I'd ever been dreaming of

But she was bad: I didn't know it
Her pretty smile never did show it
All I knew is what I could see
And I knew I wanted her for me

I took her home to mama
Mama wanted to see my future bride
Well she looked at us both
And then she called me to her side

She said: ""Son: take time to know her
It's not an overnight fling
Take time to know her
Please don't rush into this thing""

But I didn't listen to mama
I went straight to the church
I just couldn't wait to have a little girl of mine
When I got off from work
The preacher was there
So was my future bride
He looked at us both 
And then he called me to his side

He said: ""Son: take time to know her
It's not an overnight fling
You better take time to know her
Please: please don't rush into this thing""

When it look like every thing was gonna turn out all right
And then I came home a little early one night
And there she was kissin' on another man

Now I know what mama meant when she took me by the hand
And said son: take time to know her
It's not an overnight fling
Take time to know her
Please don't rush into this thing

Take time to know her
It's not an overnight fling
Take time to know her"
55,Status Quo,Pictures Of Matchstick Men,"When I look up to the sky
I see your eyes a funny kind of yellow
I rush home to bed: I soak my head
I see your face underneath my pillow
I wake next morning: tired: still yawning
See your face come peeping through my window

Pictures of matchstick men and you
Mirages of matchstick men and you
All I ever see is them and you

Windows echo your reflection
When I look in their direction gone
When will this haunting stop?
Your face it just won't leave me alone

Pictures of matchstick men and you
Mirages of matchstick men and you
All I ever see is them and you

You in the sky: you with this guy
You make men cry: you lie
You in the sky: you with this guy
You make men cry: you lie

Pictures of matchstick men
Pictures of matchstick men
Pictures of matchstick men
Pictures of matchstick men"
56,Blue Cheer,Summertime Blues,"Lord: I got to raise a fuss: Lord: I got to raise a holler
About workin' all summer just to try to earn a dollar
Well: Lord: I tried to call my baby
I tried to get a date

Sometimes I wonder what I'm gonna do
But there ain't no cure
For the summertime blues

Well: my mom and papa told me: son: you got to make some money
Well: if you wanna use the car to go ridin' next Sunday
Oh: Lord: I didn't go to work
I told the boss I was sick: he said

Sometimes I wonder what I'm gonna do
But there ain't no cure
For the summertime blues

I got to take three weeks: I got to have a fine vacation
I got to take my problems to the United Nations
I done told my Congressman and he said ""Vote"" (dig this boy)

Sometimes I wonder what I'm gonna do
But there ain't no cure
For the summertime blues

I got to take three weeks: I gotta have a fine vacation
I got to take my problems to the United Nations
I done told my Congressman and he said ""Vote"" (dig this boy)

Sometimes I wonder what I'm gonna do
But there ain't no cure
For the summertimes blues
Whoa: there ain't no cure"
57,Marvin Gaye and Tammi Terrell,Ain't Nothing Like The Real Thing,"Ain't nothing like the real thing: baby
Ain't nothing like the real thing: no: no
Ain't nothing like the real thing: baby
Ain't nothing like the real thing: no honey

I've got your picture hanging on the wall
But it can't see
Or come to me
When I call your name
I realize it's just a picture in a frame

Ooh: I read your letters when you're not here
But they don't move me
And they don't groove me
Like when I hear
Your sweet voice whispering in my ear

Don&#x2019;t you know
Ain't nothing like the real thing: baby
Ain't nothing like the real thing

I play my game of fantasy
I pretend but I know in reality
I need the shelter of your arms to comfort me

No other sound is quite the same as your name
No touch can do half as much
To make me feel better
So let's stay together

I've got some memories to look back on
Though they help when you phone
I'm well aware
Nothing can take the place of your being there: oh

So glad we got the real thing: baby
So glad we got the real thing
Ain't nothing like the real thing: baby (oh darling)
Ain't nothing like the real thing (talk to me)
Ain't nothing like the real thing: baby (oh so glad)
Ain't nothing like the real thing (oh)"
58,James Brown and The Famous Flames,I Got The Feelin',"Uh huh: uh uh
I got the feeling
Baby: baby
I got the feeling

You don't know what you do to me
People are heavy: down in misery

Hey: yeah: all right: ow
Hey: hey: ah: good Lord

I got the feeling: all right

Baby: baby: baby
Baby: baby: baby
Baby: baby: baby
Baby: baby

I got the feeling: baby
Baby: sometimes I'm up
Sometimes I'm down
My heart: I'm around the town

I'm level with the ground: baby
I said level with the ground
Well: baby: you treat me
You treat me bad

No: no: I know
No: you don't mean it now
Sometimes: I roam
But I'll be coming back home
Sometimes I seem to be fly
I just don't want you
To say: ""Bye: bye""

Hey: baby: uh uh...
Waaah: baby
I got that feeling: baby
I have it: all right

Baby: baby: baby
Baby: baby: baby
Baby: baby: baby
Baby: baby

Come on a
Come on now
Oh: oh: oh: oh ..."
59,Bee Gees,I've Gotta Get A Message To You,"The preacher talked to me and he smiled
Said: &#x201C;Come and walk with me: come and walk one more mile
Now for once in your life you're alone
But you ain't got a dime: there's no time for the phone&#x201D;

I've just got to get a message to you
Hold on: hold on
One more hour and my life will be through
Hold on: hold on

I told him I'm in no hurry
But if I broke her heart: won't you tell her I'm sorry
And for once in my life I'm alone
And I've got to let her know just in time before I go

I've just go to get a message to you
Hold on: hold on
One more hour and my life will be through
Hold on: hold on

Well I laughed: but that didn't hurt
And it's only her love that keeps me wearing this dirt
Now I'm crying: but deep down inside
Well I did it to him: now it's my turn to die

I've just got to get a message to you
Hold on: hold on
One more hour and my life will be through
Hold on: hold on

I've just got to get a message to her
Hold on: hold on
One more hour and my life will be through
Hold on"
60,Beatles,Lady Madonna,"Lady Madonna
Children at your feet
Wonder how you manage to make ends meet?

Who finds the money
When you pay the rent
Did you think that money was heaven sent?

Friday night arrives without a suitcase
Sunday morning creeping like a nun
Monday's child has learned to tie his bootlace
See how they run

Lady Madonna
Baby at your breast
Wonders how you manage to feed the rest

See how they run

Lady Madonna
Lying on the bed
Listen to the music playing in your head

Tuesday afternoon is never ending
Wednesday morning papers didn't come
Thursday night your stockings needed mending
See how they run

Lady Madonna
Children at your feet
Wonder how you manage to make ends meet"
61,Donovan,Hurdy Gurdy Man,"Thrown like a star in my vast sleep
I opened my eyes to take a peek
To find that I was by the sea
Gazing with tranquility

'Twas then when the Hurdy Gurdy Man
Came singing songs of love
Then when the Hurdy Gurdy Man
Came singing songs of love

""Hurdy gurdy: hurdy gurdy: hurdy gurdy gurdy"" he sang
""Hurdy gurdy: hurdy gurdy: hurdy gurdy gurdy"" he sang
""Hurdy gurdy: hurdy gurdy: hurdy gurdy gurdy"" he sang

Histories of ages past
Unenlightened shadows cast
Down through all eternity
The crying of humanity

'Tis then when the Hurdy Gurdy Man
Comes singing songs of love
Then when the Hurdy Gurdy Man
Comes singing songs of love

""Hurdy gurdy: hurdy gurdy: hurdy gurdy gurdy"" he sang
""Hurdy gurdy: hurdy gurdy: hurdy gurdy: hurdy gurdy: hurdy gurd
Hurdy gurdy: hurdy gurdy: hurdy gurdy gurdy"" he sang

""Hurdy gurdy: hurdy gurdy: hurdy gurdy gurdy"" he sang
Here comes the Roly Poly Man
He's singing songs of love
""Roly poly: roly poly: holy poly poly"" he sang
""Hurdy gurdy: hurdy gurdy: hurdy gurdy gurdy"" he sang
""Hurdy gurdy: hurdy gurdy: hurdy gurdy gurdy"" he sang"
62,Steppenwolf,Magic Carpet Ride,"I like to dream
Yes: yes: right between my sound machine
On a cloud of sound: I drift in the night
Any place it goes is right
Goes far: flies near
To the stars away from here

Well: you don't know what we can find
Why don't you come with me: little girl: on a magic carpet ride?
You don't know what we can see
Why don't you tell your dreams to me? Fantasy will set you free

Close your eyes: girl
Look inside: girl
Let the sound take you away

Last night I held Aladdin's lamp
And so I wished that I could stay
Before the thing could answer me
Well: someone came and took the lamp away
I looked around
A lousy candle's all I found

Well: you don't know what we can find
Why don't you come with me: little girl: on a magic carpet ride?
Well: you don't know what we can see
Why don't you tell your dreams to me? Fantasy will set you free

Close your eyes: girl
Look inside: girl
Let the sound take you away

You don't know what we can find
Why don't you come with me: little girl: on a magic carpet ride?
Well: you don't know what we can see
Why don't you tell your dreams to me? Fantasy will set you free"
63,Fireballs,Bottle Of Wine,
64,Dells,Stay In My Corner,"If you stay: stay darling
(Stay in my corner)
You make me so proud: stay darling
Please: stay
(Stay in my corner)

To the world I'd cry my love
How I love you
Honey: I love you: I really love you
(Stay: stay: stay: stay)
Please: please: please stay darling
(Stay in my corner)

And I will never: never let you down
Just say you'll stay
(Stay in my corner)
'Cause I'll need you always around
To tell me you love me
Honey: you love me: so darling stay
(Stay: stay: stay)

There'll be times when I may fail
I'll need your love to sometimes comfort me
Bitter days may prevail but just a kiss from you
Will make them sweet: stay
(Stay: stay: stay)
But just a kiss from you
Will make them sweet

Honey: I love you
(Stay)
I love you
(Stay)
I love you
(Stay in my corner)
I love you

I love you
(Stay)
I love you
(Stay)
I love you
(Stay in my corner)

Don't you know baby
(Stay)
I love you
(Stay)
I love you
(Stay in my corner)
..."
65,Willie Mitchell,Soul Serenade,
66,Tom Jones,Delilah,"I saw the light on the night that I passed by her window
I saw the flickering shadows of love on her blind

She was my woman
As she deceived me I watched and went out of my mind

My: my: my: Delilah
Why: why: why: Delilah

I could see: that girl was no good for me
But I was lost like a slave that no man could free

At break of day when that man drove away: I was waiting
I crossed the street to her house and she opened the door

She stood there laughing
I felt the knife in my hand and she laughed no more

My: my: my: Delilah
Why: why: why: Delilah

So before they come to break down the door
Forgive me Delilah: I just couldn't take anymore

She stood there laughing
I felt the knife in my hand and she laughed no more

My: my: my: Delilah
Why: why: why: Delilah

So before they come to break down the door
Forgive me Delilah: I just couldn't take anymore
Forgive me Delilah: I just couldn't take anymore"
67,Human Beinz,Nobody But Me,"No-no: no: no-no: no-no-no-no
No: no-no: no: no: no-no: no-no: no-no
No-no-no-no: no-no: no: no-no: no

Nobody can do the shing-a-ling 
Like I do
Nobody can do the skate
Like I do
Nobody can do boogaloo
Like I do
Nobody can do Philly
Like I do

Well: don't you know I go to skate: I do
Ain't nobody doin' it but me (Nobody but me)
When I go to Philly: I do
Ain't nobody doin' it but me: babe (Nobody but me)
Well: let me tell you nobody
But nobody but me

Tell you: tell you: nobody (nobody): nobody (nobody)
Nobody (nobody): nobody (nobody)
Nobody (nobody): nobody (nobody)
Nobody (nobody): nobody (nobody)

No-no: no: no-no: no-no-no-no
No: no-no: no: no: no-no: no-no: no-no
No-no-no-no: no-no: no: no-no: no

Nobody can do the shing-a-ling 
Like I do
Nobody can do the skate
Like I do
Nobody can do the boogaloo
Like I do
Nobody can do Philly
Like I do
Oh: yeah
Nobody: nobody
Nobody: nobody
Nobody: nobody
Nobody: nobody
Nobody: nobody
Nobody: nobody
Nobody: nobody"
68,Sam and Dave,I Thank You,"(I want everybody to get up off your seat
And get your arms together: and your hands together
And give me some of that o-o-old soul clapping)

You didn't have to love me like you did
But you did: but you did
And I thank you
You didn't have to squeeze me like you did
But you did: but you did
And I thank you

If you took your love to somewhere else
I wouldn't know what it meant to be loved to death
You made me feel like I've never felt
Kisses so good I had to holler for help

You didn't have to squeeze me but you did
But you did but you did
And I thank you
You didn't have to hold me but you did
But you did but you did
And I thank you

Every day was something new
You pull out your bag and your fine to-do
You got me trying new things too
Just so I can keep up with you

You didn't have to shake me like you did
But you did but you did
And I thank you
You didn't have to make it like you did
But you did but you did
And I thank you

All my life I've been shortchanged
Without your love baby: it's a crying shame
And now I know what the fellas are talking about
When they say that they been turned out

I want to thank you (thank you)
Thank you (oh: baby)
Thank you baby (yeah: yeah)
Oh baby (I gotta be thanking)
Got to say

You didn't have to love me like you did
But you did: but you did.
(And I thank you.)

You didn't have to hold me like you did
But you did: but you did.
(And I thank you.)

Thank you (thank you: baby)
Baby (Got to thank you)
Baby (oh: baby)
Thank! I've! Got! I've got to (thank you baby)
Thank you baby (oh baby)"
69,Sergio Mendes and Brasil '66,The Fool On The Hill,"Day after day alone on the hill
The man with the foolish grin 
Is keeping perfectly still
But nobody wants to know him
They can see that he's just a fool
And he never gives an answer
But the fool on the hill
Sees the sun going down
And the eyes in his head
See the world spinning around

Well on his way his head in a cloud
The man of a thousand voices 
Talking percetly loud
But nobody ever hears him
Or the sound he appears to make
And he never seems to notice
But the fool on the hill
Nobody seems to like him
They can tell what he wants to do
And he never shows his feelings
But the fool on the hill"
70,Eric Burdon and The Animals,Sky Pilot,"He blesses the boys as they stand in line
The smell of gun grease and the bayonets they shine
He's there to help them all that he can
To make them feel wanted he's a good holy man
Sky pilot... sky pilot
How high can you fly
You'll never: never: never reach the sky

He smiles at the young soldiers
Tells them it's all right
He knows of their fear in the forthcoming fight
Soon there'll be blood and many will die
Mothers and fathers back home they will cry
Sky pilot... sky pilot
How high can you fly
You'll never: never: never reach the sky

He mumbles a prayer and it ends with a smile
The order is given
They move down the line
But he's still behind and he'll meditate
But it won't stop the bleeding or ease the hate
As the young men move out into the battle zone
He feels good: with God you're never alone
He feels tired and he lays on his bed
Hopes the men will find courage in the words that he said
Sky pilot... sky pilot
How high can you fly

You'll never: never: never reach the sky
You're soldiers of God you must understand
The fate of your country is in your young hands
May God give you strength
Do your job real well
If it all was worth it
Only time it will tell

In the morning they return
With tears in their eyes
The stench of death drifts up to the skies
A soldier so ill looks at the sky pilot
Remembers the words
""Thou shalt not kill""
Sky pilot... sky pilot
How high can you fly
You never: never: never reach the sky"
71,Cowsills,Indian Lake,"You take a bus marked Lakewood Drive
And you keep on ridin' 
Till you're out of the city
Where the air is fine 
With the sweet smelling pine
And the countryside's pretty

And you'll see daffodils
Peeping over the hills
Or a honey-loving mama bear
Just take a left at the bridge
Go down to Quakertown Ridge
And in a minute you're there (in a minute you're there)

(Let's go to) Indian Lake 
Is a scene you should make 
With your little one
Keep it in mind 
If you're looking to find
A place in the summer sun

Swim in the cove
Have a snack in the grove
Or you can rent a canoe (you can rent a canoe)
At Indian Lake 
You'll be able to make 
The way the Indians do

(Let's go to) Indian Lake 
Is a scene you should make 
With your little one
Just keep it in mind 
If you're looking to find 
A place in the summer sun

You can swim in the cove
Have a snack in the grove 
Or you can rent a canoe (you can rent a canoe)
At Indian Lake 
You'll be able to make 
The way the indians do

(Everybody go) Hey: Indian Lake 
Is a scene you should make 
With your little one
Just keep it in mind 
If you're looking to find 
A place in the summer sun

You can swim in the cove
Have a snack in the grove 
Or you can rent a canoe
At Indian Lake"
72,Tommy Boyce and Bobby Hart,I Wonder What She's Doing Tonight,
73,Gary Puckett and The Union Gap,Over You,"Why am I losing sleep over you?
Reliving precious moments we knew

So many days have gone by
Still I'm so lonely and I guess there's just no getting over you
And there's nothing I can do
But spend all of my time out of my mind
Over you

Within the prison walls of my mind
There's still apart of you left behind
And though it hurts I'll get by
Without your loving yet I guess this just no getting over you
And there's nothing I can do
But spend all of my time out of my mind
Over you

And I guess there's just no getting over you
And there's nothing I can do
But spend all of my time out of my mind
Over you

And I guess there's just no getting over you
And there's nothing I can do
But spend all of my time out of my mind"
74,Lettermen,Goin' Out Of My Head / Can't Take My Eyes Off You,
75,Stevie Wonder,Shoo-Bee-Doo-Be-Doo-Da-Day,
76,Irish Rovers,The Unicorn,"A long time ago when the earth was green:
And there was more kinds of animals than you've ever seen:
They'd run around free while the earth was being born:
But the loveliest of them all was the Unicorn.

There was green alligators and long necked geese:
Some humpty-back camels and some chimpanzees:
Some cats and rats and elephants: but sure as you're born:
The loveliest of all was the Unicorn.

Now God seen some sinning and it gave Him pain:
And He says ""Stand back: I'm going to make it rain.""
He says ""Hey brother Noah: I'll tell you what to do:
Build me a floating zoo. And take some of them...

Green alligators and long necked geese:
Some humpty-back camels and some chimpanzees:
Some cats and rats and elephants: but sure as you're born:
Don't you forget My Unicorn.""

Old Noah was there to answer the call:
He finished up making the ark just as the rain started fallin'.
He marched in the animals two by two:
And he called out as they went through: ""Hey Lord: I got your...""

Green alligators and long necked geese:
Some humpy-back camels and some chimpanzees:
Some cats and rats and elephants: but Lord I'm so forlorn:
I just can't see no Unicorn.""

Then Noah looked out through the driving rain:
Them Unicorns were hiding: playing silly games.
Kicking and splashing while the rain was pouring:
Oh them silly Unicorns.

There was green alligators and long necked geese:
Some humpy-back camels and some chimpanzees:
Noah cried ""Close the door: cause the rain is pouring:
And we just can't wait for no Unicorn.""

The ark started movin: it drifted with the tide.
Them Unicorns looked up from the rocks and they cried:
And the waters came down and sort of floated them away:
And that's why you never seen a Unicorn... to this very day.

You'll see green alligators and long necked geese:
Some humpy-back camels and some chimpanzees:
Some cats and rats and elephants: but sure as you're born:
You're never gonna see no Unicorn."
77,Vanilla Fudge,(You Keep Me) Hangin' On,"Set me free: why don't you babe
Get out'my life: why don't you babe
You really don't want me
You just keep me hangin' on
You really don't need me
You just keep me hangin' on

Why do you keep coming around 
Playing with my heart
Why don't you get out of my life
And let me try to make a new start
Let me get over you
The way you've gotten over me

Set me free: why don't you babe
Get out'my life: why don't you: now
You really don't want me
You just keep me hangin' on
You really don't need me
You just keep me hangin' on

You said when we broke up
You just wanna be friends
But how can we still be friends
When seeing you only breaks my heart again
And there ain't nothing I can do about it

You know I really love
(Set me free: why don't you babe)
Talkin' 'bout love
(Get out'my life: why don't you babe)
You really don't want me
You just keep me hangin' on
You really don't need me
You just keep me hangin' on

Get out'my life: why don't you babe
Get out'my life: why don't you babe
Get out'my life: why don't you babe
Get out'my life: why don't you babe"
78,Beatles,Revolution,"You say you want a revolution
Well: you know
We all want to change the world
You tell me that it's evolution
Well: you know
We all want to change the world

But when you talk about destruction
Don't you know that you can count me out?
You know it's gonna be
All right
All right
All right

You say you got a real solution
Well: you know
We'd all love to see the plan
You ask me for a contribution
Well: you know
We all doing what we can

But if you want money for people with minds that hate
All I can tell you is: brother: you have to wait
You know it's gonna be
All right
All right
All right: ah

You say you'll change the constitution
Well: you know
We all want to change your head
You tell me it's the institution
Well: you know
You'd better free your mind instead

But if you go carrying pictures of Chairman Mao
You ain't gonna make it with anyone anyhow
You know it's gonna be
All right
All right
All right

All right: all right: all right
All right: all right: all right
All right: all right"
79,Gary Puckett and The Union Gap,"Woman, Woman","Woman
Woman
Have you got cheating on your mind?
On your mind

Something's wrong between us
That your laughter cannot hide
And you're afraid to let your eyes meet mine

And lately when I love you
I know you're not satisfied

Woman
Woman
Have you got cheating on your mind?
On your mind

I've seen the way men look at you
When they think I don't see
And it hurts to have them think that you're that kind

But it's knowing that you're looking back
That's really killing me

Woman
Woman
Have you got cheating on your mind?
On your mind

A woman wears a certain look
When she is on the move
And a man can always tell what's on her mind

I hate to have to say it
But that look's all over you

Woman
Woman
Have you got cheating on your mind?

Oh: woman
Woman
Have you got cheating on your mind?

Oh: woman
Oh: ho: woman
Have you got cheating on your mind?

Oh"
80,Turtles,Elenore,"You've got a thing about you
I just can't live without you
I really want you: Elenore: near me

Your looks intoxicate me
Even though your folks hate me
There's no one like you: Elenore: really

Elenore: gee: I think you're swell
And you really do me well
You're my pride and joy: et cetera

Elenore: can I take the time
To ask you to speak your mind?
Tell me that you love me better

I really think you're groovy
Let's go out to a movie
What do you say now: Elenore: can we?

They'll turn the lights way down low
And maybe we won't watch the show
I think I love you: Elenore: love me

Elenore: gee: I think you're swell
And you really do me well
You're my pride and joy: et cetera

Elenore: can I take the time
To ask you to speak your mind?
Tell me that you love me better

Elenore: gee: I think you're swell: ah-ha
Elenore: gee: I think you're swell: ah-ha-ha"
81,Cream,White Room,"In the white room with black curtains: near the station
Black-roof country: no gold pavements: tired starlings
Silver horses ran down moonbeams in your dark eyes
Dawn-light smiles on you: leaving my contentment

I'll wait in this place
Where the sun never shines
Wait in this place
Where the shadows run from themselves

You said no strings could secure you at the station
Platform ticket: restless diesels: goodbye windows
I walked into such a sad time at the station
As I walked out: felt my own need just beginning

I'll wait in the queue
When the trains come back
Lie with you
Where the shadows run from themselves

At the party: she was kindness in the hard crowd
Consolation for the old wound now forgotten
Yellow tigers crouched in jungles in her dark eyes
She's just dressing: goodbye windows: tired starlings

I'll sleep in this place
With the lonely crowd
Lie in the dark
Where the shadows run from themselves"
