Position,Artist,Song_Title,Lyrics
33,Cher,Dark Lady,"The fortune queen of New Orleans
Was brushing her cat in her black limousine
On the back seat were scratches from
The marks of men her fortune she had won

Couldn't see through the tinted glass
She said: ""Home James"" and he hit the gas
I followed her to some darkened room
She took my money: she said: ""I'll be with you soon""

Dark lady laughed and danced
And lit the candles one by one
Danced to her gypsy music
'Till her brew was done

Dark lady played black magic
'Till the clock struck on the twelve
She told me more about me
Than I knew myself

She dealt two cards
A queen and a three
And mumbled some words
That were so strange to me

And then she turned up
A two-eyed jack
My eyes saw red
But the card still stayed black

She said: ""The man you love is secretly true
To someone else who is very close to you
My advice is that you leave this place
Never come back and forget you ever saw my face""

Dark lady laughed and danced
And lit the candles one by one
Danced to her gypsy music
'Till her brew was done

Dark lady played black magic
'Till the clock struck on the twelve
She told me more about me
Than I knew myself

So I ran home and crawled in my bed
I couldn't sleep because of all the things she said
Then I remembered her strange perfume
And how I smelled it once in my own room

So I sneaked back and caught her with my man
Laughing and kissing 'till they saw the gun in my hand
The next thing I knew they were dead on the floor
Dark lady would never turn a card up anymore

Dark lady laughed and danced
And lit the candles one by one
Danced to her gypsy music
'Till her brew was done

Dark lady played black magic
'Till the clock struck on the twelve
She told me more about me
Than I knew myself"
34,Gladys Knight and The Pips,Best Thing That Ever Happened To Me,"I've had my share of life's ups and downs
But fate's been kind: the downs have been few
I guess you could say that I've been lucky
Well: I guess you could say that it's all because of you

If anyone should ever write my life story
(For whatever reason) For whatever reason there might be
Ooh: you'll be there (ooh) between each line of pain and glory
Cause you're the best thing
(You're the best thing that ever happened to me)
That ever happened to me
(You're the best thing that ever happened to me)
Ah: you're the best thing
(You're the best thing)
That ever happened to me

Oh: there have been times when times were hard
But always somehow I made it: I made it through
Cause for every moment that I spent hurting
There was a moment that I spent: ah: just loving you: ay yeah

If anyone should ever write my life story
Oh: for whatever (for whatever reason)
For whatever reason there might be
Oh: you'll be there (ooh) between each line of pain and glory
Cause you're the best thing
(You're the best thing that ever happened to me)
That ever happened to me
(You're the best thing that ever happened to me)
Ah: you're the best thing
(You're the best thing that ever happened to me)
That ever happened to me
(You're the best thing that ever happened to me)
I know you're the best thing
(You're the best thing)
Oh: that ever happened
To me
Yeah: heh: yeah"
35,Roberta Flack,Feel Like Makin' Love,Unfortunately: we are not licensed to display the full lyrics for this song at the moment. Hopefully we will be able to in the future. Until then... how about a random page?
36,Main Ingredient,Just Don't Want To Be Lonely,
37,Billy Preston,Nothing From Nothing,"Nothing from nothing leaves nothing
You gotta have something if you want to be with me
Nothing from nothing leaves nothing
You gotta have something if you want to be with me

I'm not trying to be your hero
Cause that zero is too cold for me: brrr
I'm not trying to be your highness
Cause that minus is too low to see: yeah

Nothing from nothing leaves nothing
And I'm not stuffing: believe you me
Don't you remember I told ya
I'm a soldier in the war on poverty: yeah: yes I am

Nothing from nothing leaves nothing
You gotta have something if you want to be with me: oh baby
Nothing from nothing leaves nothing
You gotta have something if you want to be with me
That's right: babe: ha yeah

Gotta have something if you want to be with me
You gotta bring a little something: girl: if you want to be with me"
38,George McCrae,Rock Your Baby,"Woman: take me in your arms
Rock your baby
Woman: take me in your arms
Rock your baby

There's nothin' to it
Just say you wanna do it
Open up your heart
And let the lovin' start

Woman: take me in your arms
Rock your baby
Woman: take me in your arms
Rock your baby

Yeah: hold me tight
With all your might
Now let your lovin' flow
Real sweet and slow

Woman: take me in your arms
Rock your baby
Woman: take me in your arms
Rock your baby: c'mon

Ah woman: take me in your arms
Rock your baby
Ooh woman: take me in your arms
Rock your baby

Ah-ah: yeah
Take me in your arms and rock me
Ah-ah: yeah
Take me in your arms and rock me
Ah-ah

Come on

Woman: take me in your arms
Rock your baby
Ooh woman: take me in your arms
Rock your baby

Ah-ah: yeah
Take me in your arms and rock me
Ah-ah: yeah
Take me in your arms and rock me
Ah-ah"
39,Carpenters,Top Of The World,"Such a feeling's coming over me
There is wonder in most everything I see
Not a cloud in the sky got the sun in my eyes
And I won't be surprised if it's a dream

Everything I want the world to be
Is now coming true especially for me
And the reason is clear it's because you are here
You're the nearest thing to heaven that I've seen

I'm on the top of the world
Looking down on creation
And the only explanation I can find
Is the love that I've found
Ever since you've been around?
Your love's put me at the top of the world

Something in the wind has learned my name
And it's telling me that things are not the same
In the leaves on the trees and the touch of the breeze
There's a pleasing sense of happiness for me

There is only one wish on my mind
When this day is through I hope that I will find
That tomorrow will be just the same for you and me
All I need will be mine if you are here

I'm on the top of the world
Looking down on creation
And the only explanation I can find
Is the love that I've found
Ever since you've been around?
Your love's put me at the top of the world

I'm on the top of the world
Looking down on creation
And the only explanation I can find
Is the love that I've found
Ever since you've been around?
Your love's put me at the top of the world"
40,Steve Miller Band,The Joker,"Some people call me the space cowboy: yeah
Some call me the gangster of love
Some people call me Maurice
'Cause I speak of the pompatus of love

People talk about me: baby
Say I'm doin' you wrong: doin' you wrong
Well: don't you worry: baby: don't worry
'Cause I'm right here: right here: right here: right here at home

'Cause I'm a picker: I'm a grinner
I'm a lover: and I'm a sinner
I play my music in the sun
I'm a joker: I'm a smoker
I'm a midnight toker
I get my lovin' on the run
Woo-hoo: woo-hoo

You're the cutest thing that I ever did see
I really love your peaches: want to shake your tree
Lovey-dovey: lovey-dovey: lovey-dovey all the time
Ooh-wee baby: I'll sure show you good time

'Cause I'm a picker: I'm a grinner
I'm a lover: and I'm a sinner
I play my music in the sun
I'm a joker: I'm a smoker
I'm a midnight toker
I sure don't want to hurt no one

Woo-hoo: woo-hoo

People keep talking about me: baby
They say I'm doin' you wrong
Well: don't you worry: don't worry: no: don't worry: mama
'Cause I'm right here at home

You're the cutest thing I ever did see
I really love your peaches: want to shake your tree
Lovey-dovey: lovey-dovey: lovey-dovey all the time
C'mon baby: and I'll show you a good time"
41,Gladys Knight and The Pips,I've Got To Use My Imagination,"I've really got to use
My imagination
To think of good reasons
To keep on keeping on (keep on keeping on)

Got to make the best of (best of: best of)
A bad situation (bad situation)
Ever since that day (ever since that day)
I woke up and found that you were gone (gone: gone)

Darkness all around me
Blocking out the sun
Old friends call me
But I just don't feel like talking to anyone

Emptiness has found me
And it just won't let me go
I go right on living
But why: I just don't know
(You're too strong: got to keep on keeping on)
Yes: I am

(You're too strong: got to keep on keeping on)
Staring down reality
Don't do me no good
Cause our misunderstanding
Is too well understood (too well understood)

Such a sad: sad season (sad: sad season)
When a good love dies (when a good love dies)
Not a day goes by (not a day goes by)
When I don't realize (realize)

I've really got to use (I've got to use)
My imagination (I've got to use)
To think of good reasons (I've got to use)
To keep on keeping on (I've got to use)

I've got to make the best of (best of: best of)
Of a bad situation (bad situation)
Ever since that day (ever since that day)
I woke up and found that you were gone
(You're too strong: got to keep on keeping on)

Oh: I've really got to use (I've got to use)
A good imagination (I've got to use)
To think of good reasons (I've got to use)
To keep on pushing on (I've got to use)

I said I've got to make the best of (best of: best of)
Of a bad situation (bad situation)
Ever since that day (ever since that day)
I woke up and found out that you were gone
(You're too strong: got to keep on keeping on)
Gone: gone: gone

Ooh: I've really got to use (I've got to use)
A good imagination (I've got to use)
Got to think of good reasons (I've got to use)
Huh: keep on keeping on (I've got to use)

I said I've got to make the best of"
42,Three Dog Night,The Show Must Go On,"Baby: although I chose this lonely life 
It seems it's strangling me now
All the wild men: big cigars: gigantic cars
They're all laughing at me now

Oh: I've been used: ooh: used
I've been a fool: oh: what a fool
I broke all the rules: oh: yeah
But I must let the show go on

Baby: there's an enormous crowd of people
They're all after my blood
I wish maybe they'd tear down the walls of this theater
Let me out: let me out

Oh: I'm so blind: oh: I'm blind
I wasted time: wasted: wasted: wasted time
Walking on a wire: high wire
But I must let the show go on

Oh: I'm so blind: oh: I'm blind
I wasted time: wasted: wasted all too much time
Walking on a wire: high wire
But I must let the show go on

Baby: I wish you'd help me escape
Help me get away
Leave me outside my address
Far away from this masquerade

'Cause I've been blind: oh: so blind
I wasted time: wasted: wasted all too much time
Walking on a wire: high wire
But I must let the show go
I must let the show go
I must let the show go on"
43,Hues Corporation,Rock The Boat,"So I'd like to know where you got the notion
Said I'd like to know where you got the notion
To rock the boat: don't rock the boat baby
Rock the boat: don't tip the boat over
Rock the boat: don't rock the boat baby
Rock the boat

Ever since our voyage of love began
Your touch has thrilled me like the rush of the wind
And your arms have held me safe from a rolling sea
There's always been a quiet place to harbor you and me

Our love is like a ship on the ocean
We've been sailing with a cargo full of love and devotion

So I'd like to know where you got the notion
Said I'd like to know where you got the notion
To rock the boat: don't rock the boat baby
Rock the boat: don't tip the boat over
Rock the boat: don't rock the boat baby
Rock the boat

Up to now we sailed through every storm
And I've always had your tender lips to keep me warm
Oh I need to have the strength that flows from you
Don't let me drift away my dear: when love can see me through

Our love is like a ship on the ocean
We've been sailing with a cargo full of love and devotion

So I'd like to know where you got the notion
Said I'd like to know where you got the notion
So I'd like to know where you got the notion
Said I'd like to know where you got the notion

To rock the boat: don't rock the boat baby
Rock the boat: don't tip the boat over
Rock the boat: don't rock the boat baby
Rock the boat: ooh

Rock the boat: rock on with yo bad self
Rock the boat: rock on with yo bad self
Rock the boat: rock on with yo bad self
Rock the boat: rock on with yo bad self

Rock the boat
Rock the boat
Rock the boat
Rock the boat"
44,Brownsville Station,Smokin' In The Boy's Room,"How you doin' out there? Ya ever seem to have one of those days
Where it just seems like everybody's gettin' on your case?
From your teacher all the way down to your best girlfriend?
Well: ya know: I used to have 'em just about all the time
But I found a way to get out of 'em
Let me tell you about it!

Sitting in the classroom: thinking it's a drag
Listening to the teacher rap: just ain't my bag
The noon bells rings: you know that's my cue
I'm gonna meet the boys on floor number two!

Smokin' in the boys' room
Smokin' in the boys' room
Now: teacher: don't you fill me up with your rules
But everybody knows that smokin' ain't allowed in school

Checkin' out the halls: makin' sure the coast is clear
Lookin' in the stalls: ""No: there ain't nobody here!""
Oh: my buddy Fang: and me and Paul
To get caught would surely be the death of us all

Smokin' in the boys' room
Smokin' in the boys' room
Now: teacher: don't you fill me up with your rules

But everybody knows that smokin' ain't allowed in school

All right!
Oh: put me to work: in the school book store
Check out counter and I got bored
Teacher was lookin' for me all around
Two hours later: you know where I was found

Smokin' in the boys' room (Yes indeed: I was)
Smokin' in the boys' room
Now: teacher: don't you fill me up with your rules
But everybody knows that smokin' ain't allowed in school

One mo'!
Smokin' in the boys' room
Oh: smokin' in the boys' room
Smokin' in the boys' room
Smokin' in the boys' room
Now: teacher: I am fully aware of the rules
And everybody knows that smokin' ain't allowed in school!"
45,Stevie Wonder,Living For The City,Unfortunately: we are not licensed to display the full lyrics for this song at the moment. Hopefully we will be able to in the future. Until then... how about a random page?
46,Dionne Warwick and The Spinners,Then Came You,"Ever since I met ya
Seems I can't forget ya
The thought of you keeps running through
The back of my mind

Every time I'm near ya
I get that urge to feel ya
Just touching you and loving you
Makes everything right

(Tell me how you feel: baby)
I never knew love before (oh: no)
Then came you: you: then came you
I never knew love before
Then came you: ooh: then came you
You

Now that I have found ya
How did I live without ya (I don't know: baby)
It's plain to see you're all I need
To satisfy me

I'm so darn proud of ya
I want to sing about ya (Sing it: sing it: sing it: baby)
For all we know you made love grow
But touching my hand

Oh: oh: I never knew love before
Then came you: you: then came you
I never knew love before
Then came you: ooh: then came you
Hey: then came you

Oh-oh-oh: oh-oh-oh: I never knew love before
Then came you: then came you
I never knew love before
Then came you: you: then came you

Oh-oh-oh-oh: I never knew love before
(Hey: tell me all about it: and uh)
Then: hey: then came you (you: you: you)
I never knew love before
Hey: then came you (with your lovin' touch)
You: you: you: you: you

Hey: hey: you know that I never knew love before: no
(I got to hand it to you: baby)
Then came you: then came you
(Like the power of love: like the power of love: babe)
I never knew love before (oh: babe)
Then came you (a honey to me with your lovin': I've got to hand it to you)
Ooh: then came you (hey: hey: yeah)

Oh-oh-oh: oh-oh-oh: I never knew love before
Then came you: then came you (I've got to have it: have it)
I never knew love before (I'm a contented man)
Then came you (the sweet: sweeter: sweeter: sweeter: sweeter)
You: you: you: then came you (hey yeah: baby)

No: no: I never knew love before
Then came you"
47,Paper Lace,The Night Chicago Died,"Daddy was a cop on the east side of Chicago
Back in the USA: back in the bad old days

In the heat of a summer night
In the land of the dollar bill
When the town of Chicago died
And they talk about it still
When a man named Al Capone
Tried to make that town his own
And he called his gang to war
With the forces of the law

I heard my momma cry
I heard her pray the night Chicago died
Brother: what a night it really was?
Brother: what a fight it really was?
Glory be!

I heard my momma cry
I heard her pray the night Chicago died
Brother: what a night the people saw?
Brother: what a fight the people saw?
Yes: indeed

And the sound of the battle rang
Through the streets of the old East Side
Till the last of the hoodlum gang
Had surrendered up or died
There was shouting in the street
And the sound of running feet
And I asked someone who said
"" 'Bout a hundred cops are dead"".

I heard my momma cry
I heard her pray the night Chicago died
Brother: what a night it really was?
Brother: what a fight it really was?
Glory be!

I heard my momma cry
I heard her pray the night Chicago died
Brother: what a night the people saw?
Brother: what a fight the people saw?
Yes: indeed

Then there was no sound at all
But the clock upon the wall
Then the door burst open wide
And my daddy stepped inside
And he kissed my momma's face
And he brushed her tears away

The night Chicago died
Na-na na: na-na-na: na-na-na-na-na
The night Chicago died
Brother: what a night the people saw
Brother: what a fight the people saw
Yes: indeed

The night Chicago died
Na-na na: na-na-na: na-na-na-na-na
The night Chicago died
Brother: what a night it really was
Brother: what a fight it really was
Glory be!

The night Chicago died
Na-na na: na-na-na: na-na-na-na-na
The night Chicago died
Brother: what a night the people saw"
48,Marvin Hamlisch,The Entertainer, Instrumental
49,ABBA,Waterloo,"My my: at Waterloo Napoleon did surrender
Oh yeah: and I have met my destiny in quite a similar way
The history book on the shelf is always repeating itself

Waterloo - I was defeated: you won the war
Waterloo - promise to love you for ever more
Waterloo - couldn't escape if I wanted to
Waterloo - knowing my fate is to be with you
Wa-Wa-Wa-Wa-Waterloo - finally facing my Waterloo

My my: I tried to hold you back but you were stronger
Oh yeah: and now it seems my only chance is giving up the fight
And how could I ever refuse?
I feel like I win when I lose

Waterloo - I was defeated: you won the war
Waterloo - promise to love you for ever more
Waterloo - couldn't escape if I wanted to
Waterloo - knowing my fate is to be with you
Wa-Wa-Wa-Wa-Waterloo - finally facing my Waterloo

So how could I ever refuse?
I feel like I win when I lose

Waterloo - couldn't escape if I wanted to
Waterloo - knowing my fate is to be with you
Wa-Wa-Wa-Wa-Waterloo - finally facing my Waterloo
Ooh... Waterloo - knowing my fate is to be with you
Wa-Wa-Wa-Wa-Waterloo - finally facing my Waterloo"
50,Hollies,The Air That I Breathe,"If I could make a wish
I think I'd pass
Can't think of anything I need
No cigarettes: no sleep
No light: no sound
Nothing to eat: no books to read

Making love with you
Has left me peaceful: warm and tired
What more could I ask?
There's nothing left to be desired

Peace came upon me
And it leaves me weak
So sleep: silent angel: go to sleep

Sometimes
All I need is the air that I breathe
And to love you
All I need is the air that I breathe
Yes: to love you
All I need is the air that I breathe

Peace came upon me
And it leaves me weak
So sleep: silent angel: go to sleep

Sometimes
All I need is the air that I breathe
And to love you
All I need is the air that I breathe
Yes: to love you
All I need is the air that I breathe

Sometimes
All I need is the air that I breathe
And to love you
All I need is the air that I breathe
Yes: to love you
All I need is the air that I breathe
And to love you
All I need is the air that I breathe
Yes: to love you
All I need is the air that I breathe"
51,Steely Dan,Rikki Don't Lose That Number,"We hear you're leaving: that's okay
I thought our little wild time had just begun
I guess you kinda scared yourself: you turned and ran
But if you have a change of heart

Rikki: don't lose that number
You don't wanna call nobody else
Send it off in a letter to yourself
Rikki: don't lose that number
It's the only one you own
You might use it if you feel better
When you get home

I have a friend in town: he's heard your name
We can go out driving on Slow Hand Row
We could stay inside and play games: I don't know
And you could have a change of heart

Rikki: don't lose that number
You don't wanna call nobody else
Send it off in a letter to yourself
Rikki: don't lose that number
It's the only one you own
You might use it if you feel better
When you get home

You tell yourself you're not my kind
But you don't even know your mind
But if you have a change of heart

Rikki: don't lose that number
You don't wanna call nobody else
Send it off in a letter to yourself
Rikki: don't lose that number
It's the only one you own
You might use it if you feel better
When you get home

Rikki: don't lose that number
(Rikki: don't lose that number)
Rikki: don't lose that number"
52,Carly Simon,Mockingbird,"Mock (yeah)
Ing (yeah)
Bird (yeah)
Yeah (yeah)
Mockingbird: now

Everybody have you heard
He's gonna buy me a mockingbird
And if that mockingbird won't sing
He's gonna buy me a diamond ring
And if that diamond ring won't shine
He's gonna surely break this heart of mine
And that's why I keep on tellin' everybody
Say yeah: yeah whoa: whoa: whoa: whoa: whoa: uh: oh

Hear me now and understand
He's gonna find me some piece of mind
And if that piece of mind won't stay
I'm gonna find myself a better way
And if that better way ain't so
I'll ride with the tide and go with the flow
And that's why I keep on shoutin' in your ear
Say yeah: yeah whoa: whoa: whoa: whoa: whoa: uh: oh

Now: everybody have you heard
She's gonna buy me a mockingbird
Yeah if that mockingbird don't sing
She's gonna buy me a diamond ring
And if that diamond ring won't shine
Yes: it'll surely break this heart of mine
And there's a reason why I keep on tellin' everybody
Say yeah: yeah no: no: no: no: no: no: no: no: no

Listen now and understand
She's gonna find me some piece of mind
Yeah if that piece of mind won't stay
I'm gonna get myself a better way
I might rise above: I might go below
Ride with the tide and go with the flow
And that's the reason why I keep on shoutin' in your ear
No: no: no: no: no: no: no: now: now. baby"
53,Joni Mitchell,Help Me,"Help me
I think I'm falling
In love again
When I get that crazy feeling
I know I'm in trouble again
I'm in trouble
'Cause you're a rambler and a gambler
And a sweet talking ladies man
And you love your lovin'
But not like you love your freedom

Help me
I think I'm falling
In love too fast
It's got me hoping for the future
And worrying about the past
'Cause I've seen some hot: hot blazes
Come down to smoke and ash
We love our lovin'
But not like we love our freedom

Didn't it feel good
We were sitting there talking
Or lying there not talking
Didn't it feel good
You dance with the lady
With the hole in her stocking
Didn't it feel good
Didn't it feel good

Help me
I think I'm falling
In love with you
Are you going to let me go there by myself
That's such a lonely thing to do
Both of us flirting around
Flirting and flirting
Hurting too
We love our lovin'
But not like we love our freedom"
54,Anne Murray,You Won't See Me,"When I call you up: your line's engaged
I have had enough: so act your age
We have lost the time that was so hard to find
And I will lose my mind: if you won't see me
You won't see me.

I don't know why you should want to hide
But I can't get through: my hands are tied
I won't want to stay: I don't have much to say
But I can turn away if you won't see me
You won't see me.

Time after time you refuse to even listen
I wouldn't mind if I knew what I was missin'.

Though the days are few: they're filled with tears
And since I lost you: it feels like years
Yes: it seems so long since you've been gone
And I just can't go on: if you won't see me
You won't see me.

Time after time you refuse to even listen
I wouldn't mind if I knew what I was missin'.

Though the days are few: they're filled with tears
And since I lost you: it feels like years
Yes: it seems so long since you've been gone
And I just can't go on: if you won't see me
You won't see me..."
55,Barry White,"Never, Never Gonna Give You Up","Uh...
Oh: baby
Oh: baby (Keep on)
Come on: baby (Keep on doin' it: right on)
Mmm: mmm: mmm (Right on doin' it)
You got it together (Baby: keep on)
Oh: you got it together: baby (Right on: keep on doin' it)
Not yet: baby: oh: not yet
Mmm: mmm (My-my baby: keep on)
I swear you got it together: baby (Keep on: keep on)

Whatever: whatever
Girl: I'll do
Forever and ever: yeah: yeah: yeah: yeah
I'll see you through

I've got to keep you pleased
In every way I can
Gonna give you all of me
As much as you can stand

Make love to you right now
That's all I want to do
I know you need it: girl
And you know I need it: too

'Cause I found
What the world is searching for
Here: right here: my dear
I don't have to look no more

And: oh: my babe
I hoped and I prayed
For someone just like you
To make me feel the way you do

Never: never gonna give you up
I'm never: ever gonna stop
Not the way I feel about you
Girl: I just can't live without you

I'm never: ever gonna quit
'Cause quittin' just ain't my stick
I'm gonna stay right here with you
Do all the things you want me to

Whatever you want
Girl: you got
And whatever you need
I don't want to see you without it

You've given me much more
Than words could ever say
And oh: my dear: I'll be right here
Until my dyin' day

I don't know just how to say
All the things I feel
I just know that I love you so
And it gives me such a thrill

'Cause I found
What this world is searching for
Here: right here: my dear
I don't have to look no more

And all of my days
I hoped and I prayed
For someone just like you
To make me feel the way you do

I'm never: never gonna give you up
I'm never: ever gonna stop
Stop the way I feel about you
Girl: I just can't live without you

I'm never: ever gonna quit
'Cause quittin' just ain't my stick
I'm gonna stay right here with you
Do all the things you want me to

Oh: I'm never gonna give you up
I'm never: ever gonna stop
All the things I feel about you
Girl: I just can't live without you

I'm never: ever gonna quit
'Cause quittin' just ain't my stick
I'm gonna stay right here with you
Do all the things you want me to"
56,Rufus,Tell Me Something Good,Unfortunately: we are not licensed to display the full lyrics for this song at the moment. Hopefully we will be able to in the future. Until then... how about a random page?
57,Helen Reddy,You And Me Against The World,"Tell me again: mommy

You and me against the world
Sometimes it feels like you and me against the world
When all the others turn their backs and walk away
You can count on me to stay

Remember when the circus came to town
And you were frightened by the clown
Wasn't it nice to be around someone that you knew
Someone who was big and strong and looking out for you 

And me against the world
Sometimes it feels like you and me against the world
And for all the times we've cried
I always felt that God was on our side

And when one of us is gone
And one of us is left to carry on
Then remembering will have to do
Our memories alone will get us through
Think about the days of me and you
You and me against the world

And when one of us is gone
And one of us is left to carry on
Then remembering will have to do
Our memories alone will get us through
Think about the days of me and you
You and me against the world

I love you: mommy
I love you too: baby"
58,Righteous Brothers,Rock And Roll Heaven,"If you believe in forever
Then life is just a one-night stand
If there's a rock 'n' roll heaven
Well you know they've got a hell of a band: band: band Jimmy

Gave us rainbows and Janis
Took a piece of our hearts and Otis

Brought us all to the dock of a bay
Sing a song to light my fire: remember Jim
That way: they've all found another place: another place to play

If you believe in forever
Then life is just a one-night stand
If there's a rock 'n' roll heaven
Well you know they've got a hell of a band: band: band Jimmy

Remember bad bad Leroy Brown: hey Jimmy
Touched us with that song
Time won't change a friend we came to know and Bobby

Gave us Mack the Knife
Well look out: he's back in town
They'll all be there together
When they meet in one big show

If you believe in forever
Then life is just a one-night stand
If there's a rock 'n' roll heaven
Well you know they've got a hell of a band: band: band Jimmy

There's a spotlight waiting
No matter who you are 'cause everybody's got a song to sing
Everyone's a star
(Everybody's got to be a star)

If you believe in forever
Then life is just a one-night stand
If there's a rock 'n' roll heaven
Well you know they've got a hell of a band: band: band Jimmy"
59,Kool and The Gang,Hollywood Swinging,"Hey: hey: hey
Whatcha got to say?
Say hey: hey: hey
Whatcha got to say?

Hollywood: Hollywood swinging
Hollywood: Hollywood swinging

I remember
Not too long ago
(Hey: hey) I went to a theater
And I saw the Kool and the Gang show

I always wanted
To fit into a band
To sing my songs
And become a bad piano playing man

So here I am
In this Hollywood city: yeah
The city of the stars: movies: women and cars
Well: I guess I: I guess I'll start

Say hey: hey: hey (hey hey)
Whatcha got to say?
Say hey: hey: hey
Whatcha got to say?

Hollywood: Hollywood swinging
Hollywood: Hollywood swinging

Hollywood swinging: swinging
(Hollywood swinging: Hollywood swinging: Hollywood swinging)
Hollywood swinging: Hollywood
(Swinging) Move along
(Swinging: Hollywood swinging: Hollywood swinging)
(Hollywood swinging: Hollywood swinging: Hollywood swinging)
Time to go
(Hollywood swinging: Hollywood swinging: Hollywood swinging)
Get down
(Hollywood swinging: Hollywood swinging: Hollywood swinging)
(Hollywood swinging: Hollywood swinging: Hollywood swinging)
(Hollywood swinging: Hollywood swinging: Hollywood swinging)
(Hollywood swinging: Hollywood swinging: Hollywood swinging)
Hollywood swinging
(Hollywood swinging: Hollywood swinging: Hollywood swinging)
(Hollywood swinging: Hollywood swinging: Hollywood swinging)
Sing it: sing it: sing the song
(Hollywood swinging: Hollywood swinging: Hollywood swinging)
People sing it
(Hollywood swinging: Hollywood swinging: Hollywood swinging)
Hollywood swinging: yeah: ooh
(Hollywood swinging: Hollywood swinging: Hollywood swinging)
(Hollywood swinging: Hollywood swinging: Hollywood swinging)
(Hollywood swinging: Hollywood swinging: Hollywood swinging)
(Hollywood swinging: Hollywood swinging: Hollywood swinging)
(Hollywood swinging: Hollywood swinging: Hollywood swinging)
(Hollywood swinging: Hollywood swinging: Hollywood swinging)
(Hollywood swinging: Hollywood swinging: Hollywood swinging)
(Hollywood swinging: Hollywood swinging: Hollywood swinging)"
60,William Devaughn,Be Thankful For What You Got,
61,Johnny Bristol,Hang On In There Baby,"Hmm
Mm-mm-mm: yeah
Oh: baby
Mm-hmm
Hang in there: baby (gonna make love tonight)
Don't be afraid (gotta make it alright: ooh)
(I know just how you feel: gonna hold you tight)
But we've almost got it made

Now that we've caressed
A kiss so warm and tender
I can't wait till we've reached
That sweet moment of surrender

Mm: we'll hear the thunder roar
Feel the lightning strike
At a point we both decided to meet
At the same time tonight

Hang on in there: baby
Hang on in there: darling
I'm gonna give you more
Than you ever dreamed possible

Don't be afraid: baby: oh no
A sweet virgin of the world
Mm: we can't help but make it
Cause there's true love between us: girl

Mm: so let us touch that cloud
That every girl dreams of
Oh: we're almost there: darling
We're truly making love

Hang on in there: baby
Please don't let me down
Please don't destroy
This new joy we've found

Ah: ha

Mm: what's that now: baby
What's that you say: mm
Something eatin' at you
And it's 'bout to get away

Oh: don't fight it: baby
Open up the door
Cause that's the key to the freedom
That we've both been working for

Let it go: baby
Let it go: honey
Oh: right there: right there
Baby: don't you move it anywhere

Hang on in there: baby (oh hang on: baby)
Hang on in there: darling (oh hang on: darling)
I'm gonna give you more (I: I)
Than you ever dreamed possible (I and I and I)

Hang on in there: baby (hang on: sweet baby)
Please don't let me down (don&#x2019;t let me down)
Please don't destroy (no: no)
This new joy we've found (joy we found: baby)

Let it go: baby (oh let go: baby)
Let it go: honey (let go: sweet honey)
Oh: right there: right there
Baby: don't move it anywhere"
62,Mocedades,Eres Tu (Touch The Wind),
63,Bachman-Turner Overdrive,Takin' Care Of Business,"You get up every morning from alarm clock's warning
Take the eight-fifteen into the city
There's a whistle up above and people pushing: people shoving
And the girls who try to look pretty

And if your train's on time: you can get to work by nine
And start your slavin' jobs and get your pay
If you ever get annoyed: look at me: I'm self-employed
I love to work at nothing all day

And I've been takin' care of business: every day
Takin' care of business: every way
I've been takin' care of business: it's all mine
Takin' care of business and working overtime: work out
Whoo

If it were easy as fishing: you could be a musician
If you could make sounds loud or mellow
Get a secondhand guitar: chances are you'll go far
If you get in with the right bunch of fellows

People see you having fun just a-lying in the sun
You tell them that you like it this way
It's the work that we avoid and we're all self-employed
We love to work at nothing all day

And we've been takin' care of business: every day
Takin' care of business: every way
We've been takin' care of business: it's all mine
Takin' care of business and working overtime
Funky

Whoo
All right: ow!
I love it!

Take good care of my business
When I'm away: every day
Whoo!
(Ha ha: whoo hoo: oh yeah)

You get up every morning from alarm clock's warning
Take the eight-fifteen into the city
There's a whistle up above and people pushing: people shoving
And the girls who try to look pretty

And if your train's on time: you can get to work by nine
And start your slavin' jobs and get your pay
If you ever get annoyed: look at me: I'm self-employed
I love to work at nothing all day

And I've been takin' care of business: every day
Takin' care of business: every way
I've been takin' care of business: it's all mine
Takin' care of business and working overtime: take care

Takin' care of business: whoo!
Takin' care of business
Takin' care of business: yo
Takin' care of business

Takin' care of business: every day
Takin' care of business: every way
Takin' care of business: it's all mine
Takin' care of business: working overtime: whoo!

Takin' care of business
Takin' care of business
We've been takin' care of business
We've been takin' care of business: whoo!

Takin' care of business
Takin' care of business
Takin' care of business"
